,area,rooms,bathroom,parking_spaces,hoa_(BRL),rent_amount_(BRL),property_tax_(BRL),fire_insurance_(BRL),totalBRL
3231,140.0,3,2,1,0.0,3825.0,0.0,58.0,8.264620829411216
3232,47.0,1,1,1,400.0,2200.0,0.0,33.0,7.876258882303226
3233,70.0,3,1,1,550.0,1200.0,0.0,16.0,7.4770384723196965
3234,58.0,1,1,1,710.0,720.0,40.0,10.0,7.300472814267799
3235,200.0,3,4,4,1800.0,5600.0,860.0,71.0,9.027858802380862
3236,40.0,1,1,0,262.0,725.0,0.0,10.0,6.905753276311464
3237,240.0,3,4,4,0.0,4000.0,370.0,61.0,8.39660622842712
3238,96.0,3,2,1,1122.0,3050.0,231.0,39.0,8.399085102935908
3239,220.0,4,5,2,0.0,6500.0,1176.0,98.0,8.958668737047434
3240,132.0,3,2,2,1650.0,4000.0,400.0,51.0,8.716371865276615
3241,106.0,3,2,2,1294.0,2200.0,239.0,30.0,8.23323750070527
3242,150.0,3,3,2,2100.0,2000.0,584.0,26.0,8.45765547870004
3243,68.0,3,1,1,700.0,1400.0,0.0,18.0,7.6586995582682995
3244,180.0,4,5,3,2500.0,10500.0,410.0,154.0,9.514953305087944
3245,44.0,1,1,1,280.0,1170.0,31.0,18.0,7.313220387090301
3246,75.0,2,1,0,888.0,1900.0,267.0,25.0,8.033009498596668
3247,58.0,2,2,1,450.0,4700.0,5.0,60.0,8.559486103606488
3248,72.0,2,1,0,760.0,2200.0,17.0,28.0,8.00836557031292
3249,190.0,4,4,2,0.0,3500.0,315.0,53.0,8.260751354700513
3250,150.0,3,2,1,1500.0,1300.0,140.0,17.0,7.992268643270745
3251,550.0,3,7,8,0.0,7700.0,430.0,116.0,9.017604776833355
3252,220.0,2,2,3,0.0,10500.0,750.0,158.0,9.34233308143468
3253,200.0,3,2,3,0.0,6000.0,209.0,91.0,8.748463629942055
3254,300.0,5,3,4,900.0,6800.0,167.0,112.0,8.984693690443855
3255,70.0,2,2,0,260.0,2280.0,92.0,29.0,7.8868329989550565
3256,43.0,2,1,1,274.0,1000.0,7.0,13.0,7.166265974133638
3257,45.0,1,1,1,240.0,740.0,7.0,11.0,6.906754778648554
3258,55.0,2,1,0,350.0,650.0,42.0,10.0,6.959398512133975
3259,700.0,5,8,3,0.0,12000.0,1000.0,181.0,9.486531677712465
3260,300.0,3,5,0,0.0,5500.0,310.0,91.0,8.683046555502886
3261,220.0,4,5,2,0.0,7000.0,225.0,125.0,8.902591637374087
3262,300.0,4,5,6,0.0,15000.0,1805.0,226.0,9.742790491838836
3263,52.0,1,1,0,90.0,748.0,1.0,11.0,6.7464121285733745
3264,106.0,2,2,1,1550.0,4000.0,323.0,52.0,8.68710472813351
3265,84.0,2,2,2,657.0,3200.0,189.0,47.0,8.317277766221235
3266,50.0,2,1,0,0.0,1200.0,0.0,19.0,7.106606137727303
3267,240.0,3,3,2,0.0,4000.0,292.0,61.0,8.378850241794492
3268,240.0,3,3,4,0.0,8000.0,1000.0,121.0,9.118444357271645
3269,260.0,2,2,1,350.0,1640.0,0.0,24.0,7.608374474380783
3270,73.0,2,2,1,700.0,1250.0,150.0,16.0,7.6577552711348655
3271,334.0,4,6,5,3790.0,3800.0,2435.0,49.0,9.217415285648144
3272,67.0,2,1,1,313.0,1200.0,167.0,16.0,7.436617265234227
3273,71.0,2,1,0,764.0,1800.0,0.0,23.0,7.858640655620791
3274,280.0,3,4,3,4200.0,7600.0,1250.0,97.0,9.484253080341965
3275,450.0,5,5,3,0.0,6500.0,542.0,107.0,8.874867635688053
3276,82.0,3,2,1,700.0,2500.0,59.0,37.0,8.10076824307173
3277,380.0,4,5,4,4000.0,8000.0,2667.0,102.0,9.6004210780406
3278,105.0,3,2,2,600.0,2390.0,134.0,35.0,8.058327306580958
3279,55.0,1,1,1,570.0,1800.0,0.0,7.0,7.774015077250727
3280,45.0,1,1,0,700.0,1500.0,0.0,20.0,7.7057128238944275
3281,70.0,2,2,1,820.0,3100.0,117.0,40.0,8.3133619511344
3282,160.0,3,3,0,0.0,5000.0,500.0,76.0,8.626406276389554
3283,48.0,2,1,1,480.0,1710.0,0.0,22.0,7.70210434005105
3284,200.0,3,4,2,2700.0,9180.0,0.0,117.0,9.392745258631441
3285,46.0,2,1,0,0.0,1200.0,0.0,16.0,7.104144092987527
3286,30.0,1,1,0,0.0,680.0,0.0,9.0,6.536691597591305
3287,140.0,3,2,1,1600.0,3600.0,375.0,47.0,8.634620608292202
3288,101.0,3,3,2,780.0,4600.0,330.0,59.0,8.660427359502146
3289,340.0,2,4,3,4900.0,15000.0,917.0,191.0,9.95280138908905
3290,400.0,4,5,4,2700.0,7000.0,1500.0,89.0,9.331761227180522
3291,55.0,2,1,1,453.0,749.0,44.0,10.0,7.136483208590247
3292,45.0,2,1,1,560.0,1450.0,18.0,19.0,7.6246189861593985
3293,62.0,2,2,0,0.0,1250.0,0.0,19.0,7.146772179452637
3294,75.0,2,1,0,750.0,3190.0,196.0,42.0,8.337827262447915
3295,86.0,3,1,1,460.0,3150.0,0.0,40.0,8.202756381655638
3296,182.0,3,3,2,0.0,3200.0,112.0,57.0,8.122668023346407
3297,30.0,1,1,1,0.0,762.0,15.0,14.0,6.674561391814426
3298,153.0,4,3,1,0.0,2710.0,121.0,42.0,7.96346006663897
3299,70.0,2,1,1,0.0,1100.0,77.0,17.0,7.085901464365611
3300,82.0,2,1,1,750.0,1840.0,83.0,24.0,7.900266036767701
3301,160.0,3,4,4,0.0,7000.0,534.0,106.0,8.941283763647567
3302,270.0,5,4,4,3500.0,7000.0,1684.0,89.0,9.414994033976548
3303,370.0,7,6,8,0.0,10000.0,1875.0,151.0,9.395241931033524
3304,470.0,4,6,2,3000.0,7200.0,1000.0,109.0,9.33353098253138
3305,200.0,1,1,3,0.0,1600.0,264.0,25.0,7.5443321080536885
3306,62.0,2,2,0,645.0,1400.0,92.0,18.0,7.6760099320288875
3307,64.0,2,2,1,690.0,2500.0,5.0,32.0,8.07961802938984
3308,58.0,2,1,1,170.0,1100.0,0.0,14.0,7.158513997329321
3309,75.0,2,2,0,436.0,1350.0,50.0,20.0,7.526717561352706
3310,200.0,2,2,2,2900.0,11000.0,560.0,140.0,9.588845298501564
3311,36.0,1,1,1,380.0,1600.0,60.0,21.0,7.631431664576906
3312,120.0,2,2,1,850.0,1700.0,134.0,25.0,7.904703913873747
3313,62.0,2,2,2,540.0,1600.0,9.0,24.0,7.684324067681155
3314,490.0,3,3,3,0.0,4450.0,1200.0,67.0,8.651374372882257
3315,67.0,2,2,2,831.0,3170.0,34.0,43.0,8.313607139317558
3316,161.0,3,3,3,1762.0,2500.0,741.0,32.0,8.524367395164237
3317,176.0,4,2,3,1225.0,5000.0,0.0,76.0,8.74862232231722
3318,178.0,4,4,4,2200.0,4500.0,688.0,58.0,8.915566545710645
3319,88.0,3,2,0,520.0,1658.0,31.0,25.0,7.711996507047669
3320,470.0,3,3,4,0.0,3700.0,346.0,66.0,8.321907968230423
3321,257.0,4,3,2,0.0,7000.0,1200.0,106.0,9.02485381183907
3322,70.0,4,3,0,0.0,3500.0,270.0,53.0,8.249052274171293
3323,50.0,2,1,1,145.0,700.0,62.0,10.0,6.822197390620491
3324,89.0,3,2,1,330.0,1300.0,138.0,18.0,7.488293515159428
3325,73.0,2,1,1,680.0,1300.0,21.0,17.0,7.610357618312838
3326,95.0,3,2,2,1000.0,4500.0,325.0,58.0,8.679992081721329
3327,54.0,2,1,1,560.0,1600.0,0.0,21.0,7.687997166393016
3328,150.0,4,1,3,1600.0,4350.0,542.0,58.0,8.787372988731876
3329,139.0,2,3,1,720.0,5966.0,387.0,77.0,8.875007486048396
3330,45.0,1,1,0,200.0,1700.0,55.0,25.0,7.591357046698551
3331,255.0,4,4,4,0.0,3400.0,375.0,52.0,8.250097752572845
3332,100.0,1,1,0,0.0,2150.0,267.0,33.0,7.804251383528112
3333,120.0,3,3,1,1015.0,2870.0,0.0,37.0,8.274611946209552
3334,200.0,4,5,2,1000.0,8000.0,84.0,121.0,9.127610724377186
3335,72.0,2,1,1,899.0,1280.0,6.0,17.0,7.697575346802343
3336,50.0,1,1,0,0.0,1100.0,13.0,20.0,7.033506484287697
3337,158.0,3,4,3,1950.0,12000.0,738.0,153.0,9.605148899895818
3338,22.0,1,1,0,384.0,2100.0,40.0,27.0,7.844632644464681
3339,105.0,3,2,1,1937.0,2380.0,374.0,31.0,8.460199469896118
3340,50.0,2,1,1,420.0,1500.0,3.0,20.0,7.572502985020384
3341,65.0,2,2,0,210.0,1200.0,19.0,16.0,7.27655640271871
3342,108.0,3,2,2,980.0,2000.0,195.0,26.0,8.07153089355666
3343,50.0,1,1,0,450.0,1080.0,15.0,14.0,7.352441100243583
3344,198.0,3,3,6,0.0,4200.0,250.0,64.0,8.415160465851086
3345,74.0,3,2,1,700.0,1800.0,120.0,23.0,7.880048200971577
3346,71.0,2,2,1,2438.0,5500.0,246.0,71.0,9.018695487721343
3347,52.0,2,1,1,400.0,1100.0,42.0,17.0,7.352441100243583
3348,355.0,3,4,8,2700.0,6000.0,1106.0,80.0,9.198976041897133
3349,162.0,3,1,0,440.0,1300.0,67.0,19.0,7.510430556378006
3350,90.0,1,1,0,300.0,2000.0,0.0,26.0,7.752335163302292
3351,62.0,2,1,1,485.0,1377.0,54.0,21.0,7.569411792450712
3352,130.0,3,2,2,0.0,3000.0,0.0,46.0,8.021912778985708
3353,78.0,1,1,0,420.0,2522.0,25.0,32.0,8.006367567650246
3354,276.0,4,5,4,0.0,4900.0,183.0,74.0,8.54830418644129
3355,50.0,2,1,1,380.0,1500.0,88.0,20.0,7.5953872788539725
3356,35.0,1,1,0,350.0,1500.0,50.0,22.0,7.56164174558878
3357,161.0,3,1,2,0.0,3500.0,435.0,58.0,8.29254851397576
3358,30.0,1,1,0,340.0,920.0,0.0,12.0,7.149131598557407
3359,251.0,4,4,3,2700.0,4200.0,1250.0,54.0,9.01249900352419
3360,77.0,2,1,1,1300.0,2600.0,100.0,33.0,8.302513718514158
3361,112.0,3,3,2,1222.0,3250.0,486.0,42.0,8.517393171418904
3362,273.0,4,2,2,2100.0,2470.0,366.0,32.0,8.51097389160232
3363,55.0,1,1,1,400.0,1100.0,9.0,15.0,7.329749689041512
3364,80.0,3,2,2,704.0,1800.0,83.0,23.0,7.8674885686991285
3365,400.0,4,5,3,0.0,15000.0,1750.0,226.0,9.739850350946302
3366,110.0,3,2,1,1100.0,2500.0,100.0,33.0,8.225235324101668
3367,262.0,4,5,4,2500.0,2250.0,1350.0,29.0,8.720950028930258
3368,38.0,1,1,0,600.0,1700.0,82.0,22.0,7.785305182539862
3369,140.0,2,2,1,2000.0,12500.0,279.0,159.0,9.611864390851085
3370,110.0,6,5,7,0.0,9810.0,1000.0,148.0,9.302098797215724
3371,46.0,1,1,1,280.0,1099.0,55.0,17.0,7.280697195384741
3372,55.0,2,1,0,390.0,1500.0,42.0,22.0,7.578145472419466
3373,70.0,2,1,1,470.0,1710.0,100.0,23.0,7.742402021815782
3374,60.0,2,2,1,600.0,1860.0,0.0,24.0,7.818027938530729
3375,87.0,3,2,2,750.0,4000.0,250.0,51.0,8.527539483470381
3376,400.0,3,4,4,3000.0,12000.0,1100.0,214.0,9.69959500581403
3377,64.0,2,2,0,550.0,1350.0,52.0,20.0,7.587310506022615
3378,85.0,2,2,1,3499.0,9000.0,769.0,116.0,9.50159106930499
3379,140.0,3,4,2,1990.0,3490.0,292.0,51.0,8.669742589876522
3380,288.0,4,5,4,3635.0,5025.0,1155.0,64.0,9.198267790741914
3381,64.0,3,1,1,470.0,1200.0,110.0,16.0,7.493873886783559
3382,62.0,2,2,1,684.0,5050.0,227.0,64.0,8.703838719690246
3383,15.0,1,1,0,0.0,700.0,0.0,10.0,6.566672429803241
3384,200.0,4,3,2,2744.0,4100.0,1615.0,52.0,9.049232211581426
3385,450.0,4,3,4,2000.0,12750.0,717.0,170.0,9.657650950674242
3386,72.0,3,2,1,800.0,3010.0,0.0,39.0,8.25582842728183
3387,75.0,2,1,1,970.0,1750.0,42.0,23.0,7.932362154339751
3388,20.0,1,1,0,0.0,550.0,30.0,9.0,6.380122536899765
3389,77.0,2,2,1,900.0,3000.0,80.0,39.0,8.299037181613066
3390,57.0,1,1,0,300.0,6000.0,17.0,77.0,8.763271714012943
3391,103.0,3,3,0,1530.0,6000.0,320.0,77.0,8.978156076009824
3392,180.0,3,2,1,2000.0,12000.0,334.0,153.0,9.581283046045924
3393,80.0,2,1,1,0.0,833.0,4.0,13.0,6.7464121285733745
3394,25.0,1,1,1,0.0,4000.0,0.0,51.0,8.306965865368573
3395,248.0,3,4,4,2648.0,8000.0,667.0,102.0,9.343209045050607
3396,360.0,6,2,0,0.0,8000.0,752.0,132.0,9.092119740588751
3397,62.0,1,1,0,670.0,2300.0,0.0,30.0,8.006700845440367
3398,85.0,2,1,0,259.0,1800.0,0.0,23.0,7.641564441260972
3399,187.0,3,3,2,0.0,2805.0,98.0,50.0,7.9909154630913255
3400,58.0,2,3,2,50.0,2000.0,0.0,31.0,7.641084249174914
3401,93.0,2,1,0,475.0,1600.0,70.0,22.0,7.681560362559537
3402,28.0,1,1,0,450.0,1999.0,42.0,26.0,7.831220214604293
3403,120.0,3,2,5,0.0,1700.0,75.0,26.0,7.496652438168283
3404,70.0,1,2,0,0.0,1200.0,0.0,19.0,7.106606137727303
3405,162.0,2,3,3,2200.0,15000.0,959.0,191.0,9.817439347910675
3406,210.0,3,2,3,0.0,4700.0,0.0,71.0,8.470520783217808
3407,300.0,3,2,2,0.0,2500.0,224.0,41.0,7.925157512224703
3408,40.0,1,1,1,651.0,1900.0,30.0,25.0,7.865955413933502
3409,270.0,3,4,4,3200.0,4800.0,928.0,61.0,9.103868127465667
3410,65.0,2,1,1,1082.0,3820.0,134.0,49.0,8.534246945982066
3411,83.0,2,2,1,450.0,1400.0,67.0,21.0,7.569927655242652
3412,340.0,4,5,5,4800.0,7500.0,1917.0,96.0,9.568783751310876
3413,28.0,1,1,1,720.0,890.0,65.0,12.0,7.431299675155903
3414,70.0,1,1,0,0.0,930.0,60.0,14.0,6.912742820493176
3415,300.0,3,2,2,0.0,4000.0,184.0,66.0,8.35490952835879
3416,423.0,4,5,7,5785.0,14000.0,2647.0,178.0,10.026191792511579
3417,16.0,1,1,0,0.0,850.0,35.0,11.0,6.799055862058796
3418,38.0,1,1,0,300.0,1300.0,53.0,19.0,7.422373700986824
3419,210.0,4,4,4,2680.0,7000.0,146.0,94.0,9.202409001649903
3420,380.0,4,5,5,6500.0,3400.0,1125.0,44.0,9.312084355859467
3421,289.0,3,2,1,3000.0,5000.0,667.0,65.0,9.074864232413733
3422,28.0,1,1,0,0.0,1300.0,0.0,17.0,7.183870715062453
3423,83.0,2,3,1,1100.0,1500.0,42.0,20.0,7.887208585813932
3424,120.0,4,3,3,1680.0,3430.0,622.0,44.0,8.661639795781266
3425,60.0,2,2,1,606.0,1080.0,88.0,16.0,7.490529402060711
3426,100.0,2,1,0,0.0,1100.0,125.0,17.0,7.1252830915107115
3427,108.0,4,3,2,1134.0,6500.0,609.0,83.0,9.02725852623582
3428,345.0,2,3,2,3655.0,12000.0,783.0,153.0,9.716615658643356
3429,210.0,3,4,4,1475.0,10000.0,650.0,127.0,9.41336284529417
3430,80.0,2,1,0,600.0,5300.0,34.0,69.0,8.700181192753353
3431,270.0,4,4,4,3900.0,2900.0,0.0,37.0,8.830250570199247
3432,60.0,2,1,0,290.0,770.0,45.0,12.0,7.0192966537150445
3433,64.0,2,1,1,810.0,2900.0,172.0,38.0,8.27410200229233
3434,90.0,2,2,0,857.0,4800.0,208.0,62.0,8.687442166975924
3435,157.0,3,3,1,1325.0,4500.0,347.0,58.0,8.737292112544221
3436,100.0,3,2,1,690.0,1300.0,76.0,17.0,7.642044402873258
3437,86.0,3,2,2,420.0,2340.0,81.0,30.0,7.962763930168115
3438,56.0,2,1,1,390.0,1800.0,9.0,23.0,7.706612913964197
3439,40.0,1,1,0,735.0,2900.0,137.0,38.0,8.24564690087386
3440,188.0,3,4,1,2100.0,10000.0,562.0,127.0,9.456497077599392
3441,44.0,2,1,1,310.0,1800.0,34.0,23.0,7.681560362559537
3442,300.0,3,2,0,3000.0,2970.0,709.0,39.0,8.81269461292015
3443,101.0,3,3,2,2163.0,5000.0,377.0,65.0,8.936692688488204
3444,130.0,3,1,1,0.0,2000.0,293.0,27.0,7.749753406274437
3445,120.0,4,3,3,1420.0,6160.0,390.0,79.0,8.99342737041261
3446,200.0,3,4,2,0.0,2900.0,1100.0,44.0,8.305236829492593
3447,140.0,3,4,2,1583.0,8500.0,456.0,108.0,9.273409063443166
3448,100.0,3,1,0,1367.0,3399.0,217.0,44.0,8.522777569710138
3449,260.0,5,3,0,0.0,5500.0,600.0,83.0,8.729720590267258
3450,77.0,2,2,2,547.0,3000.0,203.0,39.0,8.240121298076472
3451,45.0,1,1,0,0.0,770.0,34.0,10.0,6.703188113240863
3452,50.0,2,1,1,0.0,1000.0,25.0,18.0,6.950814768442584
3453,44.0,2,1,2,342.0,908.0,24.0,12.0,7.160069207596127
3454,84.0,1,2,0,300.0,2200.0,0.0,33.0,7.837554360881084
3455,53.0,3,1,0,230.0,1000.0,68.0,14.0,7.180069874302796
3456,200.0,3,4,2,0.0,3250.0,292.0,49.0,8.18646442942209
3457,75.0,3,2,1,280.0,900.0,0.0,12.0,7.084226422097916
3458,120.0,2,2,1,360.0,2525.0,75.0,37.0,8.005700678662542
3459,70.0,2,1,0,0.0,1030.0,0.0,17.0,6.954638864880987
3460,100.0,3,2,0,815.0,808.0,81.0,11.0,7.447751280047908
3461,73.0,2,2,1,450.0,2450.0,94.0,36.0,8.016647877057803
3462,70.0,2,1,1,600.0,3000.0,167.0,39.0,8.244596756382498
3463,110.0,2,4,2,2100.0,6375.0,500.0,81.0,9.111293218374948
3464,200.0,3,2,2,1626.0,3000.0,0.0,39.0,8.448057452581375
3465,75.0,2,2,2,700.0,1198.0,227.0,16.0,7.669495251007694
3466,96.0,2,1,1,0.0,3450.0,23.0,52.0,8.167919362957816
3467,270.0,3,2,1,2000.0,4000.0,1000.0,52.0,8.86120833720818
3468,100.0,1,1,0,0.0,2720.0,138.0,41.0,7.9724660159745655
3469,195.0,4,2,2,0.0,3400.0,236.0,56.0,8.214194414852564
3470,102.0,3,2,0,900.0,3100.0,380.0,40.0,8.394121193826242
3471,310.0,4,4,8,0.0,5500.0,521.0,83.0,8.716863386544805
3472,63.0,2,2,1,690.0,1850.0,103.0,24.0,7.889084407035514
3473,131.0,3,2,2,1400.0,3000.0,534.0,39.0,8.51197962436335
3474,37.0,1,1,1,440.0,2850.0,152.0,37.0,8.15478757276852
3475,145.0,3,2,2,0.0,3000.0,128.0,46.0,8.063062911326792
3476,135.0,3,3,1,1600.0,4300.0,250.0,55.0,8.733271845008325
3477,67.0,3,2,1,406.0,1399.0,56.0,21.0,7.5406215286571525
3478,25.0,1,1,0,0.0,1049.0,31.0,14.0,6.9985096422506015
3479,300.0,4,4,4,0.0,6200.0,343.0,102.0,8.801770448914539
3480,190.0,3,2,2,1700.0,5700.0,492.0,73.0,8.982937763741589
3481,105.0,3,2,2,1320.0,7300.0,275.0,93.0,9.103756886573398
3482,48.0,1,1,2,1313.0,4500.0,248.0,58.0,8.719317375506371
3483,170.0,2,3,1,0.0,1300.0,50.0,24.0,7.226209010100671
3484,75.0,3,2,1,980.0,2000.0,109.0,26.0,8.044305406990638
3485,520.0,3,4,8,0.0,10000.0,1008.0,151.0,9.320180837655714
3486,37.0,1,1,0,600.0,1840.0,247.0,24.0,7.905441649060286
3487,305.0,3,6,3,2980.0,10000.0,1834.0,127.0,9.611864390851085
3488,80.0,2,2,1,1100.0,3776.0,167.0,49.0,8.535622326884605
3489,69.0,2,2,1,325.0,1800.0,130.0,23.0,7.731492029245684
3490,36.0,1,1,1,250.0,1850.0,0.0,24.0,7.661527081358517
3491,28.0,1,1,0,568.0,2150.0,0.0,28.0,7.918264686095274
3492,110.0,1,2,1,540.0,2040.0,179.0,30.0,7.933796874815411
3493,88.0,2,1,0,270.0,1300.0,27.0,19.0,7.388327859577107
3494,500.0,5,7,7,0.0,11500.0,5500.0,173.0,9.750977193313803
3495,122.0,3,2,1,970.0,3860.0,113.0,49.0,8.51579221050061
3496,85.0,2,1,1,250.0,1250.0,88.0,17.0,7.381501894506707
3497,36.0,1,1,0,345.0,1600.0,30.0,21.0,7.599401333415815
3498,80.0,3,2,1,720.0,1900.0,195.0,26.0,7.952263308657046
3499,114.0,3,3,0,1480.0,2289.0,542.0,29.0,8.375860015299594
3500,150.0,3,2,2,808.0,1600.0,240.0,22.0,7.890208213109961
3501,70.0,2,1,0,480.0,1800.0,0.0,23.0,7.742402021815782
3502,370.0,4,4,3,0.0,7900.0,1000.0,119.0,9.10719961305667
3503,47.0,1,1,1,582.0,2700.0,135.0,35.0,8.146998697389993
3504,70.0,3,2,2,700.0,2910.0,84.0,37.0,8.224699561967235
3505,70.0,2,2,2,1400.0,3300.0,84.0,42.0,8.481980435660493
3506,50.0,2,3,0,0.0,1740.0,84.0,27.0,7.524021415206125
3507,37.0,1,1,0,1100.0,1900.0,250.0,25.0,8.09437844497296
3508,136.0,3,2,2,1546.0,2800.0,252.0,36.0,8.441391477999955
3509,60.0,2,1,0,498.0,2000.0,185.0,26.0,7.904703913873747
3510,65.0,2,2,1,600.0,1540.0,290.0,20.0,7.804251383528112
3511,450.0,7,5,3,0.0,7880.0,292.0,130.0,9.02437217426203
3512,180.0,3,4,3,1600.0,3400.0,250.0,44.0,8.574518258035507
3513,130.0,3,3,2,1140.0,4000.0,292.0,51.0,8.609590040682205
3514,200.0,3,2,6,0.0,2300.0,176.0,35.0,7.828834527588089
3515,180.0,2,3,2,0.0,12500.0,0.0,159.0,9.446281681520253
3516,55.0,2,2,1,380.0,1700.0,75.0,23.0,7.68662133494462
3517,79.0,2,1,2,705.0,6250.0,0.0,80.0,8.85879510585745
3518,47.0,1,1,1,907.0,9200.0,313.0,117.0,9.26302769425519
3519,65.0,2,1,1,1300.0,2550.0,109.0,33.0,8.292298107063221
3520,292.0,4,4,3,1650.0,3750.0,424.0,48.0,8.67812085552252
3521,181.0,4,2,2,1530.0,4000.0,434.0,54.0,8.70267641154777
3522,327.0,5,4,5,0.0,11000.0,2000.0,166.0,9.485772721999046
3523,300.0,2,3,2,3000.0,5120.0,500.0,65.0,9.069467813094768
3524,366.0,4,5,5,4000.0,15000.0,1834.0,191.0,9.953752818683679
3525,115.0,3,3,1,1254.0,3150.0,179.0,41.0,8.439231649946526
3526,216.0,4,5,5,600.0,7500.0,0.0,100.0,9.012011377036412
3527,70.0,2,1,1,710.0,820.0,45.0,11.0,7.369600720526409
3528,170.0,3,3,2,0.0,5000.0,242.0,76.0,8.579040594742317
3529,65.0,3,2,2,245.0,3000.0,1.0,39.0,8.097426298597213
3530,88.0,3,3,2,700.0,2900.0,190.0,37.0,8.250097752572845
3531,54.0,1,1,0,350.0,1870.0,3.0,24.0,7.717796211013582
3532,95.0,1,2,2,1859.0,8000.0,566.0,102.0,9.262078567380597
3533,800.0,4,5,4,6000.0,15000.0,3334.0,191.0,10.107692902830086
3534,75.0,1,1,0,0.0,1450.0,0.0,22.0,7.29505641646263
3535,38.0,1,1,0,640.0,1940.0,65.0,25.0,7.890208213109961
3536,178.0,2,4,3,2580.0,6000.0,70.0,77.0,9.074291527512907
3537,310.0,2,6,3,2300.0,6000.0,764.0,77.0,9.12063445889169
3538,66.0,1,1,1,550.0,2600.0,50.0,33.0,8.081475040137052
3539,90.0,3,2,0,921.0,2550.0,142.0,33.0,8.20166019080868
3540,180.0,3,3,2,3100.0,4250.0,625.0,54.0,8.990939806940807
3541,40.0,1,1,0,480.0,1100.0,20.0,15.0,7.38770923908104
3542,150.0,3,2,1,1300.0,5500.0,221.0,70.0,8.866722667194098
3543,37.0,1,1,0,346.0,2900.0,69.0,37.0,8.117610746466228
3544,71.0,2,2,1,730.0,2800.0,234.0,36.0,8.24301946898925
3545,130.0,3,2,2,1400.0,5000.0,584.0,64.0,8.860641041773876
3546,75.0,2,2,1,990.0,2700.0,145.0,35.0,8.261268150577648
3547,45.0,1,1,1,1000.0,1760.0,167.0,23.0,7.989899374942939
3548,260.0,4,3,4,600.0,5830.0,596.0,88.0,8.869960510523953
3549,50.0,1,1,0,0.0,750.0,0.0,12.0,6.637258031284457
3550,63.0,2,2,1,360.0,1600.0,66.0,21.0,7.6246189861593985
3551,99.0,2,1,1,1300.0,4300.0,125.0,55.0,8.662331957082475
3552,170.0,4,4,3,1990.0,8250.0,594.0,105.0,9.30027247947679
3553,67.0,2,2,1,400.0,1612.0,59.0,22.0,7.646831391430482
3554,126.0,2,2,2,1000.0,2300.0,263.0,30.0,8.187021067343505
3555,70.0,2,2,2,900.0,1700.0,265.0,22.0,7.968319500012717
3556,57.0,1,1,1,653.0,1717.0,64.0,23.0,7.80710329012598
3557,27.0,1,1,0,300.0,694.0,13.0,11.0,6.926577033222725
3558,78.0,1,2,1,762.0,1840.0,50.0,24.0,7.892452043520352
3559,1100.0,4,6,10,3000.0,14000.0,2000.0,211.0,9.863238310628443
3560,162.0,2,2,3,1500.0,15000.0,609.0,191.0,9.758519582283522
3561,85.0,2,2,2,1028.0,2550.0,290.0,33.0,8.269244521183056
3562,67.0,2,1,1,682.0,1100.0,60.0,15.0,7.527255919373784
3563,122.0,3,1,0,1000.0,2000.0,220.0,26.0,8.085486772102845
3564,220.0,4,3,4,3200.0,11000.0,1000.0,140.0,9.638284261844774
3565,30.0,1,1,0,0.0,1000.0,0.0,13.0,6.921658184151129
3566,50.0,1,1,0,0.0,950.0,0.0,15.0,6.873163834212518
3567,120.0,3,2,2,350.0,1500.0,81.0,20.0,7.5766097669730375
3568,75.0,2,2,1,798.0,1500.0,0.0,12.0,7.745435610274381
3569,70.0,2,2,2,835.0,2700.0,102.0,35.0,8.208764045819667
3570,650.0,4,6,6,0.0,8500.0,1600.0,128.0,9.23317760587894
3571,71.0,3,2,1,530.0,1300.0,48.0,19.0,7.5485559791698735
3572,27.0,1,1,0,585.0,2000.0,0.0,26.0,7.867871490396322
3573,187.0,3,3,2,1300.0,2950.0,342.0,38.0,8.440528106480752
3574,110.0,3,2,1,1000.0,4500.0,0.0,58.0,8.62317351495347
3575,180.0,4,2,2,0.0,3500.0,150.0,53.0,8.21716859576607
3576,57.0,2,2,2,834.0,1510.0,190.0,20.0,7.845807502637805
3577,250.0,3,2,2,0.0,15000.0,459.0,226.0,9.660842578559068
3578,49.0,2,2,1,500.0,1460.0,100.0,19.0,7.640123172695364
3579,110.0,1,1,1,0.0,1300.0,250.0,20.0,7.359467638255621
3580,59.0,2,2,1,360.0,2200.0,18.0,28.0,7.865955413933502
3581,65.0,2,1,1,740.0,1700.0,34.0,22.0,7.822845290279774
3582,220.0,4,2,2,2500.0,5000.0,692.0,64.0,9.01881660441743
3583,220.0,3,2,2,3100.0,6400.0,700.0,82.0,9.238052810542719
3584,88.0,2,2,1,1200.0,7300.0,0.0,93.0,9.058819564334941
3585,90.0,3,2,2,200.0,4100.0,300.0,62.0,8.44741429680832
3586,30.0,1,1,0,350.0,3400.0,0.0,44.0,8.24143968982973
3587,49.0,2,1,1,400.0,1800.0,0.0,23.0,7.707062655370473
3588,100.0,3,2,0,900.0,5900.0,309.0,77.0,8.880029117468442
3589,120.0,3,1,1,560.0,2300.0,209.0,30.0,8.039157390473237
3590,150.0,2,3,3,0.0,4250.0,0.0,64.0,8.36985260351753
3591,100.0,3,2,0,0.0,1550.0,125.0,26.0,7.43955930913332
3592,170.0,3,3,0,1900.0,7500.0,529.0,96.0,9.213435576883485
