,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,longitude,medianhousevalue
4294,2.7054,39,631.0,298.0,744.0,274.0,34.1,-118.29,11.998439434579149
4295,2.3317,29,2240.0,792.0,2254.0,739.0,34.09,-118.29,12.058158312538197
4296,3.0357,38,790.0,275.0,664.0,194.0,34.09,-118.28,12.07254696717504
4297,1.9835,43,1583.0,658.0,1941.0,614.0,34.09,-118.29,12.323860125621126
4298,1.9766,28,1562.0,648.0,1974.0,597.0,34.09,-118.29,11.630717389475995
4299,2.0467,35,2198.0,998.0,3441.0,912.0,34.09,-118.29,11.972253562968545
4300,2.0132,35,2624.0,1116.0,3548.0,1008.0,34.09,-118.29,12.198045514142787
4301,1.8056,39,336.0,173.0,586.0,151.0,34.09,-118.29,12.47801017053037
4302,1.9063,52,1272.0,322.0,984.0,353.0,34.09,-118.29,12.474575721187843
4303,2.1927,29,3245.0,1190.0,3906.0,1102.0,34.09,-118.3,12.442333783869854
4304,1.4497,25,2345.0,852.0,2860.0,862.0,34.09,-118.3,12.233692676364548
4305,2.0307,32,2202.0,674.0,2178.0,635.0,34.09,-118.3,12.331387247601905
4306,2.1524,36,2517.0,842.0,2446.0,689.0,34.09,-118.31,12.141539457711714
4307,2.0,30,3165.0,1263.0,3678.0,1141.0,34.09,-118.31,12.390895238790055
4308,1.5195,42,1951.0,846.0,2500.0,813.0,34.09,-118.31,12.293171935322027
4309,1.676,44,2666.0,830.0,2297.0,726.0,34.09,-118.32,12.249136924251182
4310,2.0044,30,1871.0,766.0,2595.0,819.0,34.09,-118.32,12.26670197321789
4311,1.879,28,2173.0,819.0,2548.0,763.0,34.09,-118.32,12.295917919903431
4312,3.6953,36,654.0,186.0,416.0,138.0,34.09,-118.33,12.206077645517674
4313,1.4375,36,561.0,180.0,340.0,127.0,34.09,-118.33,12.013706813470414
4314,1.9911,40,2004.0,687.0,1514.0,542.0,34.09,-118.33,12.301387370778713
4315,2.3568,5,2665.0,954.0,1733.0,766.0,34.09,-118.34,12.2293056568353
4316,2.2,14,3032.0,999.0,1691.0,841.0,34.09,-118.34,12.25486757159303
4317,3.1078,50,3457.0,854.0,1584.0,841.0,34.08,-118.34,12.756218016006999
4318,3.2946,52,1731.0,502.0,849.0,466.0,34.09,-118.34,12.68106692573485
4319,10.3661,52,1430.0,186.0,547.0,178.0,34.08,-118.34,13.122367377396328
4320,2.8021,47,1800.0,546.0,921.0,478.0,34.09,-118.35,12.544689010436022
4321,3.8472,52,1003.0,200.0,514.0,204.0,34.08,-118.35,12.888414154537369
4322,3.8141,52,2088.0,388.0,908.0,375.0,34.08,-118.35,12.742568940017076
4323,2.5982,42,2210.0,643.0,1228.0,605.0,34.09,-118.35,12.66286754735978
4324,4.5833,52,1710.0,350.0,727.0,355.0,34.08,-118.35,12.718599820835916
4325,3.2824,52,1965.0,480.0,794.0,451.0,34.08,-118.36,12.62741438362914
4326,3.125,52,1164.0,257.0,575.0,251.0,34.08,-118.32,12.848981238461693
4327,3.5083,52,1777.0,454.0,671.0,439.0,34.08,-118.33,13.122367377396328
4328,3.2426,50,2989.0,832.0,1345.0,775.0,34.08,-118.33,13.001101547754756
4329,2.2422,30,1390.0,457.0,1460.0,423.0,34.08,-118.31,12.447060044238079
4330,1.7542,31,2275.0,823.0,2189.0,720.0,34.08,-118.31,12.568981617474362
4331,2.4196,46,2038.0,534.0,1250.0,525.0,34.08,-118.32,12.788570348498682
4332,2.7543,23,1443.0,521.0,1264.0,450.0,34.08,-118.31,12.301387370778713
4333,3.37,52,1137.0,304.0,754.0,297.0,34.08,-118.32,12.70775963892501
4334,4.1429,52,2370.0,473.0,1053.0,434.0,34.08,-118.32,12.848718323415918
4335,1.8771,34,2501.0,1047.0,3326.0,970.0,34.08,-118.3,12.419169901386761
4336,2.1766,36,1276.0,503.0,1502.0,450.0,34.08,-118.3,12.233692676364548
4337,2.8971,27,1514.0,510.0,1603.0,518.0,34.08,-118.31,12.433610527614848
4338,2.7038,26,1609.0,534.0,1868.0,497.0,34.08,-118.31,12.333150131430498
4339,1.525,34,479.0,182.0,557.0,170.0,34.08,-118.29,12.25486757159303
4340,1.8495,23,1864.0,937.0,2795.0,858.0,34.08,-118.29,12.26670197321789
4341,1.5685,34,1562.0,651.0,1774.0,559.0,34.08,-118.3,12.323860125621126
4342,2.3846,32,2880.0,1063.0,3646.0,1028.0,34.08,-118.3,12.461880850543723
4343,2.4,25,2459.0,823.0,2635.0,763.0,34.08,-118.29,12.066241450757124
4344,1.9286,38,380.0,130.0,445.0,140.0,34.08,-118.29,11.83138646878959
4345,11.615,34,2821.0,399.0,843.0,391.0,34.12,-118.37,13.122367377396328
4346,8.5136,26,3902.0,610.0,1468.0,632.0,34.12,-118.36,13.122367377396328
4347,4.1717,33,7478.0,1678.0,2701.0,1500.0,34.11,-118.35,13.122367377396328
4348,6.5195,35,3946.0,695.0,1361.0,620.0,34.11,-118.36,13.122367377396328
4349,7.1134,38,2601.0,523.0,870.0,474.0,34.11,-118.38,12.940124217215681
4350,8.5842,42,5518.0,979.0,1863.0,957.0,34.11,-118.37,13.122367377396328
4351,2.5588,36,2963.0,838.0,1129.0,745.0,34.1,-118.36,13.122367377396328
4352,15.0001,37,407.0,67.0,100.0,47.0,34.1,-118.37,13.122367377396328
4353,9.3092,39,3798.0,586.0,975.0,525.0,34.1,-118.38,13.122367377396328
4354,8.944,30,6310.0,957.0,1776.0,880.0,34.1,-118.39,13.122367377396328
4355,4.3214,41,730.0,126.0,230.0,125.0,34.09,-118.39,13.122367377396328
4356,2.9643,38,2158.0,582.0,1061.0,577.0,34.09,-118.36,12.780720596528097
4357,1.9937,40,3110.0,764.0,1557.0,763.0,34.08,-118.36,12.813392293534607
4358,3.9783,52,2946.0,695.0,1258.0,650.0,34.08,-118.37,12.832281093414728
4359,3.2149,22,3008.0,938.0,1224.0,816.0,34.08,-118.37,12.611541086966115
4360,2.8942,31,2697.0,706.0,1059.0,689.0,34.09,-118.37,13.122367377396328
4361,3.3864,45,2195.0,483.0,1265.0,455.0,34.08,-118.36,12.893958509606131
4362,5.7524,52,1466.0,254.0,600.0,253.0,34.08,-118.37,12.883092984807414
4363,6.0338,52,1234.0,223.0,543.0,213.0,34.08,-118.37,12.956783296772356
4364,3.6579,48,2566.0,571.0,1421.0,563.0,34.1,-118.26,12.671694815185111
4365,4.0721,52,1310.0,263.0,689.0,208.0,34.1,-118.26,12.765691290604371
4366,6.4459,51,3149.0,519.0,1082.0,510.0,34.1,-118.27,12.951814648122985
4367,5.7778,41,3729.0,740.0,1364.0,707.0,34.1,-118.27,12.930478638805342
4368,2.978,41,4138.0,1130.0,1859.0,1030.0,34.11,-118.27,12.633954607922337
4369,4.2019,46,1156.0,203.0,514.0,213.0,34.11,-118.28,12.771673345241355
4370,5.4122,52,2036.0,348.0,775.0,332.0,34.11,-118.28,12.89295272879663
4371,4.5781,52,1803.0,437.0,787.0,388.0,34.11,-118.28,12.795250009628397
4372,4.0602,44,2728.0,585.0,1227.0,567.0,34.1,-118.28,12.688501881189456
4373,4.7132,50,2113.0,398.0,793.0,418.0,34.1,-118.27,12.6267580024319
4374,3.0958,49,1767.0,467.0,1066.0,438.0,34.1,-118.28,12.259144108039314
4375,2.3421,48,805.0,246.0,633.0,235.0,34.1,-118.28,12.206077645517674
4376,2.7875,49,2843.0,880.0,2004.0,796.0,34.1,-118.28,12.289038768166744
4377,4.1667,48,1527.0,295.0,589.0,286.0,34.09,-118.27,12.750722717999489
4378,3.9674,52,3225.0,763.0,1559.0,710.0,34.09,-118.27,12.501726607862306
4379,2.3333,52,2273.0,663.0,1480.0,597.0,34.09,-118.28,12.188422799337028
4380,3.7847,52,2327.0,555.0,1048.0,491.0,34.09,-118.27,12.438378098156768
4381,3.6434,51,1532.0,366.0,669.0,333.0,34.09,-118.26,12.538253544662647
4382,3.8448,36,3503.0,833.0,2652.0,788.0,34.09,-118.26,12.39421473013906
4383,4.625,52,1079.0,222.0,439.0,201.0,34.09,-118.27,12.349311146362329
4384,2.9709,44,3646.0,912.0,1783.0,861.0,34.09,-118.27,12.323860125621126
4385,2.3816,52,984.0,276.0,994.0,260.0,34.08,-118.26,12.023957067521133
4386,2.4375,41,1396.0,360.0,1069.0,363.0,34.08,-118.26,12.222442918443495
4387,3.5039,46,945.0,250.0,910.0,252.0,34.08,-118.26,12.141539457711714
4388,2.3913,35,1147.0,365.0,1016.0,296.0,34.08,-118.27,12.200059603373045
4389,2.0214,36,2306.0,813.0,2823.0,765.0,34.07,-118.26,12.046496440791149
4390,2.625,28,579.0,184.0,673.0,202.0,34.07,-118.26,12.141539457711714
4391,1.7016,27,1190.0,518.0,1795.0,422.0,34.07,-118.27,11.982935344196433
4392,2.5521,38,2265.0,801.0,2899.0,792.0,34.08,-118.27,11.967187086434018
4393,2.7179,46,3007.0,854.0,2587.0,814.0,34.08,-118.27,12.124325569579169
4394,2.9423,42,997.0,374.0,982.0,372.0,34.08,-118.28,12.206077645517674
4395,2.6178,52,2465.0,773.0,2328.0,746.0,34.08,-118.28,12.221458671239269
4396,3.2386,43,962.0,253.0,658.0,244.0,34.08,-118.27,12.128116509451258
4397,1.87,38,1270.0,556.0,1692.0,450.0,34.07,-118.27,12.048254415120404
4398,3.1607,42,1618.0,522.0,1454.0,440.0,34.08,-118.28,12.111767460549332
4399,2.4429,52,1739.0,464.0,938.0,482.0,34.09,-118.28,12.3406079091076
4400,2.875,39,3162.0,896.0,1934.0,818.0,34.08,-118.28,12.271396795480596
4401,2.7366,40,1630.0,543.0,1568.0,510.0,34.08,-118.28,12.038251448529742
4402,2.4677,49,3828.0,1197.0,2862.0,1009.0,34.09,-118.28,12.297744396089387
4403,1.9722,35,1335.0,440.0,1586.0,445.0,34.07,-118.23,11.959538914341756
4404,3.1944,40,506.0,119.0,397.0,114.0,34.07,-118.23,11.876185678347824
4405,4.9844,52,109.0,20.0,86.0,24.0,34.08,-118.24,12.141539457711714
4406,4.025,52,137.0,26.0,65.0,24.0,34.08,-118.24,11.83138646878959
4407,2.6442,47,859.0,239.0,913.0,234.0,34.09,-118.23,11.82115253615114
4408,2.6923,49,1638.0,456.0,1500.0,430.0,34.09,-118.23,11.918397239722838
4409,2.6051,45,1747.0,484.0,1680.0,441.0,34.09,-118.23,11.954407441448915
4410,3.5603,52,2050.0,429.0,957.0,418.0,34.09,-118.25,12.25486757159303
4411,3.75,52,104.0,20.0,32.0,17.0,34.09,-118.25,12.39545670404338
4412,2.1108,44,1425.0,438.0,1121.0,374.0,34.08,-118.25,12.206077645517674
4413,2.6136,47,2133.0,689.0,2104.0,662.0,34.08,-118.25,12.03884263630228
4414,2.6336,43,1903.0,635.0,1919.0,613.0,34.09,-118.25,12.068538968726306
4415,2.935,52,1866.0,470.0,1211.0,417.0,34.09,-118.25,12.151621739551222
4416,1.7945,50,1791.0,660.0,2183.0,675.0,34.08,-118.26,12.023957067521133
4417,2.5428,45,2174.0,627.0,1992.0,557.0,34.08,-118.26,12.030534032473051
4418,3.1864,52,3142.0,765.0,1728.0,682.0,34.09,-118.25,12.153731433847984
4419,1.9209,45,2225.0,827.0,2699.0,792.0,34.08,-118.26,12.09626335986454
4420,2.4038,46,2341.0,703.0,2371.0,648.0,34.07,-118.26,12.110117757946444
4421,2.7625,52,830.0,200.0,701.0,189.0,34.07,-118.26,12.354927900740968
4422,1.9028,47,2059.0,618.0,2033.0,544.0,34.07,-118.25,12.29179611018331
4423,2.0,43,764.0,322.0,1275.0,306.0,34.07,-118.25,12.07254696717504
4424,1.5491,20,41.0,17.0,87.0,25.0,34.06,-118.25,12.323860125621126
4425,1.6136,27,223.0,80.0,249.0,82.0,34.07,-118.24,11.83138646878959
4426,2.2545,18,4297.0,1420.0,4332.0,1286.0,34.07,-118.25,12.167856627501678
4427,2.3942,16,719.0,225.0,801.0,218.0,34.07,-118.25,11.80036500801413
4428,1.875,40,1081.0,282.0,970.0,263.0,34.09,-118.22,11.918397239722838
4429,1.8173,31,394.0,117.0,573.0,131.0,34.08,-118.22,11.946012225174645
4430,1.9704,34,1709.0,562.0,2105.0,503.0,34.08,-118.22,11.932300052847731
4431,2.3409,38,1241.0,298.0,1055.0,263.0,34.08,-118.19,11.657034466915164
4432,2.4375,49,1320.0,309.0,1405.0,328.0,34.08,-118.2,11.643962499267984
4433,1.9937,21,1353.0,380.0,1688.0,367.0,34.07,-118.2,11.846543632608535
4434,2.2708,34,1765.0,551.0,2203.0,500.0,34.07,-118.2,11.980432229642377
4435,2.2907,39,986.0,361.0,1347.0,299.0,34.08,-118.21,11.804855999911272
4436,1.9495,26,2574.0,807.0,3163.0,802.0,34.08,-118.21,12.062208048765859
4437,2.5343,39,1594.0,430.0,1668.0,378.0,34.09,-118.2,11.836464426179543
4438,2.2222,41,1807.0,429.0,1699.0,424.0,34.08,-118.2,11.744045122410057
4439,4.239,39,2054.0,423.0,1205.0,403.0,34.1,-118.19,12.269052139516223
4440,2.6806,52,3672.0,808.0,3062.0,764.0,34.08,-118.21,11.938199736300925
4441,1.6118,39,1287.0,353.0,1171.0,345.0,34.09,-118.21,11.83863282480007
4442,2.4632,39,1561.0,445.0,1780.0,391.0,34.09,-118.21,11.8789634386217
4443,1.9881,37,1822.0,498.0,1961.0,506.0,34.09,-118.21,11.977922833779727
4444,2.0133,35,1504.0,477.0,2059.0,498.0,34.07,-118.22,11.889997957243736
4445,1.7463,36,839.0,250.0,1079.0,245.0,34.07,-118.22,11.972253562968545
4446,2.1333,31,1077.0,300.0,1198.0,274.0,34.07,-118.21,11.984184555794167
4447,2.4135,52,1770.0,435.0,1848.0,439.0,34.07,-118.21,12.026951960476097
4448,1.7292,47,1346.0,383.0,1452.0,371.0,34.07,-118.21,12.16369214550422
4449,2.3859,31,1453.0,404.0,1486.0,389.0,34.07,-118.21,11.938853113303086
4450,1.9375,42,902.0,318.0,1312.0,323.0,34.07,-118.21,12.036475785297062
4451,1.8781,29,1478.0,413.0,1580.0,394.0,34.06,-118.21,11.901590234400047
4452,2.1696,36,3334.0,920.0,2881.0,800.0,34.09,-118.16,12.048254415120404
4453,3.1146,48,2514.0,595.0,2484.0,601.0,34.1,-118.17,11.86710429621008
4454,1.3125,37,299.0,89.0,318.0,92.0,34.1,-118.17,11.889997957243736
4455,3.3977,45,1327.0,271.0,1069.0,284.0,34.09,-118.17,11.943414837983129
4456,2.6226,40,2744.0,708.0,2747.0,674.0,34.09,-118.18,11.910365121788654
4457,3.3785,44,1688.0,426.0,1605.0,384.0,34.09,-118.18,12.127575825689417
4458,1.9706,41,2090.0,530.0,2043.0,537.0,34.09,-118.19,11.8789634386217
4459,4.875,10,1907.0,398.0,921.0,369.0,34.1,-118.18,12.208075638200357
4460,4.975,10,1940.0,445.0,763.0,412.0,34.1,-118.18,12.023957067521133
4461,4.7853,7,2529.0,689.0,1215.0,577.0,34.1,-118.18,11.938853113303086
4462,4.9231,8,1116.0,267.0,435.0,235.0,34.1,-118.18,12.349744326212377
4463,2.9167,35,2226.0,602.0,2230.0,549.0,34.08,-118.18,11.769898298682092
4464,1.9038,35,1554.0,381.0,1487.0,374.0,34.08,-118.19,11.845827048676645
4465,3.0241,38,2965.0,665.0,2128.0,650.0,34.07,-118.19,12.021554678392043
4466,3.375,42,1555.0,337.0,1152.0,348.0,34.07,-118.19,12.041203898548972
4467,2.5132,44,1734.0,364.0,1133.0,351.0,34.06,-118.19,12.002124919798158
4468,2.375,33,1515.0,415.0,1345.0,346.0,34.09,-118.16,12.07254696717504
4469,3.1442,50,1568.0,302.0,1093.0,333.0,34.09,-118.16,11.9959748767362
4470,2.5523,36,3066.0,797.0,3097.0,780.0,34.09,-118.17,11.960817678718287
4471,2.2348,33,2907.0,797.0,3212.0,793.0,34.09,-118.17,11.895469889693825
4472,2.9939,31,1318.0,311.0,1164.0,289.0,34.08,-118.18,11.816734299348461
4473,2.3281,33,1369.0,408.0,1475.0,377.0,34.08,-118.18,11.930984271840668
4474,3.2031,43,1523.0,378.0,1338.0,352.0,34.08,-118.16,11.88173350431221
4475,3.2279,39,787.0,181.0,731.0,179.0,34.08,-118.17,11.973516181427835
4476,3.375,33,851.0,231.0,936.0,228.0,34.08,-118.17,11.901590234400047
4477,2.6842,28,2616.0,630.0,2218.0,621.0,34.07,-118.18,11.957617696467539
4478,3.4952,19,2150.0,544.0,1510.0,467.0,34.07,-118.17,11.918397239722838
4479,3.5769,41,247.0,55.0,925.0,50.0,34.07,-118.16,11.818209214992565
4480,3.875,37,1155.0,225.0,814.0,241.0,34.07,-118.17,11.908346971208951
4481,2.6083,27,2025.0,565.0,2189.0,577.0,34.06,-118.18,11.909020140718255
4482,1.9762,32,555.0,159.0,748.0,163.0,34.06,-118.19,11.83138646878959
4483,1.1868,47,2324.0,658.0,3020.0,594.0,34.06,-118.19,11.448930795918299
4484,2.2961,46,453.0,119.0,533.0,132.0,34.06,-118.2,11.630717389475995
4485,2.1136,40,1181.0,335.0,1441.0,337.0,34.06,-118.2,11.624475784206961
4486,2.4886,8,762.0,204.0,728.0,174.0,34.05,-118.2,11.83138646878959
4487,1.6667,46,1051.0,302.0,1435.0,305.0,34.05,-118.19,11.80261302508661
4488,2.0885,36,2672.0,675.0,2883.0,674.0,34.05,-118.2,11.869207331664223
4489,3.2125,37,349.0,79.0,276.0,64.0,34.05,-118.19,11.736077016252437
4490,2.1029,46,321.0,101.0,401.0,86.0,34.06,-118.2,11.602775309696066
4491,2.3611,30,511.0,153.0,1152.0,149.0,34.06,-118.21,11.962732764429129
4492,10.2264,52,48.0,6.0,41.0,10.0,34.06,-118.22,11.630717389475995
4493,1.0714,36,1243.0,470.0,1668.0,444.0,34.05,-118.22,11.83138646878959
4494,2.095,52,470.0,115.0,434.0,123.0,34.06,-118.21,11.600029337681997
4495,2.2344,34,1083.0,364.0,1132.0,338.0,34.06,-118.22,11.938853113303086
4496,3.1654,34,1113.0,313.0,928.0,290.0,34.05,-118.22,11.951186847493476
4497,1.6122,41,1422.0,478.0,1640.0,434.0,34.05,-118.22,11.964644189595829
4498,1.3846,26,745.0,258.0,694.0,236.0,34.05,-118.21,11.769124610238766
4499,2.52,28,1079.0,306.0,1358.0,285.0,34.05,-118.21,11.789806920177805
4500,1.9271,28,950.0,357.0,1485.0,345.0,34.05,-118.21,11.823354355742923
4501,2.121,45,2146.0,607.0,2868.0,625.0,34.05,-118.21,11.87757552297847
4502,1.9615,43,1165.0,317.0,1279.0,303.0,34.05,-118.2,11.86147448281689
4503,1.9205,40,1146.0,323.0,1354.0,321.0,34.05,-118.2,11.710964518881163
4504,1.7054,40,1082.0,318.0,1085.0,273.0,34.05,-118.2,11.671645688511857
4505,2.02,42,1703.0,586.0,2490.0,581.0,34.05,-118.2,11.899554278732099
4506,2.625,41,1268.0,398.0,1887.0,407.0,34.05,-118.2,11.918397239722838
4507,2.7708,43,977.0,266.0,1084.0,259.0,34.05,-118.19,11.759011806144656
4508,2.1058,41,1098.0,264.0,1178.0,245.0,34.05,-118.19,11.730461322518734
4509,2.29,50,1407.0,401.0,1526.0,385.0,34.05,-118.2,11.710143844404854
4510,2.1806,45,963.0,234.0,1194.0,239.0,34.04,-118.19,11.812296455066814
4511,1.9688,40,1095.0,305.0,1322.0,281.0,34.04,-118.19,11.918397239722838
4512,2.1071,52,1053.0,246.0,1036.0,249.0,34.03,-118.19,11.825551337974238
4513,3.2639,50,1183.0,246.0,851.0,231.0,34.03,-118.19,11.867805799560465
4514,2.07,52,1249.0,307.0,1223.0,297.0,34.04,-118.2,11.822620954414864
4515,3.7619,47,1894.0,408.0,1629.0,379.0,34.04,-118.2,11.756663486852712
4516,2.3716,52,1754.0,452.0,1849.0,445.0,34.03,-118.2,11.718320437984499
4517,1.8224,44,1399.0,386.0,1419.0,373.0,34.04,-118.2,11.876185678347824
4518,2.181,36,1625.0,490.0,2003.0,478.0,34.04,-118.2,11.899554278732099
4519,1.6888,44,1582.0,544.0,1998.0,515.0,34.04,-118.2,11.736077016252437
4520,1.0333,18,796.0,227.0,547.0,218.0,34.04,-118.2,11.81599602495741
4521,2.1862,36,1825.0,479.0,2097.0,480.0,34.04,-118.21,11.815257205114566
4522,2.2454,37,845.0,249.0,881.0,252.0,34.04,-118.21,12.013706813470414
4523,2.8,47,1325.0,393.0,1557.0,352.0,34.04,-118.21,11.907673348237187
4524,1.6319,28,1841.0,809.0,3199.0,727.0,34.05,-118.21,11.929007348474721
4525,2.1923,52,846.0,271.0,1153.0,281.0,34.04,-118.21,11.951186847493476
4526,1.9402,43,1153.0,411.0,1667.0,409.0,34.05,-118.22,11.844392338493027
4527,2.5455,47,722.0,235.0,930.0,226.0,34.05,-118.21,11.646590598651017
4528,1.4189,43,798.0,308.0,1417.0,325.0,34.04,-118.22,11.86147448281689
4529,1.2,44,1105.0,346.0,1598.0,372.0,34.05,-118.22,11.65789988570203
4530,1.5163,43,2343.0,803.0,2468.0,707.0,34.04,-118.22,11.652696102959753
4531,1.9405,43,1502.0,477.0,1844.0,477.0,34.04,-118.21,11.934926432385152
4532,2.2788,47,1306.0,391.0,1499.0,346.0,34.04,-118.21,11.846543632608535
4533,1.8125,45,554.0,214.0,888.0,218.0,34.03,-118.22,11.846543632608535
4534,2.6573,45,1860.0,472.0,1893.0,456.0,34.03,-118.21,11.862179945241476
4535,2.5268,44,1550.0,407.0,1718.0,403.0,34.03,-118.21,11.85723122498801
4536,2.2083,52,497.0,132.0,547.0,121.0,34.03,-118.21,11.893421422254848
4537,2.2656,47,876.0,228.0,872.0,231.0,34.03,-118.21,11.884495917930655
4538,1.925,41,1292.0,334.0,1150.0,322.0,34.03,-118.2,11.814517839013352
4539,2.75,49,1098.0,317.0,1411.0,301.0,34.02,-118.2,11.891368749982085
4540,2.3472,52,774.0,209.0,813.0,203.0,34.03,-118.2,11.814517839013352
4541,2.7266,37,1583.0,392.0,1776.0,377.0,34.03,-118.2,11.855102824953585
4542,1.4115,52,583.0,157.0,730.0,174.0,34.03,-118.2,11.853681370708943
4543,2.6875,45,792.0,203.0,872.0,188.0,34.02,-118.21,11.772987080375044
4544,2.3575,44,2702.0,770.0,3260.0,721.0,34.02,-118.19,11.883115664987255
4545,2.3944,48,2230.0,593.0,2419.0,598.0,34.02,-118.2,11.780667550692455
4546,1.625,26,36.0,9.0,35.0,9.0,34.02,-118.2,12.07254696717504
4547,3.7543,42,498.0,120.0,548.0,119.0,34.02,-118.2,11.748795687555171
4548,7.5752,52,22.0,7.0,55.0,7.0,34.02,-118.21,11.119897691565697
4549,1.3615,43,1811.0,513.0,2123.0,487.0,34.02,-118.21,11.80036500801413
4550,2.5313,52,346.0,270.0,346.0,251.0,34.05,-118.23,12.323860125621126
4551,0.8288,13,1703.0,697.0,1823.0,669.0,34.05,-118.24,12.107913912447533
4552,1.0769,52,116.0,107.0,171.0,92.0,34.04,-118.24,11.630717389475995
4553,1.1979,33,390.0,199.0,435.0,193.0,34.06,-118.24,12.765691290604371
4554,1.0227,8,1204.0,552.0,1074.0,517.0,34.06,-118.24,11.37940550085183
4555,1.7395,19,2870.0,1021.0,3325.0,978.0,34.06,-118.24,11.998439434579149
4556,0.6775,52,2806.0,1944.0,2232.0,1605.0,34.05,-118.25,12.765691290604371
4557,0.8131,8,3105.0,1256.0,1086.0,997.0,34.05,-118.25,12.524530013005734
4558,5.3081,12,4011.0,1438.0,1673.0,1088.0,34.06,-118.25,12.568981617474362
4559,4.0972,52,58.0,52.0,41.0,27.0,34.05,-118.26,13.122367377396328
4560,2.462,6,1529.0,566.0,1051.0,473.0,34.04,-118.26,11.998439434579149
4561,1.7763,52,174.0,66.0,249.0,57.0,34.06,-118.25,12.652362948153474
4562,1.4886,15,326.0,123.0,490.0,105.0,34.06,-118.26,12.07254696717504
4563,1.8625,40,637.0,273.0,1150.0,263.0,34.06,-118.26,11.785247676408115
4564,1.8438,52,1802.0,613.0,2382.0,587.0,34.07,-118.26,12.132969552931216
4565,2.2607,40,680.0,273.0,995.0,249.0,34.07,-118.26,12.017336559562407
4566,2.5227,30,929.0,238.0,763.0,214.0,34.07,-118.26,12.141539457711714
4567,2.345,38,715.0,282.0,1174.0,300.0,34.06,-118.26,12.323860125621126
4568,1.5854,42,2541.0,1282.0,3974.0,1189.0,34.06,-118.26,11.37940550085183
4569,2.3438,42,1175.0,428.0,1593.0,407.0,34.07,-118.27,12.27045959268099
4570,1.5885,30,1771.0,788.0,2188.0,764.0,34.06,-118.27,11.946012225174645
4571,2.3438,34,786.0,341.0,1239.0,320.0,34.07,-118.27,11.932300052847731
4572,2.1135,32,1657.0,579.0,2071.0,598.0,34.07,-118.27,11.934926432385152
4573,1.9818,33,1416.0,686.0,2013.0,614.0,34.06,-118.27,12.246739428005663
4574,2.3981,33,1177.0,468.0,1533.0,430.0,34.07,-118.27,12.118884889350285
4575,1.9233,41,1072.0,331.0,1111.0,314.0,34.07,-118.28,12.240961875957243
4576,2.4632,24,3247.0,1281.0,2642.0,1182.0,34.07,-118.28,12.286273802188468
4577,2.2552,14,1924.0,926.0,2226.0,792.0,34.07,-118.28,12.490879338036375
4578,2.3636,32,1777.0,536.0,1684.0,489.0,34.07,-118.28,12.154784614286667
4579,2.0173,25,7522.0,3179.0,7221.0,2902.0,34.07,-118.28,12.086731521684555
4580,1.1642,14,1787.0,853.0,2251.0,763.0,34.06,-118.28,12.899222326086994
4581,1.7199,17,2518.0,1196.0,3051.0,1000.0,34.06,-118.28,12.07254696717504
4582,1.1346,17,2124.0,1168.0,3915.0,1137.0,34.06,-118.27,11.83138646878959
4583,1.3241,25,1714.0,1176.0,3723.0,1036.0,34.06,-118.27,11.630717389475995
4584,1.494,45,564.0,353.0,1172.0,319.0,34.06,-118.27,12.141539457711714
4585,1.4904,26,513.0,338.0,1204.0,321.0,34.06,-118.27,12.524530013005734
4586,1.7238,33,1950.0,1047.0,3707.0,1012.0,34.06,-118.26,11.608244735642321
4587,2.7634,37,350.0,245.0,1122.0,248.0,34.05,-118.27,11.83138646878959
4588,0.9563,52,1292.0,864.0,2081.0,724.0,34.05,-118.27,12.524530013005734
4589,1.6184,52,1261.0,616.0,2309.0,581.0,34.06,-118.28,12.323860125621126
4590,1.1122,52,936.0,454.0,990.0,354.0,34.06,-118.28,12.141539457711714
4591,1.2254,42,2472.0,1368.0,3795.0,1179.0,34.06,-118.28,11.998439434579149
4592,1.7866,25,1316.0,836.0,2796.0,784.0,34.05,-118.27,12.691583538230217
4593,1.5727,26,1164.0,674.0,1685.0,541.0,34.05,-118.27,12.323860125621126
4594,1.4615,28,1306.0,637.0,2079.0,598.0,34.05,-118.28,12.524530013005734
4595,1.6355,31,1525.0,730.0,2510.0,652.0,34.05,-118.28,11.998439434579149
4596,1.4413,41,1788.0,774.0,2931.0,702.0,34.05,-118.28,11.97603664577121
4597,1.3,41,1075.0,597.0,2260.0,614.0,34.05,-118.28,11.998439434579149
4598,1.4801,44,968.0,384.0,1805.0,375.0,34.05,-118.28,12.26670197321789
4599,1.3169,47,661.0,359.0,1406.0,307.0,34.05,-118.27,11.630717389475995
4600,1.7038,13,1784.0,730.0,2158.0,682.0,34.04,-118.27,11.679295469550114
4601,1.8304,24,323.0,214.0,751.0,189.0,34.05,-118.27,12.323860125621126
4602,1.2012,12,535.0,328.0,1194.0,365.0,34.05,-118.27,12.524530013005734
4603,8.8062,52,2156.0,306.0,861.0,311.0,34.07,-118.32,13.122367377396328
4604,15.0001,52,1841.0,240.0,693.0,218.0,34.06,-118.33,13.122367377396328
4605,15.0001,52,2248.0,255.0,813.0,265.0,34.07,-118.33,13.122367377396328
4606,15.0001,52,1482.0,171.0,531.0,161.0,34.07,-118.33,13.122367377396328
4607,7.4574,52,2089.0,309.0,883.0,281.0,34.06,-118.34,13.122367377396328
