,carat,depth,table,x,y,z,price
6482,1.22,62.2,60.0,6.77,6.89,4.25,8.308691916838898
6483,1.24,65.7,57.0,6.72,6.68,4.4,8.308691916838898
6484,0.9,62.7,59.0,6.12,6.17,3.85,8.308938252595778
6485,1.04,60.8,57.0,6.54,6.59,3.99,8.308938252595778
6486,0.9,62.4,57.0,6.15,6.19,3.85,8.308938252595778
6487,0.96,61.1,59.0,6.32,6.28,3.85,8.308938252595778
6488,1.03,63.1,58.0,6.41,6.37,4.03,8.309184527686298
6489,1.01,63.7,59.0,6.31,6.38,4.04,8.309184527686298
6490,0.96,60.0,60.0,6.43,6.47,3.87,8.309184527686298
6491,1.25,63.5,57.0,6.73,6.65,4.25,8.309184527686298
6492,1.06,57.2,60.0,6.84,6.74,3.88,8.309184527686298
6493,1.02,62.2,58.0,6.41,6.36,3.97,8.30943074214033
6494,0.9,63.9,59.0,6.06,6.09,3.88,8.309676895987726
6495,0.9,60.4,59.0,6.29,6.32,3.81,8.309676895987726
6496,0.9,61.1,63.0,6.2,6.17,3.78,8.309676895987726
6497,0.89,61.7,55.0,6.22,6.19,3.83,8.309676895987726
6498,0.93,61.0,59.0,6.34,6.28,3.85,8.309676895987726
6499,0.9,62.3,55.0,6.18,6.14,3.84,8.309676895987726
6500,0.97,61.9,58.0,6.31,6.35,3.92,8.309922989258318
6501,0.97,59.9,59.0,6.38,6.45,3.84,8.309922989258318
6502,0.97,56.4,66.0,6.59,6.54,3.7,8.309922989258318
6503,0.9,61.8,56.0,6.18,6.16,3.81,8.310169021981912
6504,0.9,62.1,60.0,6.11,6.2,3.82,8.310169021981912
6505,1.01,62.9,59.0,6.29,6.37,3.98,8.310169021981912
6506,1.01,63.1,55.0,6.31,6.33,3.99,8.310169021981912
6507,1.01,62.3,59.0,6.34,6.37,3.96,8.310169021981912
6508,0.96,63.1,58.0,6.2,6.25,3.93,8.310169021981912
6509,0.9,63.0,59.0,6.13,6.1,3.85,8.310169021981912
6510,1.12,62.3,57.0,6.72,6.61,4.15,8.310169021981912
6511,1.12,62.7,55.0,6.65,6.61,4.16,8.310169021981912
6512,1.44,58.2,58.0,7.39,7.35,4.29,8.310169021981912
6513,0.9,61.2,57.0,6.28,6.24,3.83,8.310169021981912
6514,0.9,61.5,59.0,6.19,6.13,3.79,8.310169021981912
6515,1.12,62.4,58.0,6.58,6.63,4.12,8.310414994188292
6516,1.1,63.3,56.0,6.53,6.58,4.15,8.310414994188292
6517,0.92,62.0,54.0,6.26,6.32,3.9,8.310414994188292
6518,1.0,64.3,59.0,6.21,6.3,4.02,8.310414994188292
6519,0.91,61.7,56.0,6.22,6.25,3.85,8.310660905907225
6520,0.91,62.7,63.0,6.1,6.03,3.8,8.310660905907225
6521,1.12,58.5,60.0,6.83,6.89,4.01,8.310660905907225
6522,1.1,63.4,56.0,6.56,6.54,4.15,8.310660905907225
6523,0.91,62.6,54.0,6.22,6.25,3.9,8.31090675716845
6524,0.91,58.0,57.0,6.36,6.47,3.72,8.31090675716845
6525,0.9,62.4,63.0,6.15,6.18,3.85,8.31115254800169
6526,0.9,61.8,61.0,6.16,6.2,3.82,8.31115254800169
6527,0.9,62.5,63.0,6.11,6.14,3.83,8.31115254800169
6528,0.9,61.1,63.0,6.17,6.21,3.78,8.31115254800169
6529,0.9,63.2,62.0,6.06,6.13,3.85,8.31115254800169
6530,0.9,62.8,59.0,6.06,6.1,3.82,8.31115254800169
6531,0.92,62.4,56.0,6.21,6.23,3.88,8.31115254800169
6532,0.95,62.2,56.0,6.26,6.35,3.92,8.31115254800169
6533,0.84,61.7,53.0,6.08,6.11,3.76,8.31115254800169
6534,0.8,62.8,56.0,5.91,5.96,3.73,8.31164394850298
6535,0.95,60.7,59.0,6.36,6.3,3.84,8.31164394850298
6536,1.03,58.8,62.0,6.58,6.51,3.85,8.31164394850298
6537,1.1,59.4,54.0,6.79,6.74,4.02,8.311889558230359
6538,1.18,63.6,57.0,6.74,6.72,4.28,8.311889558230359
6539,1.12,61.2,59.0,6.7,6.66,4.09,8.311889558230359
6540,1.01,61.8,58.0,6.45,6.37,3.96,8.312135107648412
6541,1.01,60.2,58.0,6.48,6.44,3.89,8.312135107648412
6542,1.01,63.1,57.0,6.37,6.3,4.0,8.312135107648412
6543,1.01,61.7,59.0,6.41,6.37,3.94,8.312135107648412
6544,0.9,62.7,57.0,6.13,6.15,3.85,8.312135107648412
6545,0.9,60.6,61.0,6.13,6.19,3.73,8.312135107648412
6546,1.01,59.4,59.0,6.56,6.53,3.89,8.312135107648412
6547,1.01,63.7,55.0,6.37,6.32,4.04,8.312135107648412
6548,1.01,65.7,54.0,6.32,6.28,4.14,8.312135107648412
6549,1.01,63.4,62.0,6.25,6.18,3.94,8.312135107648412
6550,1.01,62.0,59.0,6.49,6.43,4.01,8.312135107648412
6551,1.01,63.6,59.0,6.38,6.34,4.04,8.312135107648412
6552,1.01,60.5,60.0,6.52,6.5,3.94,8.312135107648412
6553,1.01,58.6,62.0,6.51,6.45,3.8,8.312135107648412
6554,0.93,62.7,61.0,6.24,6.14,3.88,8.31238059678675
6555,1.11,62.5,57.0,6.64,6.6,4.14,8.31238059678675
6556,0.9,61.6,58.0,6.12,6.26,3.81,8.312626025674962
6557,0.99,60.6,61.0,6.45,6.38,3.89,8.312871394342615
6558,1.07,58.4,60.0,6.78,6.68,3.93,8.312871394342615
6559,1.11,63.1,57.0,6.59,6.54,4.14,8.312871394342615
6560,1.0,62.3,57.0,6.33,6.28,3.93,8.3133619511344
6561,0.91,62.1,55.0,6.17,6.14,3.82,8.3133619511344
6562,0.92,61.3,58.0,6.21,6.26,3.82,8.3133619511344
6563,1.01,56.9,60.0,6.68,6.64,3.79,8.3133619511344
6564,1.0,61.5,64.0,6.29,6.22,3.85,8.3133619511344
6565,0.9,60.6,55.0,6.27,6.33,3.82,8.3133619511344
6566,1.0,60.5,61.0,6.38,6.31,3.84,8.3133619511344
6567,1.12,61.0,59.0,6.72,6.66,4.08,8.3133619511344
6568,1.0,59.1,61.0,6.44,6.39,3.79,8.3133619511344
6569,1.0,59.5,63.0,6.47,6.41,3.83,8.3133619511344
6570,1.0,60.7,55.0,6.39,6.33,3.86,8.3133619511344
6571,1.12,61.0,56.0,6.68,6.65,4.07,8.3133619511344
6572,1.0,62.6,56.0,6.43,6.39,4.01,8.3133619511344
6573,1.04,59.6,56.0,6.64,6.59,3.94,8.3133619511344
6574,1.04,62.2,56.0,6.51,6.48,4.04,8.3133619511344
6575,1.12,61.3,58.0,6.69,6.68,4.1,8.3133619511344
6576,1.0,62.0,59.0,6.43,6.3,3.95,8.3133619511344
6577,1.0,60.6,58.0,6.47,6.4,3.9,8.3133619511344
6578,1.0,64.6,60.0,6.23,6.18,4.01,8.3133619511344
6579,0.9,64.0,59.0,6.04,6.09,3.88,8.313607139317558
6580,0.9,62.9,56.0,6.09,6.19,3.86,8.313607139317558
6581,0.9,62.4,56.0,6.16,6.24,3.87,8.313607139317558
6582,1.03,60.7,59.0,6.48,6.54,3.95,8.313607139317558
6583,1.03,61.3,56.0,6.49,6.53,3.99,8.313607139317558
6584,1.03,62.3,59.0,6.42,6.46,4.01,8.313607139317558
6585,1.09,63.8,57.0,6.5,6.55,4.16,8.313607139317558
6586,1.01,60.7,59.0,6.47,6.45,3.92,8.313607139317558
6587,1.01,61.3,59.0,6.5,6.46,3.97,8.313607139317558
6588,0.97,62.3,56.0,6.28,6.33,3.93,8.313607139317558
6589,1.06,59.2,60.0,6.64,6.6,3.92,8.313607139317558
6590,1.02,58.1,58.0,6.67,6.58,3.85,8.313607139317558
6591,1.19,62.4,59.0,6.74,6.71,4.2,8.313607139317558
6592,1.01,63.5,58.0,6.34,6.39,4.04,8.313852267398207
6593,1.01,59.5,57.0,6.56,6.59,3.91,8.313852267398207
6594,0.9,60.6,61.0,6.19,6.13,3.73,8.313852267398207
6595,1.0,60.7,59.0,6.4,6.46,3.9,8.314097335405807
6596,0.91,63.5,58.0,6.15,6.04,3.87,8.31434234336979
6597,0.9,63.5,62.0,6.07,6.11,3.87,8.31434234336979
6598,1.0,62.8,57.0,6.37,6.44,4.02,8.31434234336979
6599,1.0,62.6,59.0,6.28,6.33,3.95,8.31434234336979
6600,1.0,62.9,59.0,6.3,6.39,3.99,8.31434234336979
6601,1.0,62.6,58.0,6.31,6.37,3.97,8.31434234336979
6602,1.0,63.8,58.0,6.28,6.33,4.02,8.31434234336979
6603,1.0,62.7,57.0,6.29,6.34,3.96,8.31434234336979
6604,0.93,58.8,60.0,6.37,6.49,3.78,8.31434234336979
6605,0.93,62.5,58.0,6.19,6.22,3.88,8.31434234336979
6606,0.91,60.6,56.0,6.27,6.3,3.81,8.31434234336979
6607,1.0,63.0,56.0,6.31,6.38,4.0,8.31434234336979
6608,0.9,63.3,59.0,6.05,6.01,3.82,8.314587291319576
6609,1.0,60.2,59.0,6.41,6.48,3.88,8.314587291319576
6610,0.74,62.2,57.0,5.78,5.83,3.61,8.314587291319576
6611,0.72,61.8,56.0,5.74,5.78,3.56,8.314587291319576
6612,0.72,61.0,55.0,5.79,5.81,3.54,8.314587291319576
6613,0.9,61.8,58.0,6.17,6.12,3.8,8.314587291319576
6614,0.9,61.3,59.0,6.24,6.19,3.81,8.314587291319576
6615,0.9,62.7,59.0,6.15,6.1,3.84,8.314587291319576
6616,0.9,62.0,57.0,6.16,6.1,3.8,8.314587291319576
6617,0.9,61.8,56.0,6.25,6.18,3.84,8.314587291319576
6618,0.9,60.7,58.0,6.21,6.17,3.76,8.314587291319576
6619,1.35,62.1,54.0,7.15,7.09,4.42,8.314587291319576
6620,1.1,62.8,57.0,6.56,6.63,4.14,8.314832179284556
6621,1.12,61.2,58.0,6.67,6.69,4.09,8.315077007294104
6622,1.04,60.3,62.0,6.5,6.56,3.94,8.315077007294104
6623,1.02,62.6,56.0,6.41,6.44,4.02,8.315077007294104
6624,0.64,61.8,54.0,5.54,5.56,3.43,8.315077007294104
6625,1.1,64.2,56.0,6.55,6.51,4.19,8.315077007294104
6626,1.11,63.3,61.0,6.56,6.49,4.13,8.315077007294104
6627,1.28,56.8,62.0,7.22,7.16,4.08,8.315566483564277
6628,0.8,62.1,56.0,5.92,5.97,3.69,8.315566483564277
6629,0.92,63.6,57.0,6.14,6.09,3.89,8.315566483564277
6630,1.0,56.8,65.0,6.61,6.49,3.72,8.315566483564277
6631,0.81,62.1,56.0,6.01,5.98,3.72,8.31581113188354
6632,1.0,63.2,54.0,6.3,6.23,3.96,8.316055720364643
6633,1.0,58.6,59.0,6.57,6.5,3.83,8.316055720364643
6634,0.9,62.1,56.0,6.2,6.16,3.84,8.316055720364643
6635,1.0,63.0,61.0,6.35,6.31,3.99,8.316055720364643
6636,1.0,63.2,56.0,6.37,6.31,4.01,8.316055720364643
6637,0.9,61.4,58.0,6.22,6.25,3.83,8.316300249036848
6638,1.01,60.8,58.0,6.49,6.46,3.94,8.316300249036848
6639,0.85,63.0,56.0,6.0,6.04,3.79,8.316300249036848
6640,0.92,60.6,60.0,6.29,6.32,3.82,8.316300249036848
6641,1.09,62.0,58.0,6.6,6.56,4.08,8.316544717929398
6642,1.09,59.0,61.0,6.78,6.75,3.98,8.316544717929398
6643,0.9,62.7,54.0,6.13,6.21,3.87,8.316789127071518
6644,1.17,59.9,59.0,6.82,6.86,4.1,8.317033476492403
6645,1.06,61.3,56.0,6.55,6.59,4.03,8.317033476492403
6646,0.79,61.7,56.0,5.94,5.95,3.67,8.317033476492403
6647,1.11,61.7,57.0,6.63,6.69,4.11,8.317033476492403
6648,0.9,63.1,61.0,6.18,6.14,3.89,8.317033476492403
6649,0.9,59.8,58.0,6.26,6.21,3.73,8.317033476492403
6650,0.9,63.0,56.0,6.15,6.1,3.86,8.317033476492403
6651,0.9,62.7,62.0,6.22,6.1,3.85,8.317033476492403
6652,0.9,63.1,60.0,6.18,6.14,3.89,8.317033476492403
6653,0.9,63.6,59.0,6.04,6.1,3.86,8.317277766221235
6654,0.9,59.6,61.0,6.2,6.25,3.71,8.317277766221235
6655,1.02,57.1,61.0,6.57,6.66,3.78,8.317277766221235
6656,0.9,61.3,55.0,6.21,6.25,3.82,8.317277766221235
6657,1.13,59.7,59.0,6.85,6.76,4.06,8.317277766221235
6658,1.08,62.3,56.0,6.6,6.53,4.09,8.317277766221235
6659,0.72,62.0,54.9,5.75,5.78,3.57,8.31752199628717
6660,1.0,62.7,59.0,6.3,6.36,3.97,8.317766166719343
6661,0.7,60.3,58.0,5.76,5.79,3.48,8.317766166719343
6662,1.03,57.7,63.0,6.68,6.64,3.84,8.317766166719343
6663,1.03,62.0,55.0,6.46,6.44,4.0,8.317766166719343
6664,0.91,61.6,56.0,6.21,6.25,3.84,8.318010277546872
6665,1.11,60.9,59.0,6.69,6.64,4.07,8.318010277546872
6666,0.92,62.4,58.0,6.19,6.18,3.86,8.318010277546872
6667,0.92,62.4,60.0,6.25,6.21,3.89,8.318010277546872
6668,1.5,62.6,57.0,7.33,7.21,4.55,8.318010277546872
6669,1.06,60.9,58.0,6.6,6.56,4.01,8.318010277546872
6670,0.95,60.5,59.0,6.33,6.36,3.84,8.318498320504338
6671,0.94,62.4,58.0,6.26,6.33,3.93,8.318498320504338
6672,1.08,61.0,60.0,6.57,6.62,4.02,8.318498320504338
6673,1.23,61.8,56.0,6.91,6.85,4.25,8.318498320504338
6674,0.9,61.3,59.0,6.17,6.2,3.79,8.318742252692399
6675,1.01,61.9,55.3,6.43,6.5,4.01,8.318742252692399
6676,0.9,62.8,59.0,6.1,6.16,3.85,8.318742252692399
6677,1.22,66.2,60.0,6.61,6.56,4.36,8.318742252692399
6678,1.2,61.6,54.0,6.88,6.82,4.22,8.318742252692399
6679,1.03,60.9,57.0,6.5,6.58,3.98,8.319229938632326
6680,1.11,62.6,54.0,6.61,6.64,4.15,8.319229938632326
6681,0.9,61.8,57.0,6.17,6.19,3.82,8.319229938632326
6682,0.9,61.8,56.0,6.17,6.2,3.82,8.319229938632326
6683,0.9,61.9,55.0,6.21,6.19,3.84,8.319229938632326
6684,1.03,61.7,63.0,6.46,6.51,4.0,8.319229938632326
6685,0.97,62.7,57.0,6.31,6.28,3.95,8.319229938632326
6686,0.97,61.3,57.0,6.37,6.32,3.89,8.319229938632326
6687,1.11,61.6,61.0,6.61,6.66,4.09,8.319473692442186
6688,1.11,61.7,63.0,6.54,6.65,4.07,8.319473692442186
6689,1.2,61.8,56.0,6.81,6.85,4.22,8.319473692442186
6690,0.31,60.3,59.0,4.35,4.37,2.63,6.013715156042802
6691,0.31,60.7,60.0,4.33,4.37,2.64,6.013715156042802
6692,0.31,62.3,59.0,4.29,4.32,2.68,6.013715156042802
6693,0.31,61.3,58.0,4.37,4.4,2.69,6.013715156042802
6694,0.31,61.7,56.0,4.34,4.38,2.69,6.013715156042802
6695,0.31,63.3,53.0,4.3,4.32,2.73,6.013715156042802
6696,0.31,60.5,57.0,4.36,4.4,2.65,6.013715156042802
6697,0.31,63.8,55.0,4.31,4.34,2.76,6.013715156042802
6698,0.31,63.3,54.0,4.29,4.34,2.73,6.013715156042802
6699,0.32,61.5,53.0,4.44,4.47,2.74,6.016157159698354
6700,0.35,63.3,56.0,4.5,4.53,2.86,6.016157159698354
6701,0.25,59.7,61.0,4.08,4.1,2.44,6.016157159698354
6702,0.3,60.2,62.0,4.37,4.34,2.62,6.018593214496234
6703,0.25,62.1,60.0,4.03,4.05,2.51,6.018593214496234
6704,0.36,61.6,60.0,4.54,4.58,2.81,6.018593214496234
6705,0.3,62.0,57.0,4.28,4.3,2.66,6.021023349349527
6706,0.3,62.2,57.0,4.27,4.28,2.66,6.021023349349527
6707,0.23,58.5,61.0,4.06,3.98,2.35,6.021023349349527
6708,0.24,62.5,55.0,3.96,3.98,2.48,6.023447592961033
6709,0.27,62.0,54.5,4.15,4.19,2.58,6.023447592961033
6710,0.31,61.9,61.0,4.29,4.34,2.67,6.023447592961033
6711,0.27,60.6,59.0,4.19,4.22,2.55,6.025865973825314
6712,0.27,62.2,58.0,4.14,4.15,2.58,6.025865973825314
6713,0.3,60.1,58.0,4.31,4.34,2.6,6.025865973825314
6714,0.3,62.3,58.0,4.26,4.28,2.66,6.025865973825314
6715,0.3,62.0,54.0,4.3,4.34,2.68,6.025865973825314
6716,0.32,62.3,55.3,4.36,4.37,2.72,6.025865973825314
6717,0.34,61.9,55.0,4.5,4.54,2.8,6.025865973825314
6718,0.33,61.4,57.0,4.44,4.48,2.74,6.025865973825314
6719,0.3,61.1,58.0,4.31,4.33,2.64,6.025865973825314
6720,0.23,60.2,57.0,4.02,4.07,2.43,6.359573868672378
6721,0.3,61.0,55.0,4.33,4.34,2.65,6.359573868672378
6722,0.31,62.1,55.0,4.35,4.38,2.71,6.359573868672378
6723,0.27,60.9,57.0,4.17,4.2,2.55,6.359573868672378
6724,0.27,60.3,56.0,4.24,4.27,2.56,6.359573868672378
6725,0.27,61.0,55.0,4.18,4.2,2.56,6.359573868672378
6726,0.27,61.7,57.0,4.15,4.18,2.57,6.359573868672378
6727,0.27,60.5,56.0,4.21,4.22,2.55,6.359573868672378
6728,0.25,62.5,56.0,4.06,4.03,2.53,6.359573868672378
6729,0.25,59.8,59.0,4.09,4.07,2.44,6.359573868672378
6730,0.25,60.1,62.0,4.11,4.08,2.46,6.359573868672378
6731,0.25,62.7,60.0,4.03,3.98,2.51,6.359573868672378
6732,0.33,60.0,60.0,4.45,4.49,2.68,6.359573868672378
6733,0.31,62.6,56.0,4.33,4.36,2.72,6.361302477572996
6734,0.31,61.2,55.0,4.41,4.44,2.7,6.361302477572996
6735,0.26,61.6,54.0,4.08,4.12,2.53,6.361302477572996
6736,0.3,61.5,57.0,4.28,4.31,2.64,6.361302477572996
6737,0.4,62.6,53.0,4.7,4.75,2.96,6.363028103540465
6738,0.4,62.1,57.0,4.7,4.74,2.93,6.363028103540465
6739,0.36,62.3,54.0,4.59,4.62,2.87,6.363028103540465
6740,0.31,56.9,66.0,4.53,4.47,2.56,6.363028103540465
6741,0.33,60.4,59.0,4.43,4.47,2.69,6.363028103540465
6742,0.33,62.2,56.0,4.43,4.44,2.76,6.363028103540465
6743,0.33,60.6,61.0,4.46,4.49,2.71,6.363028103540465
6744,0.33,63.4,55.0,4.37,4.4,2.78,6.363028103540465
6745,0.33,60.2,58.0,4.49,4.55,2.72,6.363028103540465
6746,0.33,63.8,55.0,4.36,4.38,2.79,6.363028103540465
6747,0.33,60.3,60.0,4.47,4.49,2.7,6.363028103540465
6748,0.33,61.3,59.0,4.44,4.46,2.73,6.363028103540465
6749,0.33,61.5,56.0,4.44,4.47,2.74,6.363028103540465
6750,1.0,65.7,62.0,6.15,6.21,4.06,8.319473692442186
6751,1.01,66.9,56.0,6.15,6.22,4.14,8.319473692442186
6752,1.09,60.1,62.0,6.72,6.6,4.0,8.319473692442186
6753,1.02,61.8,56.0,6.47,6.42,3.98,8.319473692442186
6754,0.9,62.3,56.0,6.17,6.13,3.83,8.319717386850606
6755,0.9,62.6,60.0,6.11,6.06,3.81,8.319717386850606
6756,1.06,61.9,59.0,6.47,6.52,4.02,8.319717386850606
6757,0.9,63.1,56.0,6.17,6.12,3.88,8.319717386850606
6758,0.91,64.0,56.6,6.09,6.15,3.92,8.32020459757888
6759,1.07,62.4,58.0,6.54,6.47,4.06,8.32020459757888
6760,1.2,62.2,54.0,6.84,6.8,4.24,8.320448113956559
6761,0.9,61.1,58.0,6.22,6.26,3.81,8.320448113956559
6762,1.01,64.3,59.0,6.28,6.31,4.05,8.320448113956559
6763,0.94,61.9,57.0,6.29,6.24,3.88,8.320448113956559
6764,1.01,65.6,59.0,6.22,6.18,4.07,8.320448113956559
6765,1.3,63.3,57.0,6.98,6.96,4.41,8.320448113956559
6766,1.0,62.6,57.0,6.37,6.4,4.0,8.32069157104845
6767,0.91,65.7,56.0,6.1,6.05,3.99,8.32069157104845
6768,0.91,65.7,58.0,6.04,5.99,3.95,8.32069157104845
6769,0.91,60.2,57.0,6.29,6.34,3.8,8.32093496888341
6770,0.91,62.2,57.0,6.19,6.25,3.87,8.32093496888341
6771,0.87,62.6,56.0,6.17,6.08,3.84,8.32093496888341
6772,0.9,65.8,59.0,6.0,6.04,3.96,8.32093496888341
6773,0.91,62.9,55.0,6.23,6.13,3.89,8.32117830749028
6774,0.93,61.5,57.0,6.23,6.33,3.86,8.321664807135
6775,0.81,61.6,58.0,5.98,6.01,3.69,8.321664807135
6776,1.05,63.8,58.0,6.38,6.45,4.09,8.321907968230423
6777,1.02,60.9,58.0,6.53,6.41,3.94,8.322151070212902
6778,0.91,63.1,61.0,6.1,6.16,3.87,8.322151070212902
6779,1.09,58.5,59.0,6.75,6.8,3.96,8.322151070212902
6780,0.93,62.5,58.0,6.21,6.24,3.89,8.322151070212902
6781,1.0,57.6,62.0,6.62,6.55,3.79,8.322151070212902
6782,0.82,61.9,56.0,5.99,6.02,3.72,8.322151070212902
6783,1.13,64.4,58.0,6.59,6.51,4.22,8.322151070212902
6784,1.02,61.1,61.0,6.51,6.48,3.97,8.322151070212902
6785,1.13,61.7,58.0,6.66,6.62,4.1,8.322151070212902
6786,1.02,61.7,58.0,6.48,6.45,3.99,8.322151070212902
6787,1.2,62.8,58.0,6.77,6.7,4.23,8.322151070212902
6788,0.96,62.6,60.0,6.32,6.26,3.94,8.322151070212902
6789,1.02,60.6,56.0,6.57,6.53,3.97,8.322151070212902
6790,0.7,61.9,58.0,5.6,5.67,3.49,8.32239411311117
6791,0.7,61.7,55.0,5.7,5.74,3.53,8.32239411311117
6792,0.7,61.2,56.0,5.73,5.78,3.52,8.32239411311117
6793,0.9,63.6,58.0,6.14,6.1,3.89,8.32239411311117
6794,0.9,59.2,60.0,6.34,6.3,3.74,8.32239411311117
6795,0.91,56.5,67.0,6.38,6.4,3.61,8.32263709695394
6796,0.9,61.5,56.0,6.15,6.2,3.8,8.322880021769905
6797,1.01,64.0,58.0,6.31,6.37,4.06,8.322880021769905
6798,1.01,63.4,58.0,6.37,6.41,4.05,8.322880021769905
6799,0.73,61.1,59.0,5.79,5.86,3.56,8.322880021769905
6800,0.98,62.9,57.0,6.33,6.29,3.97,8.322880021769905
6801,0.92,62.3,63.0,6.18,6.3,3.88,8.322880021769905
6802,1.05,61.4,58.0,6.58,6.54,4.03,8.322880021769905
6803,1.05,61.7,56.0,6.57,6.53,4.04,8.322880021769905
6804,1.05,60.0,60.0,6.46,6.43,4.0,8.322880021769905
6805,1.05,62.8,57.0,6.45,6.41,4.04,8.322880021769905
6806,1.0,62.6,60.0,6.35,6.33,3.97,8.322880021769905
6807,0.9,64.4,60.0,5.95,6.0,3.85,8.323122887587735
6808,0.8,60.7,60.0,6.0,6.09,3.67,8.323365694436081
6809,1.02,61.8,57.0,6.44,6.46,3.99,8.323365694436081
6810,1.01,63.0,56.0,6.34,6.3,3.98,8.323365694436081
6811,1.01,60.6,58.0,6.53,6.47,3.94,8.323365694436081
6812,1.01,55.2,65.0,6.78,6.67,3.71,8.323365694436081
6813,1.01,63.1,61.0,6.34,6.27,3.98,8.323365694436081
6814,1.01,64.7,55.0,6.37,6.3,4.1,8.323365694436081
6815,1.01,66.3,55.0,6.22,6.17,4.11,8.323365694436081
6816,1.01,63.7,55.0,6.38,6.31,4.05,8.323365694436081
6817,1.01,63.0,60.0,6.34,6.3,3.98,8.323365694436081
6818,1.01,62.9,56.0,6.43,6.38,4.03,8.323365694436081
6819,1.01,60.0,59.0,6.51,6.47,3.89,8.323365694436081
6820,1.07,62.2,59.0,6.47,6.53,4.04,8.323608442343572
6821,0.9,62.5,59.0,6.1,6.13,3.82,8.323608442343572
6822,0.9,62.7,59.0,6.12,6.16,3.85,8.323608442343572
6823,1.01,62.8,58.0,6.31,6.36,3.98,8.323608442343572
6824,1.01,62.8,56.0,6.38,6.45,4.03,8.323608442343572
6825,1.01,58.2,63.0,6.51,6.55,3.8,8.323608442343572
6826,1.01,59.3,59.0,6.5,6.58,3.88,8.323851131338817
6827,1.11,61.5,58.0,6.61,6.65,4.08,8.323851131338817
6828,1.06,62.7,57.0,6.48,6.53,4.08,8.323851131338817
6829,1.11,61.8,58.0,6.61,6.66,4.1,8.323851131338817
6830,0.9,63.8,58.0,6.13,6.09,3.9,8.323851131338817
6831,1.09,61.3,55.0,6.66,6.62,4.07,8.323851131338817
6832,1.01,62.7,56.0,6.35,6.4,4.0,8.324093761450404
6833,1.01,62.8,59.0,6.34,6.4,4.0,8.324093761450404
6834,1.01,62.2,58.0,6.36,6.4,3.97,8.324093761450404
6835,1.01,63.6,59.0,6.34,6.37,4.04,8.324093761450404
6836,1.01,61.0,60.0,6.44,6.48,3.94,8.324093761450404
6837,1.01,60.6,60.0,6.46,6.5,3.93,8.324093761450404
6838,0.91,62.2,59.0,6.19,6.23,3.86,8.32457884513685
6839,0.91,61.5,56.0,6.22,6.27,3.84,8.32457884513685
6840,0.91,61.1,60.0,6.24,6.29,3.83,8.32457884513685
6841,1.13,64.9,55.0,6.49,6.56,4.24,8.32457884513685
6842,1.04,60.9,57.0,6.54,6.49,3.97,8.32457884513685
6843,0.9,62.7,62.0,6.11,6.17,3.85,8.324821298768782
6844,0.71,62.0,57.0,5.7,5.72,3.54,8.324821298768782
6845,0.9,64.9,61.0,5.91,5.99,3.86,8.324821298768782
6846,1.08,63.0,54.0,6.58,6.54,4.13,8.324821298768782
6847,1.14,61.3,56.0,6.76,6.74,4.13,8.324821298768782
6848,1.0,62.7,58.0,6.31,6.33,3.96,8.325063693631197
6849,1.0,62.8,59.0,6.3,6.34,3.97,8.325063693631197
6850,1.0,59.8,57.0,6.44,6.5,3.87,8.325063693631197
6851,1.0,63.0,58.0,6.3,6.33,3.98,8.325063693631197
6852,1.04,62.7,57.0,6.4,6.46,4.03,8.325063693631197
6853,0.8,61.9,55.0,5.94,5.98,3.69,8.325063693631197
6854,0.91,59.9,61.0,6.2,6.33,3.75,8.325063693631197
6855,0.9,64.5,61.0,6.07,6.03,3.9,8.325063693631197
6856,0.8,62.7,58.0,5.88,5.92,3.7,8.325306029752582
6857,0.9,62.6,59.0,6.11,6.15,3.84,8.325306029752582
6858,0.8,62.2,55.0,5.95,5.98,3.71,8.325306029752582
6859,1.05,62.3,54.0,6.52,6.55,4.07,8.325306029752582
6860,1.07,61.2,58.0,6.62,6.55,4.03,8.325306029752582
6861,0.81,61.7,55.1,5.97,6.04,3.71,8.325548307161398
6862,0.74,60.8,60.0,5.82,5.86,3.55,8.325548307161398
6863,0.89,62.1,55.0,6.15,6.18,3.83,8.325548307161398
6864,1.01,58.2,61.0,6.48,6.52,3.78,8.325548307161398
6865,0.9,61.5,56.0,6.25,6.2,3.83,8.32579052588609
6866,0.91,62.8,58.0,6.17,6.15,3.87,8.32579052588609
6867,0.91,61.9,59.0,6.23,6.18,3.84,8.32579052588609
6868,0.91,61.0,59.0,6.32,6.27,3.84,8.32579052588609
6869,1.07,61.2,57.0,6.62,6.59,4.04,8.32579052588609
6870,0.91,59.9,62.0,6.33,6.26,3.77,8.32579052588609
6871,1.01,61.5,56.0,6.52,6.46,3.99,8.326032685955079
6872,0.9,63.7,61.0,6.04,6.07,3.86,8.326032685955079
6873,1.01,61.7,56.0,6.47,6.43,3.98,8.326032685955079
6874,1.01,63.1,56.0,6.42,6.36,4.03,8.326032685955079
6875,1.01,60.4,64.0,6.48,6.44,3.9,8.326032685955079
6876,1.01,64.9,56.0,6.33,6.25,4.08,8.326032685955079
6877,1.01,59.9,59.0,6.46,6.42,3.86,8.326032685955079
6878,0.9,60.1,58.0,6.27,6.3,3.78,8.326274787396764
6879,0.82,62.1,56.0,5.97,6.01,3.72,8.326274787396764
6880,1.08,62.3,57.0,6.56,6.61,4.1,8.326274787396764
