,f5,f6,f7,f8,f9,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,foo
3292,191,89,76,71,94,0,31,56,37,27,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3293,134,79,78,71,94,24,88,14,2,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
3294,90,77,77,81,94,32,49,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0
3295,143,77,76,71,94,23,69,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3296,66,107,76,71,94,0,0,0,1,4,40,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3297,17,134,78,74,94,0,0,0,1,2,1,2,0,54,6,0,0,0,0,0,0,1,1,0,0,0,0
3298,33,157,84,71,94,0,0,1,1,0,0,13,50,18,26,0,0,0,0,0,0,0,0,0,0,0,0
3299,78,127,87,71,94,4,19,9,37,0,0,0,0,27,32,0,0,0,0,0,0,0,0,0,0,0,0
3300,15,77,79,93,135,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,24,12,0,0
3301,89,80,125,71,94,0,79,0,0,0,3,0,0,0,0,0,11,31,0,0,0,0,0,0,0,0,0
3302,55,148,100,71,94,0,0,0,0,0,54,7,0,0,72,3,0,0,0,0,0,0,0,0,0,0,0
3303,62,132,76,71,94,0,0,28,20,1,0,0,12,47,0,0,0,0,0,0,0,0,0,0,0,0,0
3304,58,77,123,86,94,0,1,1,41,5,0,0,0,0,0,0,0,9,36,2,0,0,0,0,0,0,0
3305,15,77,98,105,94,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29,12,0,0,0,0,0,0
3306,53,83,76,102,125,0,1,2,0,21,25,0,0,0,0,0,0,0,0,0,0,0,11,27,0,0,0
3307,99,86,76,71,94,0,0,1,43,18,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3308,24,142,77,78,94,0,2,1,0,0,0,0,37,39,0,0,0,0,0,0,1,4,0,0,0,0,0
3309,81,102,76,71,94,0,0,0,0,5,85,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3310,114,80,76,72,95,0,1,2,31,64,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3311,127,97,76,71,94,44,19,0,0,0,77,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3312,82,111,76,71,94,0,31,31,0,1,0,0,38,6,0,0,0,0,0,0,0,0,0,0,0,0,40
3313,72,78,77,71,94,0,0,0,37,25,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100
3314,98,124,81,75,94,0,0,0,0,0,83,55,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0
3315,59,118,97,71,94,0,0,3,9,37,0,0,0,0,51,8,0,0,0,0,0,0,0,0,0,0,0
3316,60,106,95,71,94,0,0,14,33,2,0,2,0,0,28,15,0,0,0,0,0,0,0,0,0,0,50
3317,59,80,76,73,101,0,0,0,32,14,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,0,70
3318,61,88,81,71,94,0,0,0,0,20,41,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,100
3319,58,80,127,82,94,0,0,1,3,35,12,0,0,0,0,0,0,18,30,0,0,0,0,0,0,0,0
3320,74,77,76,76,94,1,2,12,50,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,100
3321,68,87,78,74,94,4,2,0,0,26,36,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,100
3322,50,94,95,71,95,0,0,0,0,0,53,0,0,0,0,0,17,2,0,0,0,0,0,0,1,0,80
3323,73,109,76,71,94,0,0,0,0,22,28,39,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3324,56,134,78,72,94,46,0,0,0,0,0,0,0,55,5,0,0,0,0,0,1,0,0,0,0,0,0
3325,139,88,76,71,94,83,0,0,0,15,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3326,155,94,76,71,94,0,12,50,0,52,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3327,94,82,86,71,94,0,28,18,0,24,22,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,30
3328,76,77,79,125,94,0,1,1,39,26,0,0,0,0,0,0,0,0,0,0,9,30,0,0,0,0,0
3329,101,84,76,71,94,0,0,0,23,46,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3330,59,77,77,72,94,0,46,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100
3331,74,77,76,71,94,31,31,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3332,70,82,78,71,94,44,14,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,100
3333,103,118,76,71,94,0,14,33,2,12,34,0,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0
3334,62,77,76,71,94,0,2,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3335,55,88,80,93,94,0,2,0,0,9,45,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,90
3336,60,90,76,77,94,0,0,2,0,8,54,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,100
3337,13,110,110,74,94,0,0,0,0,0,0,0,0,0,20,38,0,0,1,4,0,0,0,0,0,0,0
3338,130,78,76,71,94,0,0,23,54,47,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3339,21,135,85,73,94,0,0,0,0,0,0,0,32,28,9,1,0,0,6,1,0,0,0,0,0,0,0
3340,93,78,76,71,94,32,47,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3341,35,79,80,146,137,2,18,4,0,0,0,0,1,1,0,0,0,0,0,0,11,28,0,21,15,0,0
3342,96,77,76,71,94,5,4,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3343,109,77,76,71,94,11,43,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3344,120,93,76,71,94,0,0,0,55,24,38,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3345,178,77,76,71,94,33,18,36,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3346,118,104,76,71,94,0,0,25,37,0,44,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3347,108,86,80,78,94,5,42,2,0,25,37,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
3348,18,90,131,71,94,0,1,2,0,2,1,0,0,0,0,0,53,4,0,0,0,0,0,0,0,0,0
3349,117,77,76,71,94,0,0,31,64,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3350,185,79,76,72,94,0,0,33,92,50,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3351,130,77,76,72,94,62,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3352,94,88,76,71,94,0,14,32,0,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
3353,77,101,76,71,94,0,0,2,1,26,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3354,37,98,76,83,147,0,0,2,1,0,2,43,0,0,0,0,0,0,0,0,0,0,0,0,33,2,0
3355,40,77,76,71,94,4,4,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3356,131,78,76,72,94,0,0,19,106,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3357,106,90,76,71,94,0,1,3,1,52,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3358,19,156,96,71,94,0,0,0,0,0,0,0,26,19,53,5,0,0,0,0,0,0,0,0,0,0,0
3359,107,87,77,71,94,0,0,41,5,30,33,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3360,62,78,76,71,94,0,0,0,31,20,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3361,74,77,76,108,118,19,44,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,25,13,0,0,0
3362,13,102,116,81,113,0,0,0,0,0,0,0,0,0,0,46,12,0,0,0,0,0,0,11,6,0,0
3363,72,84,78,71,94,0,0,1,3,37,29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100
3364,112,98,76,71,94,0,23,38,6,0,34,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3365,69,83,82,71,94,0,0,0,0,46,17,3,0,0,0,0,1,4,0,0,0,0,0,0,0,0,100
3366,57,78,79,72,94,0,0,0,14,32,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,100
3367,75,77,76,71,94,0,21,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3368,28,110,76,71,94,0,0,2,1,0,1,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3369,115,120,76,71,94,37,9,37,25,0,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0
3370,73,83,76,71,94,5,5,0,0,34,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3371,122,79,76,71,94,0,63,48,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3372,119,77,76,71,94,29,22,6,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3373,100,77,76,71,94,46,0,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3374,101,77,76,71,94,0,0,41,51,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3375,74,77,76,71,94,0,0,44,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3376,44,110,81,71,94,0,0,0,0,0,24,29,1,6,5,5,0,0,0,0,0,0,0,0,0,0,0
3377,67,120,95,71,94,25,25,8,0,0,0,0,0,0,58,1,0,0,0,0,0,0,0,0,0,0,20
3378,125,87,76,71,94,1,71,8,0,16,30,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3379,158,106,76,71,94,0,0,0,0,68,114,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3380,109,77,76,71,94,28,28,0,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3381,80,83,76,71,94,56,9,5,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,50
3382,32,100,118,71,94,0,0,0,4,16,0,0,0,0,0,39,19,0,0,0,0,0,0,0,0,0,0
3383,77,77,76,71,94,6,56,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
3384,132,95,76,71,94,2,2,38,25,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3385,15,134,97,79,94,0,0,0,0,1,1,0,0,8,67,0,0,0,0,0,0,5,0,0,0,0,0
3386,18,134,109,74,94,0,0,0,0,0,0,1,17,29,0,22,20,0,0,0,0,2,0,0,0,0,0
3387,60,118,78,71,94,0,28,19,2,0,0,0,6,38,0,0,0,1,1,0,0,0,0,0,0,0,20
3388,51,96,151,88,94,0,7,4,3,0,10,35,0,0,0,0,0,25,46,0,0,0,0,0,0,0,0
3389,131,96,76,71,94,0,2,25,37,1,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3390,60,93,76,71,94,1,2,0,0,2,58,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
3391,91,85,76,71,94,0,0,0,18,39,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
3392,72,81,76,71,94,0,3,3,0,45,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3393,16,89,185,71,94,0,0,0,2,1,0,0,0,0,0,0,52,48,0,0,0,0,0,0,0,0,0
3394,107,86,76,71,94,0,0,0,37,42,29,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
3395,62,77,76,71,94,32,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3396,93,103,76,71,94,0,0,60,7,0,0,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,50
3397,56,78,145,71,94,9,37,0,0,0,0,0,0,0,0,0,5,51,0,0,0,0,0,0,0,0,0
3398,74,83,77,71,94,44,19,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,100
3399,87,84,81,73,94,0,0,19,6,33,29,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,90
3400,16,162,102,71,94,0,0,0,1,1,0,0,7,37,51,10,4,0,0,0,0,0,0,0,0,0,0
3401,88,81,78,71,94,0,0,55,24,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,50
3402,49,92,76,71,94,0,0,5,4,0,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
3403,110,116,76,72,94,0,0,0,39,41,19,0,38,6,0,0,0,0,0,0,0,0,0,1,0,0,0
3404,71,81,82,71,94,0,0,50,12,0,0,0,0,2,2,1,0,3,1,0,0,0,0,0,0,0,100
3405,79,77,76,71,94,0,0,2,15,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3406,50,115,83,71,94,0,0,0,0,0,2,75,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0
3407,134,82,76,71,94,56,6,57,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3408,164,103,76,71,94,16,33,6,56,0,48,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3409,71,107,76,71,94,3,0,0,18,28,0,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3410,73,123,92,71,94,38,26,0,0,0,0,0,0,11,48,0,0,0,0,0,0,0,0,0,0,0,40
3411,163,77,94,150,94,1,1,55,102,0,0,0,0,0,0,0,0,0,0,0,56,12,0,0,0,0,0
3412,82,98,76,71,94,0,2,10,37,0,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
3413,147,79,76,71,94,0,2,0,32,100,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3414,16,123,90,71,94,0,2,1,0,0,0,0,0,14,45,0,0,0,0,0,0,0,0,0,0,0,0
3415,55,124,76,71,95,0,1,1,0,0,30,18,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3416,63,77,76,71,94,0,0,12,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3417,68,77,76,78,95,0,2,38,19,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,100
3418,59,77,76,74,94,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,100
3419,81,77,76,71,94,2,3,65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
3420,65,77,76,71,94,0,47,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3421,74,81,95,71,94,0,22,44,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,50
3422,61,113,76,71,94,0,0,0,3,6,8,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3423,46,88,76,73,101,1,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,80
3424,59,112,94,71,94,0,0,23,23,0,0,2,6,1,30,13,0,0,0,0,0,0,0,0,0,0,20
3425,71,81,81,71,94,0,19,44,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,100
3426,16,119,76,76,128,0,0,0,2,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,15,7,0
3427,60,77,105,98,94,0,0,25,25,0,0,0,0,0,0,0,0,0,9,32,0,0,0,0,0,0,10
3428,133,77,76,71,94,0,46,2,24,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3429,105,110,76,71,94,0,0,0,8,46,20,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3430,99,93,76,71,94,0,0,0,1,43,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
3431,76,77,98,115,94,4,17,0,18,28,0,0,0,0,0,0,0,0,0,22,25,0,0,0,0,0,0
3432,78,77,76,71,94,24,24,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
3433,83,77,76,71,94,0,6,57,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
3434,41,92,153,85,94,0,0,0,0,0,29,16,0,0,0,0,0,33,38,0,0,0,0,0,0,0,0
3435,94,85,76,74,95,0,0,0,39,21,34,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,60
3436,70,106,76,71,94,0,0,28,18,0,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3437,52,81,76,111,115,0,0,0,0,30,16,0,0,0,0,0,0,0,0,0,0,0,32,6,0,0,0
3438,62,91,76,71,94,1,1,0,3,2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
3439,56,77,117,86,94,18,28,0,0,0,0,0,0,0,0,0,0,5,37,0,1,0,0,0,0,0,0
3440,53,90,76,71,94,8,1,0,1,2,34,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3441,22,129,76,117,107,0,0,0,1,2,0,0,26,34,0,0,0,0,0,0,0,11,27,0,0,0,0
3442,18,139,93,71,94,4,1,0,0,0,0,0,0,25,52,0,0,0,0,0,0,0,0,0,0,0,0
3443,107,103,76,71,94,16,63,0,2,0,0,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3444,82,142,76,71,94,0,0,0,0,35,45,0,16,44,0,0,0,0,0,0,0,0,0,0,0,0,0
3445,80,77,76,71,94,5,4,0,50,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3446,86,105,76,71,94,0,2,0,14,32,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3447,43,107,111,90,94,0,0,1,1,0,0,59,2,0,0,0,0,0,29,12,0,0,0,0,0,0,0
3448,88,77,76,71,94,56,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3449,56,106,93,71,94,0,14,32,0,0,0,0,0,0,33,10,0,0,0,0,0,0,0,0,0,0,60
3450,69,140,76,71,94,0,0,0,1,17,46,0,28,32,0,0,0,0,0,0,0,0,0,0,0,0,0
3451,135,77,76,71,94,24,55,2,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3452,83,124,120,71,94,0,0,28,20,7,0,34,10,0,0,35,23,0,0,0,0,0,0,0,0,0,0
3453,99,84,76,71,94,0,0,1,42,32,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3454,59,97,76,71,94,0,0,0,0,1,56,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
3455,98,108,76,71,94,0,0,0,0,26,67,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3456,112,98,76,71,94,31,31,2,1,0,37,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3457,85,108,76,79,164,0,44,5,0,0,0,53,7,0,0,0,0,0,0,0,0,0,0,0,21,20,0
3458,74,77,78,86,107,1,1,37,25,0,0,0,0,0,0,0,2,0,0,0,0,0,6,11,0,0,20
3459,145,77,76,71,94,8,71,0,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3460,49,104,76,71,94,1,2,0,1,2,11,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3461,82,94,76,71,94,0,0,0,0,41,32,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
3462,173,77,76,71,94,0,19,106,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3463,127,99,80,78,94,0,62,5,0,0,66,12,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0
3464,132,77,76,71,94,0,38,27,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3465,66,77,76,71,94,40,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3466,58,114,93,71,94,18,28,1,0,0,0,0,0,0,50,1,0,0,0,0,0,0,0,0,0,0,50
3467,34,146,76,71,94,0,0,3,2,0,0,10,51,28,0,0,0,0,0,0,0,0,0,0,0,0,0
3468,51,90,80,71,95,0,0,0,0,1,52,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,90
3469,71,80,76,71,94,0,3,0,0,49,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3470,74,77,76,71,94,7,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3471,63,77,78,71,95,37,9,1,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,100
3472,63,96,76,73,95,0,2,5,5,0,43,19,0,0,0,0,0,0,0,0,0,0,2,0,0,0,50
3473,55,105,76,72,94,0,1,2,3,0,22,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3474,72,78,81,76,94,0,0,0,0,60,3,1,0,0,0,0,0,0,4,0,2,0,0,0,0,0,100
3475,103,78,76,71,94,18,46,28,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3476,21,99,127,71,94,0,0,0,0,7,2,0,0,0,0,26,36,0,0,0,0,0,0,0,0,0,0
3477,20,113,104,79,94,2,1,0,4,0,0,0,0,0,30,28,0,0,0,0,3,3,0,0,0,0,0
3478,114,85,76,71,94,0,0,0,66,16,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3479,80,90,77,138,94,14,10,0,0,8,54,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0
3480,79,97,76,72,95,0,0,0,0,41,18,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40
3481,80,77,76,71,94,0,5,42,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3482,42,93,128,113,94,0,0,0,2,1,23,22,0,0,0,0,0,0,26,43,0,0,0,0,0,0,0
3483,76,77,76,71,94,0,0,19,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3484,72,132,100,71,94,0,0,0,32,31,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0
3485,130,77,76,71,94,0,0,62,56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3486,60,118,77,72,94,0,0,0,0,38,8,2,19,25,0,0,0,0,0,0,1,1,0,0,0,0,0
3487,159,91,76,71,94,55,24,0,41,5,32,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3488,18,114,103,71,94,0,3,0,0,2,0,0,0,0,35,24,0,1,0,0,0,0,0,0,0,0,0
3489,107,86,76,71,94,0,0,39,10,22,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3490,98,79,76,71,94,0,0,14,32,39,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
3491,149,77,76,71,94,16,64,2,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3492,133,77,76,72,95,3,14,72,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3493,75,77,76,71,94,50,13,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
3494,75,82,140,71,94,0,0,31,34,1,0,0,0,0,0,0,22,35,0,0,0,0,0,0,0,0,0
3495,82,77,76,71,94,0,2,32,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
3496,37,117,76,71,94,0,0,4,2,0,0,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3497,169,91,76,71,94,0,6,14,80,61,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3498,99,77,76,71,94,23,23,0,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3499,103,88,76,71,94,0,0,0,0,62,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
3500,64,92,76,71,94,0,0,0,8,1,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
3501,19,101,120,73,94,0,2,1,2,1,0,2,0,0,0,36,22,0,0,0,1,0,1,0,0,0,0
3502,17,116,76,75,100,0,0,0,0,0,0,0,17,27,0,0,0,0,0,0,0,2,0,0,2,1,0
3503,151,93,79,73,94,0,0,79,14,13,55,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0
3504,113,79,77,71,94,56,6,0,0,40,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3505,59,77,84,144,95,0,1,2,37,9,0,0,0,0,0,0,0,0,0,7,11,35,3,0,0,0,0
3506,59,77,79,80,94,0,1,20,28,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,100
3507,117,77,76,74,94,0,2,1,34,74,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3508,50,94,76,71,94,0,0,0,0,5,42,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,70
3509,68,77,76,71,94,0,2,11,43,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3510,64,77,76,71,94,6,43,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3511,51,82,78,71,94,0,1,13,8,14,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,100
3512,20,77,76,72,160,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,0
3513,92,104,76,71,94,2,0,12,50,1,1,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,40
3514,56,82,76,71,94,0,0,2,2,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3515,80,79,76,71,94,1,3,32,32,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3516,53,106,76,71,94,2,4,3,3,0,2,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3517,71,84,78,72,100,0,0,0,31,31,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,1,80
3518,77,78,77,71,94,47,21,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,80
3519,118,93,76,71,94,15,34,1,0,13,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3520,61,90,78,71,94,0,0,2,0,11,50,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,100
3521,81,130,77,71,94,0,0,12,50,0,0,0,44,20,3,0,0,0,0,0,0,0,0,0,0,0,0
3522,80,78,76,71,94,0,0,13,56,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3523,100,92,77,71,94,42,5,0,0,1,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3524,58,97,145,71,94,3,0,0,0,2,47,14,0,0,0,0,8,49,0,0,0,0,0,0,0,0,0
3525,21,77,76,79,168,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,14,27,0
3526,78,77,76,71,94,1,5,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
3527,22,106,93,71,94,0,3,4,3,0,0,0,0,0,33,10,0,0,0,0,0,0,0,0,0,0,40
3528,116,93,76,76,98,0,37,25,0,1,62,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0
3529,114,92,76,71,94,0,19,44,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3530,44,77,136,72,94,6,7,17,2,1,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0,0,0
3531,157,77,76,71,94,71,8,8,34,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3532,61,77,76,72,97,0,1,4,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100
3533,146,100,110,72,94,80,62,0,0,0,0,0,0,0,9,34,0,6,2,0,0,0,0,0,0,0,0
3534,21,117,79,71,94,0,6,0,2,0,0,0,0,34,9,0,0,0,0,0,0,0,0,0,0,0,0
3535,60,78,76,71,95,0,0,0,3,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
