,climbRate,Sgz,p,q,curPitch,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SeTime1,SeTime2,SeTime3,SeTime4,SeTime5,SeTime6,SeTime7,SeTime8,SeTime9,SeTime10,SeTime11,SeTime12,SeTime13,SeTime14,diffSeTime1,diffSeTime3,diffSeTime5,diffSeTime7,diffSeTime9,diffSeTime11,diffSeTime13,alpha,Se,goal
3691,198.0,-38.0,0.04,0.06,0.37,0.6,-7.0,-5.0,-0.009,-0.8,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,-0.0008
3692,104.0,-30.0,-0.25,0.05,0.45,0.3,-8.0,-4.0,-0.01,0.0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,-0.0005
3693,-218.0,-42.0,0.3,0.03,0.72,-0.7,-9.0,3.0,0.009,-0.7,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0006
3694,-216.0,-57.0,0.28,0.03,0.73,0.9,-7.0,-2.0,-0.006,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,-0.0007
3695,-351.0,-69.0,0.06,0.01,0.87,1.5,-7.0,-8.0,-0.01,0.6,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.6,0.019,-0.0006
3696,413.0,-48.0,-0.05,0.03,0.15,-0.7,-9.0,-1.0,0.004,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,-0.0005
3697,419.0,-27.0,0.14,0.02,0.14,-0.6,-9.0,1.0,0.008,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0007
3698,167.0,22.0,-0.19,0.09,0.41,0.1,-8.0,-11.0,-0.008,0.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,-0.0006
3699,-129.0,23.0,-0.18,0.09,0.67,-0.8,-9.0,-8.0,0.005,0.0,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,-0.0005
3700,-222.0,-12.0,0.31,-0.05,0.7,-0.5,-8.0,7.0,0.007,0.0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.017,-0.0006
3701,-99.0,-17.0,0.38,-0.03,0.59,0.3,-8.0,6.0,-0.002,-0.5,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0007
3702,22.0,-20.0,-0.09,-0.03,0.49,1.5,-7.0,3.0,-0.009,0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0005
3703,28.0,-10.0,0.07,0.02,0.5,0.5,-7.0,-2.0,0.002,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0006
3704,-95.0,-13.0,-0.1,0.04,0.62,0.7,-7.0,-3.0,-0.004,0.0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,-0.0007
3705,-140.0,-17.0,-0.17,-0.07,0.64,0.4,-8.0,1.0,-0.005,1.8,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0005
3706,-87.0,-32.0,0.23,0.02,0.6,0.4,-8.0,-1.0,0.002,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0006
3707,-95.0,-34.0,0.24,0.03,0.61,0.8,-7.0,-2.0,-0.003,-0.2,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,-0.0007
3708,132.0,-36.0,-0.29,-0.02,0.39,0.4,-8.0,3.0,-0.004,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0006
3709,176.0,-29.0,-0.29,0.03,0.37,-0.4,-8.0,-3.0,0.004,0.4,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,-0.0005
3710,-2.0,-20.0,0.21,0.01,0.51,-0.8,-9.0,3.0,0.01,0.4,0.02,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0006
3711,12.0,-20.0,0.32,0.01,0.51,-0.4,-8.0,1.0,0.008,0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.5,0.018,-0.0007
3712,-171.0,-23.0,0.25,0.1,0.71,0.4,-8.0,-11.0,-0.007,0.0,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.6,0.02,-0.0006
3713,90.0,-46.0,-0.15,-0.03,0.42,0.6,-7.0,4.0,-0.002,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0007
3714,130.0,-44.0,-0.17,-0.03,0.39,0.4,-8.0,4.0,-0.002,0.0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0005
3715,87.0,-13.0,0.23,0.03,0.45,0.9,-7.0,-2.0,0.0,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0007
3716,-114.0,18.0,-0.5,0.17,1.14,-2.2,-10.0,-15.0,0.018,0.4,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.036,-0.0006
3717,-350.0,10.0,-0.13,-0.05,1.33,-2.8,-11.0,-4.0,0.019,2.6,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.033,-0.0005
3718,-390.0,-5.0,0.33,0.08,1.37,-2.6,-10.0,-3.0,0.018,-0.2,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.032,0.032,0.033,0.0,0.0,0.0,0.0,0.0,-0.002,-0.002,0.9,0.033,-0.0008
3719,-337.0,-13.0,0.52,-0.05,1.23,-2.1,-10.0,10.0,0.015,-0.2,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.03,-0.0009
3720,-215.0,-28.0,0.46,0.02,1.13,0.0,-8.0,1.0,-0.008,-0.2,0.029,0.03,0.03,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,-0.002,-0.002,0.0,0.0,0.0,0.0,0.0,0.9,0.031,-0.0008
3721,-209.0,-31.0,0.4,0.02,1.12,0.3,-8.0,0.0,-0.009,-0.2,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.029,0.029,0.03,0.03,0.031,0.031,0.031,0.0,0.0,0.0,-0.001,-0.002,-0.002,0.0,0.9,0.031,-0.0009
3722,103.0,-31.0,-0.09,0.03,0.77,1.3,-7.0,-4.0,-0.01,0.6,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.031,-0.0011
3723,-5.0,-29.0,-0.34,0.09,0.9,0.8,-7.0,-7.0,-0.013,-0.2,0.03,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.032,-0.001
3724,-82.0,-30.0,-0.47,0.1,0.98,0.3,-8.0,-8.0,-0.01,-0.2,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.028,0.028,0.03,0.03,0.032,0.0,0.0,0.0,0.0,-0.002,-0.004,-0.002,0.9,0.032,-0.0007
3725,246.0,1.0,0.34,0.02,0.54,-1.6,-9.0,2.0,0.007,-0.2,0.03,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.028,-0.0009
3726,-146.0,14.0,0.13,0.12,0.99,0.5,-7.0,-11.0,-0.008,-0.2,0.029,0.029,0.029,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.8,0.03,-0.001
3727,-286.0,4.0,-0.1,-0.08,1.05,0.6,-7.0,4.0,-0.012,0.9,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.026,-0.0006
3728,-33.0,1.0,0.14,0.09,0.82,0.0,-8.0,-7.0,0.004,-0.2,0.027,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.028,-0.0007
3729,-129.0,-2.0,0.19,0.02,0.91,0.3,-8.0,-8.0,0.003,0.4,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.026,0.026,0.027,0.027,0.027,0.0,0.0,0.0,0.0,-0.002,-0.002,0.0,0.8,0.027,-0.0006
3730,-141.0,-4.0,0.2,-0.17,0.87,0.4,-8.0,3.0,0.001,2.3,0.023,0.023,0.023,0.023,0.023,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.7,0.024,-0.0008
3731,38.0,-5.0,0.2,-0.15,0.63,0.7,-7.0,15.0,-0.006,0.7,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.023,-0.0007
3732,136.0,7.0,0.03,0.09,0.63,1.1,-7.0,-7.0,-0.005,-0.4,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.027,-0.0008
3733,-38.0,7.0,-0.26,0.01,0.75,0.7,-7.0,3.0,-0.007,-0.8,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.025,-0.0006
3734,-64.0,15.0,0.12,0.11,0.81,-0.6,-8.0,-10.0,0.007,0.0,0.023,0.024,0.024,0.024,0.024,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,-0.002,0.0,-0.003,0.0,0.0,0.0,0.0,0.8,0.027,-0.0007
3735,-56.0,9.0,0.2,-0.05,0.73,0.0,-8.0,5.0,-0.002,0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.023,-0.0008
3736,31.0,10.0,0.1,0.02,0.67,0.5,-8.0,-4.0,-0.006,0.4,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.025,-0.0009
3737,-30.0,10.0,-0.1,0.06,0.73,0.5,-7.0,-5.0,-0.012,0.0,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.025,-0.0006
3738,18.0,-6.0,0.26,0.02,0.64,0.9,-7.0,1.0,-0.004,-0.3,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.023,-0.0007
3739,7.0,-5.0,0.08,0.03,0.66,1.6,-6.0,-2.0,-0.008,-0.2,0.022,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.023,-0.0008
3740,44.0,-4.0,-0.27,-0.02,0.6,1.3,-7.0,2.0,-0.011,0.0,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.022,-0.0006
3741,131.0,4.0,-0.28,0.03,0.53,-0.4,-8.0,-4.0,0.006,0.5,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.023,-0.0005
3742,18.0,12.0,0.25,0.05,0.63,-0.5,-8.0,-4.0,0.008,-0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.023,-0.0007
3743,-17.0,12.0,0.33,0.06,0.66,-0.2,-8.0,-4.0,0.006,-0.1,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.023,0.023,0.023,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,0.6,0.023,-0.0009
3744,-25.0,11.0,0.29,0.05,0.66,0.4,-8.0,-1.0,-0.008,-0.8,0.023,0.023,0.023,0.023,0.023,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.022,-0.001
3745,-73.0,9.0,-0.19,-0.11,0.65,0.6,-7.0,9.0,-0.022,1.7,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-0.0005
3746,214.0,15.0,-0.15,0.03,0.42,-0.9,-9.0,-1.0,0.013,-0.6,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.022,-0.0004
3747,150.0,26.0,0.28,0.08,0.49,-0.7,-9.0,-6.0,0.012,-0.2,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.023,-0.0008
3748,14.0,29.0,0.4,0.16,0.64,0.2,-8.0,-11.0,-0.013,-1.2,0.022,0.022,0.022,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.7,0.024,-0.0009
3749,-35.0,29.0,0.35,0.14,0.7,0.4,-8.0,-14.0,-0.013,-0.5,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.7,0.024,-0.0008
3750,-108.0,28.0,0.28,0.12,0.76,0.6,-7.0,-13.0,-0.013,0.2,0.021,0.021,0.021,0.021,0.021,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.024,0.0,0.0,-0.002,0.0,0.0,0.0,-0.002,0.7,0.024,-0.0009
3751,-91.0,20.0,-0.27,-0.03,0.67,0.6,-7.0,4.0,-0.016,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,-0.0005
3752,-31.0,18.0,-0.45,-0.03,0.61,0.1,-8.0,4.0,-0.013,0.0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.0,0.0,0.0,-0.001,-0.001,-0.002,0.001,0.6,0.02,-0.0004
3753,225.0,28.0,0.35,-0.02,0.37,-0.4,-8.0,3.0,0.01,-0.1,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,-0.0005
3754,245.0,31.0,0.41,-0.01,0.35,-0.1,-8.0,3.0,0.009,-0.1,0.021,0.022,0.022,0.022,0.022,0.021,0.021,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.002,0.0,0.0,0.001,0.0,0.0,0.0,0.6,0.02,-0.0008
3755,249.0,37.0,0.49,0.02,0.38,0.6,-7.0,-7.0,-0.001,-0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-0.001
3756,221.0,42.0,0.32,0.07,0.4,1.2,-7.0,-6.0,-0.019,-0.6,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-0.0009
3757,129.0,47.0,-0.05,0.14,0.5,1.4,-7.0,-8.0,-0.021,-0.5,0.022,0.022,0.022,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.6,0.023,-0.0008
3758,-81.0,47.0,-0.47,0.07,0.68,0.7,-7.0,-6.0,-0.013,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-0.0006
3759,-120.0,46.0,-0.55,0.07,0.72,0.3,-8.0,-6.0,-0.01,0.0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,0.0,-0.001,-0.001,-0.001,0.0,0.0,0.6,0.021,-0.0005
3760,-149.0,44.0,-0.6,0.06,0.74,-0.1,-8.0,-6.0,-0.006,0.0,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.001,0.0,-0.001,0.0,0.0,-0.001,-0.001,0.6,0.021,-0.0004
3761,-171.0,28.0,0.51,0.08,0.76,-0.7,-9.0,-5.0,0.013,-0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-0.0006
3762,-224.0,25.0,0.63,0.07,0.81,-0.1,-8.0,-6.0,0.01,0.0,0.021,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.021,0.021,0.021,0.021,0.021,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-0.0008
3763,-290.0,21.0,0.64,0.13,0.89,0.6,-7.0,-10.0,-0.006,-0.8,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.021,0.021,0.021,0.021,0.022,0.022,0.022,0.0,0.0,-0.002,-0.002,0.0,-0.002,0.0,0.6,0.022,-0.0009
3764,-318.0,12.0,0.4,-0.03,0.84,1.5,-6.0,8.0,-0.023,-0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,0.5,0.019,-0.001
3765,-134.0,4.0,-0.07,-0.06,0.67,1.9,-6.0,8.0,-0.028,-0.4,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,-0.0009
3766,-88.0,3.0,-0.23,-0.08,0.62,1.8,-6.0,8.0,-0.027,0.1,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.5,0.019,-0.0007
3767,82.0,3.0,-0.59,-0.02,0.47,0.9,-7.0,8.0,-0.005,-1.1,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.5,0.019,-0.0005
3768,-2.0,8.0,-0.3,0.06,0.58,-1.4,-9.0,-4.0,0.013,-0.2,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.021,-0.0004
3769,-54.0,6.0,0.08,0.05,0.62,-1.7,-10.0,-2.0,0.018,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,-0.0005
3770,-16.0,4.0,0.4,-0.04,0.54,-1.0,-9.0,11.0,0.006,-0.6,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0007
3771,122.0,5.0,0.45,0.07,0.43,-0.2,-8.0,6.0,-0.006,-1.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.5,0.02,-0.0008
3772,149.0,8.0,0.34,-0.02,0.4,0.4,-8.0,6.0,-0.01,-0.3,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,-0.0009
3773,172.0,10.0,0.27,0.0,0.39,0.6,-7.0,2.0,-0.013,-0.5,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.019,-0.0008
3774,-23.0,18.0,-0.19,0.16,0.64,0.8,-7.0,-16.0,-0.013,0.3,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.022,-0.0005
3775,-284.0,14.0,-0.35,0.16,0.88,0.3,-8.0,-17.0,-0.007,0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.021,0.021,0.021,0.021,0.022,0.0,0.0,0.0,-0.001,-0.002,-0.001,-0.002,0.6,0.022,-0.0004
3776,66.0,-2.0,0.13,-0.06,0.43,-0.3,-8.0,17.0,0.013,-2.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.5,0.017,-0.0005
3777,301.0,10.0,0.34,0.05,0.26,0.7,-7.0,4.0,0.0,-0.7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.02,-0.0007
3778,258.0,20.0,0.28,0.18,0.35,1.4,-7.0,-8.0,-0.011,-2.6,0.02,0.02,0.02,0.02,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.6,0.021,-0.0008
3779,24.0,26.0,-0.15,0.07,0.55,1.6,-6.0,-8.0,-0.019,0.3,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.02,-0.0007
3780,-42.0,23.0,-0.46,0.01,0.57,0.2,-8.0,2.0,-0.002,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.019,-0.0006
3781,-27.0,22.0,-0.46,0.01,0.56,-0.3,-8.0,2.0,0.0,0.0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.019,0.019,0.019,0.019,0.019,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.5,0.019,-0.0005
3782,-191.0,-7.0,0.3,-0.02,0.7,-1.1,-9.0,4.0,0.009,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0004
3783,-166.0,-9.0,0.35,-0.01,0.68,-0.9,-9.0,4.0,0.008,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,-0.001,-0.001,0.0,0.0,0.0,0.5,0.018,-0.0005
3784,-63.0,-14.0,0.49,-0.02,0.58,0.4,-8.0,2.0,0.0,0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.018,-0.0007
