,a1,a2,a3,a4,a5,y2,y1
1821,0.65959,0.431405,0.749878,0.707299,0.598476,0.189747,0.06517
1822,0.656026,0.414443,0.767299,0.766944,0.603565,0.159594,0.073741
1823,0.654345,0.417648,0.76685,0.805645,0.602815,0.143312,0.087944
1824,0.652664,0.444118,0.778294,0.770311,0.595567,0.127029,0.102147
1825,0.652473,0.455141,0.804092,0.717538,0.591189,0.110747,0.11635
1826,0.653986,0.445371,0.809047,0.697162,0.59588,0.094465,0.130553
1827,0.6555,0.423516,0.805803,0.700734,0.600571,0.09257,0.132252
1828,0.657444,0.427818,0.804874,0.715191,0.59905,0.109488,0.117599
1829,0.659882,0.436542,0.797811,0.729649,0.601513,0.126407,0.102945
1830,0.664006,0.434818,0.792547,0.722834,0.6072,0.143325,0.088292
1831,0.665037,0.439433,0.79189,0.727029,0.602099,0.181359,0.073639
1832,0.66033,0.419424,0.778955,0.727301,0.603975,0.220439,0.058985
1833,0.655623,0.422332,0.761955,0.713785,0.605248,0.224781,0.050656
1834,0.653897,0.442637,0.756724,0.733946,0.596717,0.229123,0.050595
1835,0.655578,0.424892,0.750624,0.719806,0.604069,0.233464,0.050534
1836,0.658828,0.420573,0.734449,0.717856,0.611598,0.237806,0.050473
1837,0.65736,0.435027,0.735633,0.762079,0.605476,0.242147,0.050412
1838,0.652019,0.426912,0.731213,0.748755,0.602803,0.246489,0.050351
1839,0.650759,0.430813,0.722883,0.705105,0.602615,0.25083,0.05029
1840,0.652558,0.447983,0.71532,0.701958,0.596611,0.255172,0.050229
1841,0.657853,0.450456,0.70151,0.709249,0.587558,0.259514,0.050168
1842,0.658991,0.433617,0.696926,0.700768,0.597666,0.263855,0.050107
1843,0.655376,0.42228,0.693067,0.687932,0.60421,0.268197,0.050046
1844,0.653213,0.425171,0.690905,0.641769,0.601747,0.272538,0.049985
1845,0.648629,0.439607,0.692477,0.608058,0.603882,0.27688,0.049924
1846,0.64919,0.429019,0.675291,0.649763,0.61127,0.281221,0.049863
1847,0.654525,0.425676,0.655218,0.665072,0.612337,0.288367,0.049802
1848,0.657842,0.427173,0.644067,0.697445,0.609628,0.299438,0.049741
1849,0.663451,0.423621,0.643381,0.820998,0.600762,0.297123,0.04968
1850,0.664712,0.424683,0.650332,0.791833,0.597678,0.277306,0.049619
1851,0.663894,0.419441,0.650399,0.711687,0.599695,0.257488,0.049558
1852,0.6607,0.434749,0.648246,0.716382,0.594934,0.23767,0.049497
1853,0.65578,0.440495,0.643444,0.653766,0.598909,0.225768,0.049436
1854,0.653673,0.438005,0.634676,0.762907,0.599789,0.224215,0.049375
1855,0.654132,0.421496,0.628147,0.754538,0.604445,0.222663,0.04934
1856,0.651274,0.427661,0.621956,0.695994,0.606849,0.221111,0.04934
1857,0.651045,0.421165,0.618909,0.769881,0.608478,0.219558,0.04934
1858,0.653818,0.413782,0.620718,0.792763,0.607787,0.218006,0.04934
1859,0.653964,0.420922,0.622487,0.738652,0.603776,0.216454,0.04934
1860,0.655107,0.425536,0.621314,0.699361,0.603307,0.214902,0.04934
1861,0.654743,0.425867,0.614753,0.697003,0.607271,0.213349,0.04934
1862,0.64743,0.419459,0.61133,0.701913,0.608455,0.211797,0.04934
1863,0.645962,0.44161,0.608395,0.71594,0.596858,0.210245,0.04934
1864,0.645525,0.423586,0.604352,0.682432,0.601126,0.208692,0.04934
1865,0.638632,0.419023,0.598408,0.694565,0.606884,0.20714,0.04934
1866,0.631739,0.438928,0.593203,0.702582,0.602861,0.205588,0.04934
1867,0.631476,0.422733,0.588844,0.664539,0.609077,0.210161,0.049541
1868,0.638789,0.408331,0.584484,0.762929,0.616734,0.222744,0.050004
1869,0.639237,0.431736,0.58147,0.840604,0.607071,0.235327,0.050466
1870,0.63184,0.428775,0.578713,0.77957,0.603377,0.24791,0.050929
1871,0.62868,0.413625,0.582238,0.759585,0.608619,0.210736,0.051392
1872,0.630361,0.415401,0.591731,0.764086,0.608912,0.15273,0.051855
1873,0.628041,0.403141,0.596601,0.766331,0.608713,0.152569,0.052317
1874,0.624444,0.422193,0.59363,0.742666,0.596998,0.152408,0.05278
1875,0.621003,0.439956,0.585526,0.755321,0.592466,0.152247,0.053243
1876,0.617243,0.426215,0.589126,0.741827,0.600645,0.152086,0.053706
1877,0.617831,0.406694,0.592045,0.701788,0.604925,0.151925,0.054168
1878,0.616733,0.424283,0.580588,0.712799,0.600809,0.151764,0.054631
1879,0.617316,0.428096,0.573285,0.745796,0.600727,0.151604,0.055094
1880,0.619277,0.419703,0.576446,0.754391,0.603506,0.151443,0.055557
1881,0.6181,0.431039,0.583969,0.744583,0.605054,0.151282,0.056019
1882,0.619551,0.433251,0.585608,0.741748,0.603612,0.151121,0.056482
1883,0.624006,0.427173,0.576335,0.7366,0.602217,0.15096,0.056945
1884,0.626068,0.423447,0.571188,0.747565,0.605758,0.150799,0.057408
1885,0.625396,0.427086,0.581952,0.732075,0.604163,0.150638,0.05787
1886,0.621899,0.424509,0.583736,0.713256,0.600997,0.152971,0.058333
1887,0.617293,0.443473,0.577297,0.70753,0.600716,0.158563,0.058796
1888,0.622247,0.43386,0.586048,0.701803,0.6055,0.164156,0.059259
1889,0.631633,0.434522,0.591706,0.706846,0.601278,0.169748,0.059722
1890,0.636761,0.427086,0.584622,0.724194,0.60231,0.175341,0.056496
1891,0.641888,0.429942,0.575709,0.732098,0.599414,0.180933,0.048446
1892,0.647015,0.442028,0.585578,0.729207,0.593949,0.176222,0.075123
1893,0.647475,0.41972,0.602013,0.726315,0.600821,0.158037,0.117937
1894,0.645228,0.427556,0.610423,0.734298,0.599074,0.139852,0.122469
1895,0.645984,0.431091,0.622626,0.735341,0.597279,0.121667,0.127
1896,0.646741,0.402741,0.613899,0.71425,0.61012,0.130831,0.104376
1897,0.647497,0.421392,0.596459,0.710939,0.610812,0.157929,0.0707
1898,0.649444,0.432659,0.594313,0.715486,0.604925,0.161713,0.069009
1899,0.65275,0.425832,0.595254,0.712816,0.604843,0.165496,0.067319
1900,0.656056,0.424056,0.601545,0.718173,0.605301,0.169279,0.065628
1901,0.655191,0.430012,0.608608,0.717856,0.601736,0.173063,0.063938
1902,0.649559,0.434557,0.60987,0.716489,0.602451,0.176846,0.062247
1903,0.647615,0.427556,0.609952,0.721337,0.605899,0.18063,0.060557
1904,0.649885,0.429925,0.604008,0.729955,0.601724,0.184413,0.058867
1905,0.655724,0.406502,0.592209,0.742882,0.605242,0.188196,0.057176
1906,0.661014,0.409202,0.584403,0.750014,0.606462,0.19198,0.055486
1907,0.663406,0.429698,0.595978,0.738658,0.602263,0.170703,0.076697
1908,0.668534,0.426668,0.60858,0.71374,0.603741,0.140574,0.105248
1909,0.670484,0.418118,0.605968,0.71438,0.606649,0.141726,0.104235
1910,0.672215,0.42827,0.607799,0.744231,0.602178,0.142878,0.103221
1911,0.677847,0.437848,0.609378,0.73872,0.600639,0.144029,0.102207
1912,0.678497,0.438475,0.609997,0.708909,0.5991,0.145181,0.101194
1913,0.670865,0.445859,0.608419,0.713865,0.597561,0.146332,0.10018
1914,0.664471,0.460992,0.615441,0.715758,0.593539,0.147484,0.099166
1915,0.662874,0.451501,0.626646,0.712124,0.596119,0.148636,0.098153
1916,0.657707,0.433216,0.627767,0.730578,0.603577,0.149787,0.097139
1917,0.65309,0.411988,0.624733,0.731293,0.606907,0.150939,0.096126
1918,0.653762,0.425745,0.615003,0.754357,0.605688,0.15209,0.095112
1919,0.656828,0.427818,0.605943,0.775494,0.608397,0.153242,0.094098
1920,0.662627,0.39736,0.609398,0.731055,0.615609,0.154394,0.093085
1921,0.663681,0.415976,0.611234,0.719925,0.611563,0.155545,0.092071
1922,0.66237,0.417195,0.615449,0.75692,0.607517,0.156697,0.091057
1923,0.664555,0.399937,0.618379,0.760815,0.603471,0.157848,0.090044
1924,0.664779,0.401714,0.610439,0.726882,0.605172,0.159,0.08903
1925,0.664723,0.421548,0.6101,0.710372,0.603753,0.160152,0.088016
1926,0.666909,0.436438,0.620306,0.721553,0.601935,0.161303,0.085155
1927,0.667447,0.422332,0.629688,0.713524,0.603694,0.162455,0.079878
1928,0.666102,0.428828,0.630656,0.691719,0.679824,0.163606,0.074601
1929,0.664757,0.443369,0.621371,0.726111,0.760763,0.164758,0.069324
1930,0.666315,0.435166,0.611693,0.768633,0.760258,0.176926,0.064047
1931,0.665463,0.437779,0.603068,0.745524,0.778728,0.2035,0.05877
1932,0.662198,0.446364,0.590058,0.743131,0.783254,0.230073,0.053493
1933,0.663655,0.436856,0.584384,0.749209,0.781495,0.243706,0.048216
1934,0.665112,0.439485,0.57997,0.727642,0.787453,0.240416,0.042939
1935,0.663928,0.434609,0.572894,0.728469,0.789669,0.237125,0.037662
1936,0.659725,0.434679,0.572552,0.733481,0.785576,0.233835,0.035112
1937,0.655522,0.435149,0.57801,0.763077,0.788543,0.230544,0.036128
1938,0.653437,0.41716,0.576457,0.766955,0.794571,0.227254,0.037143
1939,0.658402,0.396141,0.570738,0.726916,0.805078,0.223963,0.038158
1940,0.664617,0.418309,0.56719,0.733618,0.802686,0.220673,0.039174
1941,0.666214,0.441836,0.563952,0.747701,0.792835,0.217382,0.040189
1942,0.665183,0.432223,0.558233,0.743687,0.796904,0.214092,0.041205
1943,0.66256,0.411309,0.55415,0.731032,0.803676,0.210802,0.04222
1944,0.661552,0.420817,0.554863,0.674075,0.802709,0.207511,0.043235
1945,0.657797,0.429019,0.554407,0.743653,0.801673,0.204221,0.044251
1946,0.654121,0.41824,0.54879,0.771604,0.800559,0.20093,0.045266
1947,0.656553,0.424509,0.546178,0.712039,0.799445,0.19764,0.046282
1948,0.659176,0.440722,0.549657,0.729218,0.793679,0.194349,0.047297
1949,0.656407,0.430203,0.548504,0.721235,0.794336,0.191059,0.048313
1950,0.655841,0.410682,0.543384,0.745059,0.803237,0.187768,0.049328
1951,0.660969,0.417404,0.543753,0.747213,0.798018,0.185585,0.050343
1952,0.662291,0.43238,0.545021,0.71793,0.793679,0.184849,0.051359
1953,0.663031,0.41413,0.549211,0.771423,0.797332,0.184112,0.052374
1954,0.665846,0.399937,0.549214,0.749073,0.796717,0.183376,0.05339
1955,0.666115,0.426947,0.550108,0.702077,0.793433,0.18264,0.054405
1956,0.666384,0.445267,0.55383,0.725975,0.787101,0.181904,0.05542
1957,0.666653,0.434975,0.551123,0.729354,0.786884,0.181167,0.056436
1958,0.666922,0.432345,0.549538,0.740001,0.793656,0.180431,0.057451
1959,0.666124,0.437587,0.547952,0.739797,0.795216,0.179695,0.058467
1960,0.664107,0.433564,0.548657,0.695087,0.794922,0.178959,0.059482
1961,0.664953,0.433878,0.553183,0.744707,0.792753,0.178222,0.060497
1962,0.669072,0.451344,0.56209,0.776491,0.793668,0.177486,0.061513
1963,0.669896,0.422994,0.570125,0.724115,0.800815,0.17675,0.062528
1964,0.666954,0.386354,0.573241,0.749164,0.801255,0.176014,0.063544
1965,0.66562,0.406764,0.575572,0.759584,0.796236,0.175278,0.064559
1966,0.666124,0.410177,0.566695,0.744923,0.79959,0.174541,0.065574
1967,0.664001,0.405562,0.55461,0.719421,0.803061,0.173805,0.06659
1968,0.658873,0.430447,0.552328,0.68411,0.794805,0.173069,0.067605
1969,0.655746,0.437605,0.550046,0.717788,0.796119,0.172333,0.068621
1970,0.657926,0.422141,0.545423,0.751942,0.798933,0.171596,0.070088
1971,0.663558,0.406938,0.540871,0.735477,0.805277,0.17086,0.072145
1972,0.665934,0.420817,0.539457,0.738085,0.802604,0.170124,0.074202
1973,0.668119,0.44248,0.546145,0.724104,0.788379,0.169388,0.076259
1974,0.668965,0.438702,0.555722,0.687421,0.784978,0.168651,0.078316
1975,0.66367,0.418832,0.5562,0.760401,0.795051,0.167915,0.080373
1976,0.66163,0.420173,0.551463,0.716575,0.798441,0.167179,0.08243
1977,0.666214,0.427052,0.496,0.682251,0.800305,0.360521,0.053443
1978,0.674115,0.416847,0.405965,0.722993,0.812688,0.686163,0.017054
1979,0.678878,0.425171,0.349912,0.713037,0.801912,0.780612,0.024075
1980,0.680055,0.430465,0.344653,0.709431,0.785881,0.589668,0.031096
1981,0.680291,0.426372,0.371107,0.66794,0.787112,0.317219,0.038117
1982,0.67945,0.436176,0.381425,0.736747,0.788344,0.292554,0.045138
1983,0.678609,0.425206,0.385685,0.725317,0.796142,0.304546,0.052159
1984,0.676226,0.416864,0.435948,0.763066,0.790677,0.187698,0.21233
1985,0.672079,0.424213,0.509491,0.753257,0.787007,0.028532,0.419295
1986,0.667932,0.425258,0.530036,0.712927,0.793386,0.034349,0.374512
1987,0.665224,0.428253,0.53407,0.719617,0.790466,0.040167,0.311311
1988,0.664159,0.429176,0.512044,0.726307,0.796154,0.077668,0.214301
1989,0.663094,0.448767,0.475045,0.691379,0.798229,0.156601,0.086943
1990,0.664253,0.442986,0.467111,0.690562,0.798675,0.199938,0.085791
1991,0.665382,0.441697,0.468054,0.707526,0.795861,0.196724,0.08464
1992,0.663574,0.440147,0.467485,0.697581,0.800457,0.193511,0.083488
1993,0.661767,0.439137,0.46519,0.747327,0.800458,0.190297,0.082337
1994,0.65996,0.442759,0.463774,0.757634,0.7947,0.187084,0.081185
1995,0.662095,0.421653,0.46676,0.765957,0.798264,0.18387,0.080034
1996,0.668736,0.421496,0.473627,0.768735,0.795778,0.180657,0.078882
1997,0.673022,0.438092,0.483928,0.683214,0.790372,0.177444,0.079228
1998,0.67462,0.439921,0.484781,0.714012,0.791604,0.17423,0.081531
1999,0.671784,0.451379,0.485215,0.767601,0.785096,0.171017,0.083834
2000,0.665138,0.438493,0.492059,0.691356,0.78995,0.167803,0.086137
2001,0.659927,0.402637,0.490695,0.73423,0.802897,0.16459,0.087526
2002,0.656912,0.401331,0.485581,0.765866,0.802897,0.161376,0.087722
2003,0.651779,0.425763,0.480006,0.750037,0.799367,0.160983,0.087917
2004,0.644807,0.4243,0.475299,0.763723,0.799765,0.164276,0.088112
2005,0.64641,0.407669,0.464558,0.724818,0.802533,0.16757,0.088307
2006,0.648125,0.426721,0.461877,0.735727,0.797608,0.170863,0.088502
2007,0.647805,0.425989,0.459368,0.773021,0.795597,0.174157,0.088697
2008,0.651924,0.425397,0.456128,0.732416,0.796916,0.17745,0.088892
2009,0.652003,0.43083,0.456025,0.729297,0.796922,0.180744,0.089088
2010,0.654838,0.426703,0.457042,0.720328,0.795427,0.184038,0.089283
2011,0.662885,0.42282,0.464484,0.725476,0.79939,0.182332,0.089478
2012,0.664785,0.42484,0.476833,0.75307,0.793093,0.17409,0.091333
2013,0.66386,0.429281,0.486019,0.737167,0.790185,0.165847,0.095357
2014,0.662936,0.418727,0.485691,0.744798,0.79776,0.157605,0.099382
2015,0.662011,0.440339,0.487533,0.745116,0.79844,0.149363,0.103407
2016,0.656732,0.424892,0.490225,0.721178,0.806157,0.149601,0.107432
2017,0.64993,0.421113,0.485568,0.734921,0.794993,0.160928,0.087466
2018,0.649503,0.429524,0.47542,0.788375,0.872343,0.172256,0.061106
2019,0.656407,0.411291,0.464897,0.895316,0.941413,0.183584,0.067412
2020,0.662235,0.412981,0.468915,0.941795,0.928526,0.194911,0.073717
2021,0.663205,0.425292,0.474482,0.906468,0.962381,0.179324,0.080023
2022,0.666819,0.440948,0.48603,0.909104,0.969405,0.151071,0.083567
2023,0.668119,0.430186,0.495385,0.899001,0.97385,0.15228,0.0835
2024,0.666774,0.423995,0.491132,0.883784,0.980616,0.153488,0.083433
2025,0.66543,0.419685,0.491436,0.903333,0.992401,0.154697,0.083366
2026,0.665889,0.432868,0.50004,0.911145,0.99117,0.155905,0.083299
2027,0.665272,0.426546,0.5001,0.932577,0.994465,0.157114,0.083231
2028,0.665384,0.407756,0.501639,0.934561,0.994442,0.158322,0.083164
2029,0.668035,0.423499,0.497891,0.854075,0.985424,0.159531,0.083097
2030,0.667951,0.431039,0.486027,0.919854,0.987277,0.16074,0.08303
2031,0.670181,0.41056,0.482452,0.984,0.992542,0.161948,0.082963
2032,0.671781,0.400181,0.482337,0.919774,0.996986,0.163157,0.082896
2033,0.669638,0.423534,0.481107,0.931533,0.989364,0.164365,0.082829
2034,0.667494,0.425414,0.489957,0.928687,0.983794,0.165574,0.082762
2035,0.665351,0.417683,0.502803,0.933631,0.987441,0.166783,0.082695
2036,0.66324,0.421331,0.494899,0.964474,0.987183,0.167991,0.082628
2037,0.661167,0.430343,0.483797,0.905793,0.98635,0.168633,0.082561
2038,0.659093,0.42235,0.481621,0.881606,0.994618,0.168533,0.082494
2039,0.658576,0.428323,0.482006,0.916078,0.990818,0.168432,0.082427
2040,0.659837,0.449917,0.483769,0.931726,0.983981,0.168332,0.082359
2041,0.662941,0.451101,0.484442,0.948384,0.984673,0.168232,0.082292
2042,0.665172,0.445859,0.482337,0.921736,0.983987,0.168132,0.082225
2043,0.668153,0.417369,0.479976,0.92236,0.987945,0.168032,0.082158
2044,0.671126,0.41662,0.477483,0.93502,0.984146,0.167932,0.082091
2045,0.668661,0.433477,0.481692,0.88731,0.98445,0.167832,0.082024
2046,0.666195,0.42228,0.492592,0.902505,0.990138,0.167452,0.082994
2047,0.668175,0.427365,0.491206,0.948395,0.982985,0.166706,0.085319
2048,0.670921,0.427487,0.489132,0.953316,0.985963,0.16596,0.087645
2049,0.671795,0.427295,0.49729,0.9376,0.986456,0.165214,0.08997
2050,0.676166,0.425502,0.496973,0.934686,0.981601,0.164468,0.091036
2051,0.676222,0.426895,0.488175,0.970336,0.984216,0.163722,0.090455
2052,0.674524,0.427017,0.488618,0.926385,0.987616,0.162976,0.089873
2053,0.676458,0.422593,0.495043,0.846693,0.988051,0.16223,0.089292
2054,0.674194,0.42942,0.502035,0.914071,0.986057,0.161484,0.08871
2055,0.671919,0.426895,0.506383,0.961583,0.985459,0.160738,0.088129
2056,0.67255,0.441262,0.496634,0.921725,0.98567,0.159992,0.087548
2057,0.670253,0.414548,0.486393,0.946444,0.999531,0.159246,0.086966
2058,0.667955,0.39797,0.486374,0.914252,0.997878,0.1585,0.086385
2059,0.667828,0.410856,0.490859,0.944143,0.993246,0.157754,0.085804
2060,0.667671,0.415192,0.494366,1.0,0.99518,0.157008,0.085222
2061,0.664645,0.417421,0.491212,0.907074,0.994037,0.156262,0.084641
2062,0.661619,0.42949,0.493081,0.91821,0.989375,0.155516,0.08406
2063,0.661496,0.447896,0.494234,0.97257,0.981718,0.15477,0.083478
2064,0.660532,0.45373,0.488872,0.923494,0.978845,0.154024,0.082897
2065,0.658111,0.435776,0.486568,0.936058,0.983219,0.153278,0.082315
2066,0.66228,0.429785,0.481148,0.932656,0.985154,0.152532,0.08157
2067,0.666827,0.424091,0.479139,0.918176,0.99185,0.151786,0.080611
2068,0.668116,0.427469,0.482162,0.926232,0.988227,0.15104,0.079651
2069,0.669404,0.433268,0.488391,0.917643,0.979807,0.150294,0.078692
2070,0.665306,0.442428,0.488287,0.928778,0.981155,0.149548,0.077732
2071,0.660308,0.43743,0.485437,0.919038,0.982152,0.148802,0.076773
2072,0.661316,0.41049,0.485584,0.896824,0.987294,0.148056,0.075814
2073,0.662325,0.422297,0.48419,0.935321,0.989669,0.14731,0.074854
2074,0.665726,0.437831,0.482783,0.937373,0.988473,0.146564,0.073895
2075,0.671863,0.427644,0.491788,0.926158,0.992225,0.145818,0.072935
2076,0.674272,0.431005,0.498676,0.927644,0.988238,0.145072,0.071976
2077,0.672423,0.447618,0.501824,0.875427,0.977813,0.144327,0.076923
2078,0.670574,0.44107,0.510024,0.91838,0.980663,0.144221,0.089593
2079,0.668724,0.434818,0.513782,0.974056,0.978329,0.144953,0.102264
2080,0.668993,0.434104,0.517051,0.935525,0.980047,0.145685,0.108133
2081,0.667996,0.431422,0.509201,0.943269,0.988754,0.146417,0.105107
2082,0.666236,0.428828,0.499982,0.947227,0.9856,0.147149,0.102081
2083,0.664891,0.428236,0.50368,0.949483,0.985717,0.14788,0.099055
2084,0.659512,0.40645,0.504623,0.949892,0.9946,0.148612,0.096029
2085,0.657898,0.416272,0.509794,0.929322,0.991522,0.149344,0.093003
2086,0.657018,0.436838,0.509122,0.946671,0.987992,0.150076,0.091121
2087,0.652059,0.433669,0.503117,0.934334,0.988625,0.150808,0.090737
2088,0.649845,0.428358,0.500983,0.895452,0.989763,0.15154,0.090352
2089,0.65077,0.437378,0.499753,0.908662,0.9875,0.152272,0.089967
2090,0.653277,0.441575,0.504754,0.949381,0.982586,0.153004,0.089583
2091,0.657591,0.437117,0.512568,0.926975,0.983102,0.153736,0.089198
2092,0.661906,0.405736,0.517398,0.905793,0.992202,0.154468,0.088814
2093,0.662364,0.417491,0.52402,0.88155,0.989939,0.1552,0.088429
2094,0.658413,0.431074,0.535039,0.904036,0.98757,0.155931,0.088044
2095,0.655836,0.43036,0.539487,0.936613,0.982797,0.156663,0.08766
2096,0.654827,0.432398,0.542012,0.903967,0.981824,0.157395,0.087275
2097,0.655518,0.431022,0.537117,0.910726,0.983313,0.158127,0.086891
2098,0.658152,0.425867,0.534116,0.913992,0.98105,0.158859,0.086506
2099,0.660786,0.427818,0.529828,0.957534,0.984627,0.159591,0.086121
2100,0.660896,0.437674,0.528319,0.942895,0.983395,0.160323,0.085737
2101,0.658122,0.417822,0.535543,0.889941,0.986503,0.161055,0.085352
2102,0.655348,0.431997,0.53577,0.9111,0.984919,0.161787,0.084968
2103,0.652574,0.420817,0.535822,0.914434,0.989575,0.162519,0.084583
2104,0.652703,0.40699,0.535333,0.919967,0.99701,0.16325,0.084199
2105,0.65615,0.423464,0.535166,0.952738,0.994383,0.163982,0.083814
2106,0.658086,0.429106,0.529243,0.931295,0.994641,0.165796,0.083771
2107,0.658296,0.40746,0.522905,0.950504,1.0,0.169024,0.084176
2108,0.658506,0.418989,0.516414,0.962331,0.991205,0.172252,0.084581
2109,0.658716,0.422994,0.509682,0.925093,0.987745,0.17548,0.084986
2110,0.657887,0.422001,0.513929,0.897493,0.988754,0.178707,0.085391
2111,0.657242,0.440739,0.518783,0.909796,0.98119,0.181935,0.085796
2112,0.658167,0.425049,0.51792,0.957455,0.987804,0.185163,0.0862
2113,0.656071,0.418414,0.522071,0.953157,0.990678,0.188391,0.086605
2114,0.652485,0.436089,0.520052,0.873,0.986022,0.191619,0.08701
2115,0.65114,0.445981,0.511054,0.875155,0.98601,0.194847,0.087415
2116,0.651599,0.426024,0.508348,0.921215,0.990513,0.198075,0.08782
2117,0.65012,0.421757,0.501335,0.931239,0.993081,0.201303,0.088225
2118,0.650619,0.440251,0.491417,0.938122,0.989775,0.204531,0.088629
2119,0.658604,0.422506,0.496686,0.896699,0.992941,0.207758,0.089034
2120,0.663883,0.427591,0.505093,0.901892,0.990197,0.210986,0.089439
2121,0.666068,0.426877,0.497725,0.9445,0.985582,0.211091,0.089844
2122,0.668254,0.416272,0.496918,0.921113,0.986549,0.207111,0.090249
2123,0.668086,0.422019,0.505282,0.916815,0.991662,0.203131,0.090654
2124,0.668601,0.421932,0.508824,0.922071,0.988625,0.199151,0.091058
2125,0.670514,0.440251,0.512585,0.913311,0.981284,0.195171,0.090755
2126,0.669617,0.445162,0.506722,0.922292,0.982492,0.191191,0.089525
2127,0.668721,0.445598,0.499509,0.912495,0.981824,0.187211,0.088295
2128,0.669733,0.426721,0.496776,0.926329,0.992519,0.183231,0.087065
2129,0.669162,0.424457,0.491805,0.875699,0.957972,0.179251,0.085836
2130,0.66766,0.443403,0.488648,0.734706,0.883706,0.175271,0.084606
2131,0.665228,0.437326,0.482985,0.706023,0.814412,0.171291,0.083376
2132,0.663446,0.424491,0.480542,0.711041,0.780921,0.167311,0.082146
2133,0.668657,0.427069,0.486276,0.72221,0.794934,0.163331,0.080916
2134,0.670377,0.429159,0.487746,0.724614,0.794395,0.159351,0.079687
2135,0.668108,0.415053,0.489594,0.731191,0.798746,0.155371,0.078457
2136,0.667839,0.434104,0.497164,0.769994,0.790549,0.151391,0.077227
2137,0.669856,0.431161,0.499298,0.765799,0.791217,0.147411,0.077339
2138,0.669442,0.429803,0.497965,0.718071,0.793633,0.143431,0.079204
2139,0.667817,0.435793,0.500392,0.734173,0.790185,0.139451,0.081069
2140,0.667985,0.415575,0.500094,0.765039,0.79416,0.135471,0.082935
2141,0.668153,0.425606,0.494489,0.758526,0.791921,0.131491,0.0848
2142,0.666909,0.44309,0.494992,0.76051,0.78866,0.127511,0.086666
2143,0.667032,0.445319,0.503404,0.762495,0.786092,0.123531,0.088531
2144,0.668104,0.426616,0.512925,0.743471,0.790924,0.119551,0.095131
2145,0.666367,0.417822,0.517865,0.670118,0.796476,0.115571,0.107921
2146,0.66463,0.440582,0.519696,0.642359,0.78988,0.111591,0.120711
2147,0.660761,0.423029,0.511699,0.721553,0.798018,0.135147,0.098386
2148,0.654457,0.421932,0.494464,0.757282,0.80703,0.194713,0.060847
2149,0.655174,0.451449,0.483056,0.736056,0.797796,0.227111,0.063459
2150,0.660818,0.434348,0.481006,0.750127,0.798042,0.22398,0.06607
2151,0.662919,0.423568,0.47756,0.760911,0.795497,0.22085,0.068682
2152,0.661059,0.43898,0.475004,0.740671,0.78801,0.21772,0.071294
2153,0.661809,0.434017,0.473818,0.72043,0.792671,0.214589,0.073905
2154,0.664992,0.434992,0.479251,0.720033,0.793023,0.177977,0.076517
2155,0.66163,0.421078,0.489468,0.731599,0.795755,0.131654,0.079129
2156,0.661798,0.423133,0.497405,0.730919,0.793785,0.12989,0.08174
2157,0.662157,0.449586,0.505268,0.746352,0.783383,0.128126,0.084352
2158,0.660554,0.422854,0.502743,0.772738,0.793527,0.126362,0.086964
2159,0.658985,0.42181,0.5047,0.750672,0.797995,0.124598,0.089575
2160,0.658122,0.44464,0.517138,0.673372,0.790068,0.122834,0.092187
2161,0.659064,0.416377,0.520757,0.680107,0.797866,0.124152,0.094799
2162,0.6543,0.42026,0.51992,0.738675,0.796717,0.1295,0.09741
2163,0.653146,0.433564,0.514542,0.751987,0.794969,0.142461,0.091216
2164,0.656695,0.421845,0.504885,0.759845,0.801249,0.165375,0.073507
2165,0.656807,0.439328,0.509499,0.715066,0.799226,0.177213,0.065082
2166,0.656919,0.42538,0.519967,0.700654,0.801349,0.174567,0.068798
2167,0.655096,0.422681,0.52159,0.739854,0.797291,0.171921,0.072514
2168,0.653781,0.433373,0.523684,0.729139,0.794876,0.169275,0.07623
2169,0.655574,0.407042,0.516731,0.729229,0.805312,0.175615,0.079945
2170,0.657367,0.418466,0.506053,0.767,0.801161,0.193706,0.083661
2171,0.656363,0.43689,0.500846,0.756863,0.793246,0.211797,0.087377
2172,0.657024,0.42383,0.49049,0.75438,0.79518,0.212424,0.091093
2173,0.663244,0.409184,0.489077,0.742972,0.802205,0.190214,0.094809
2174,0.66209,0.425275,0.499777,0.708354,0.799695,0.168003,0.098525
2175,0.656332,0.439311,0.513295,0.698318,0.791545,0.145793,0.10224
2176,0.654945,0.414217,0.511524,0.71027,0.796998,0.150553,0.098804
2177,0.653558,0.426755,0.500963,0.75362,0.795802,0.190582,0.086014
2178,0.652171,0.426059,0.490884,0.752543,0.798745,0.211742,0.073224
2179,0.649999,0.398161,0.481657,0.719409,0.808127,0.208227,0.060434
2180,0.646931,0.42578,0.48322,0.74219,0.801161,0.204711,0.053397
2181,0.643863,0.435341,0.49084,0.757215,0.796529,0.201195,0.053882
2182,0.640795,0.412859,0.493204,0.754085,0.799672,0.19768,0.054368
2183,0.639787,0.408871,0.483873,0.753053,0.798206,0.194164,0.054853
2184,0.638307,0.41352,0.485483,0.730692,0.796294,0.190649,0.055339
2185,0.637444,0.418928,0.490211,0.716404,0.795995,0.187133,0.055824
2186,0.638268,0.409916,0.482586,0.696719,0.801185,0.183617,0.05631
2187,0.635998,0.418275,0.479303,0.71738,0.80097,0.182845,0.056795
2188,0.634984,0.418327,0.482037,0.757623,0.794578,0.18566,0.057281
