,age,height_cm,weight_kg,release_clause_eur,club_joined,wage_eur
1658,25,186,72,18500000.0,1611446400000000000,10.275085591132715
1659,29,184,76,11600000.0,1533772800000000000,10.165890277802454
1660,27,174,79,8300000.0,1578009600000000000,9.472781556562168
1661,25,179,79,12200000.0,1627516800000000000,9.105090961257085
1662,24,182,79,13800000.0,1500854400000000000,10.491301994830229
1663,28,180,75,11400000.0,1566259200000000000,10.165890277802454
1664,27,188,83,13700000.0,1548892800000000000,6.90875477931522
1665,27,182,80,10900000.0,1534809600000000000,9.392745258631441
1666,29,174,66,11600000.0,1548633600000000000,9.90353755128617
1667,27,161,59,9900000.0,1615939200000000000,9.105090961257085
1668,27,180,76,12300000.0,1535500800000000000,11.652696102959753
1669,28,180,70,9900000.0,1625702400000000000,10.085850775128717
1670,26,176,72,13500000.0,1548460800000000000,10.085850775128717
1671,28,185,86,8400000.0,1487721600000000000,9.105090961257085
1672,26,181,75,14100000.0,1600214400000000000,10.165890277802454
1673,25,166,60,13100000.0,1594944000000000000,8.853808274977197
1674,26,188,83,8700000.0,1488499200000000000,9.305741456739435
1675,27,178,71,11900000.0,1564617600000000000,10.799595985047786
1676,27,165,62,12600000.0,1625443200000000000,9.99884318585288
1677,24,187,78,20700000.0,1597190400000000000,10.085850775128717
1678,24,185,73,16600000.0,1530403200000000000,9.852246888342531
1679,24,189,82,12400000.0,1487376000000000000,10.085850775128717
1680,27,194,86,11500000.0,1600128000000000000,10.839600519357369
1681,28,186,79,11600000.0,1530403200000000000,6.90875477931522
1682,23,167,58,14200000.0,1601856000000000000,10.12667110305036
1683,26,167,63,10200000.0,1451865600000000000,9.61587214452889
1684,25,175,74,12600000.0,1597622400000000000,10.668978650219241
1685,23,196,94,25300000.0,1626825600000000000,10.404293143019792
1686,24,175,71,16800000.0,1467936000000000000,10.239995502805316
1687,26,188,81,11500000.0,1530403200000000000,10.691967639914864
1688,27,177,68,12500000.0,1530403200000000000,9.741027444837728
1689,27,174,74,9000000.0,1467331200000000000,9.741027444837728
1690,25,179,80,11800000.0,1612483200000000000,9.392745258631441
1691,28,186,77,11600000.0,1566345600000000000,10.165890277802454
1692,25,175,76,13800000.0,1630368000000000000,10.239995502805316
1693,24,184,79,14900000.0,1438300800000000000,11.314486721293981
1694,26,186,79,15600000.0,1601856000000000000,10.085850775128717
1695,26,175,70,14100000.0,1610064000000000000,9.392745258631441
1696,25,176,67,14800000.0,1612051200000000000,10.596659732783579
1697,25,184,82,11700000.0,1630454400000000000,10.668978650219241
1698,26,174,69,12600000.0,1498867200000000000,9.305741456739435
1699,31,177,74,5900000.0,1455494400000000000,9.105090961257085
1700,23,177,70,25300000.0,1459814400000000000,10.239995502805316
1701,23,177,71,16800000.0,1414108800000000000,10.799595985047786
1702,26,176,73,10100000.0,1530403200000000000,10.545367754151743
1703,26,180,71,12800000.0,1564012800000000000,10.87806606028079
1704,24,181,75,18000000.0,1629244800000000000,9.99884318585288
1705,26,171,68,12100000.0,1612137600000000000,10.085850775128717
1706,35,187,87,906000.0,1626220800000000000,8.853808274977197
1707,29,186,79,9400000.0,1502496000000000000,10.043292972227004
1708,27,184,79,10900000.0,1563840000000000000,10.714439990727769
1709,26,174,67,12500000.0,1577836800000000000,11.338583982516495
1710,26,188,90,12800000.0,1517356800000000000,10.62135173563291
1711,26,173,75,10200000.0,1421280000000000000,8.987321812850125
1712,28,182,76,9900000.0,1602460800000000000,9.852246888342531
1713,29,178,80,9400000.0,1502236800000000000,10.085850775128717
1714,29,192,86,10400000.0,1630195200000000000,9.741027444837728
1715,24,193,90,11200000.0,1625097600000000000,9.210440366976517
1716,23,184,75,23100000.0,1565740800000000000,10.668978650219241
1717,24,179,72,18900000.0,1366156800000000000,10.404293143019792
1718,23,191,74,15600000.0,1561939200000000000,10.043292972227004
1719,26,175,79,13300000.0,1598486400000000000,9.798182590890704
1720,23,182,78,19300000.0,1600214400000000000,6.90875477931522
1721,24,183,78,17600000.0,1624579200000000000,9.305741456739435
1722,24,189,84,13100000.0,1595894400000000000,9.90353755128617
1723,27,186,84,13700000.0,1561939200000000000,10.12667110305036
1724,24,183,73,13400000.0,1395360000000000000,9.546884034617925
1725,26,193,70,14800000.0,1613001600000000000,6.90875477931522
1726,27,184,74,10200000.0,1562544000000000000,10.404293143019792
1727,24,191,70,20700000.0,1435708800000000000,10.404293143019792
1728,23,180,70,15800000.0,1443571200000000000,10.915106645867503
1729,25,188,82,8700000.0,1625616000000000000,9.852246888342531
1730,37,177,73,2300000.0,1625702400000000000,9.798182590890704
1731,29,177,74,7200000.0,1628812800000000000,9.392745258631441
1732,29,177,75,9300000.0,1625616000000000000,9.472781556562168
1733,25,184,77,10500000.0,1625702400000000000,10.275085591132715
1734,25,176,73,9900000.0,1625616000000000000,10.275085591132715
1735,21,192,91,11400000.0,1625011200000000000,9.105090961257085
1736,25,168,66,10500000.0,1625702400000000000,10.275085591132715
1737,29,177,78,9100000.0,1625011200000000000,9.472781556562168
1738,29,178,75,9100000.0,1625616000000000000,9.472781556562168
1739,29,185,85,8900000.0,1628812800000000000,9.61587214452889
1740,25,190,88,8700000.0,1625616000000000000,9.680406499268875
1741,33,169,68,5000000.0,1625616000000000000,10.308985993422082
1742,25,182,81,10500000.0,1625702400000000000,9.99884318585288
1743,29,177,73,9300000.0,1628812800000000000,10.165890277802454
1744,37,174,75,3400000.0,1625616000000000000,9.305741456739435
1745,21,191,88,11400000.0,1625011200000000000,9.105090961257085
1746,25,187,82,10500000.0,1625616000000000000,9.472781556562168
1747,29,177,84,9100000.0,1625702400000000000,10.085850775128717
1748,25,172,71,11400000.0,1625702400000000000,10.373522431293592
1749,37,180,71,3600000.0,1625616000000000000,9.392745258631441
1750,29,178,72,9900000.0,1625443200000000000,10.463131911491967
1751,21,188,84,11400000.0,1625443200000000000,9.305741456739435
1752,26,183,80,14500000.0,1625097600000000000,9.392745258631441
1753,27,167,67,10200000.0,1530403200000000000,9.952325334619427
1754,24,175,72,12600000.0,1625097600000000000,10.596659732783579
1755,27,175,72,9000000.0,1578787200000000000,9.105090961257085
1756,23,178,76,15000000.0,1625702400000000000,9.798182590890704
1757,26,184,76,14800000.0,1596499200000000000,10.203629181337648
1758,24,180,72,18900000.0,1548201600000000000,10.518700218288165
1759,26,172,70,14100000.0,1627689600000000000,9.90353755128617
1760,25,172,65,15600000.0,1630368000000000000,9.798182590890704
1761,24,192,75,16200000.0,1601856000000000000,9.305741456739435
1762,22,171,70,19600000.0,1601251200000000000,9.305741456739435
1763,25,191,84,16600000.0,1601942400000000000,9.392745258631441
1764,25,190,72,18000000.0,1535673600000000000,9.210440366976517
1765,29,178,68,9100000.0,1626566400000000000,9.99884318585288
1766,33,185,83,5000000.0,1577836800000000000,9.546884034617925
1767,22,188,84,25200000.0,1630368000000000000,10.799595985047786
1768,30,177,68,8300000.0,1562112000000000000,9.546884034617925
1769,27,191,88,7900000.0,1456963200000000000,8.853808274977197
1770,23,187,70,17900000.0,1563494400000000000,9.90353755128617
1771,22,172,60,19600000.0,1531094400000000000,9.305741456739435
1772,23,187,83,26300000.0,1630368000000000000,10.691967639914864
1773,24,175,70,18500000.0,1627862400000000000,6.90875477931522
1774,24,188,78,12400000.0,1376352000000000000,10.668978650219241
1775,21,185,75,25000000.0,1598486400000000000,10.434145214930487
1776,25,182,76,16300000.0,1627776000000000000,9.852246888342531
1777,23,182,76,27600000.0,1563408000000000000,9.741027444837728
1778,24,176,74,15600000.0,1628553600000000000,10.518700218288165
1779,27,185,77,9000000.0,1497916800000000000,9.741027444837728
1780,24,188,73,14800000.0,1627344000000000000,10.043292972227004
1781,24,176,66,19800000.0,1465344000000000000,10.491301994830229
1782,26,168,65,11000000.0,1600732800000000000,9.105090961257085
1783,26,185,77,13500000.0,1578009600000000000,9.741027444837728
1784,25,176,71,14500000.0,1530403200000000000,9.952325334619427
1785,21,178,71,25200000.0,1565222400000000000,10.691967639914864
1786,22,165,64,26500000.0,1533081600000000000,9.852246888342531
1787,25,181,70,10500000.0,1625011200000000000,9.392745258631441
1788,24,180,71,17900000.0,1519689600000000000,8.853808274977197
1789,24,183,77,15100000.0,1469750400000000000,10.404293143019792
1790,22,184,77,16600000.0,1593648000000000000,9.952325334619427
1791,25,181,80,13500000.0,1561680000000000000,9.680406499268875
1792,24,183,74,13400000.0,1435708800000000000,9.61587214452889
1793,24,195,85,14200000.0,1593561600000000000,10.714439990727769
1794,22,176,73,18900000.0,1498867200000000000,10.691967639914864
1795,23,187,69,26500000.0,1625097600000000000,9.99884318585288
1796,23,186,79,16800000.0,1630540800000000000,10.596659732783579
1797,21,186,76,26300000.0,1628812800000000000,10.165890277802454
1798,27,191,91,12500000.0,1561939200000000000,10.668978650219241
1799,24,180,63,16600000.0,1605657600000000000,10.043292972227004
1800,23,179,73,23800000.0,1567123200000000000,10.12667110305036
1801,25,183,75,11000000.0,1577836800000000000,9.852246888342531
1802,25,176,69,14500000.0,1627776000000000000,9.852246888342531
1803,26,180,75,15200000.0,1531440000000000000,10.043292972227004
1804,22,179,68,25000000.0,1561939200000000000,9.90353755128617
1805,24,175,72,19800000.0,1601337600000000000,9.392745258631441
1806,23,174,68,28800000.0,1598659200000000000,9.952325334619427
1807,23,183,70,17600000.0,1626739200000000000,10.404293143019792
1808,27,182,80,10800000.0,1628294400000000000,9.741027444837728
1809,22,174,72,24200000.0,1561939200000000000,10.645448706505872
1810,21,178,69,26400000.0,1498867200000000000,9.952325334619427
1811,24,188,78,12600000.0,1560816000000000000,10.404293143019792
1812,25,183,71,15200000.0,1565308800000000000,9.680406499268875
1813,23,173,75,17100000.0,1582934400000000000,10.62135173563291
1814,20,178,70,24200000.0,1535500800000000000,10.691967639914864
1815,21,185,73,21600000.0,1601596800000000000,8.987321812850125
1816,28,186,80,9000000.0,1533600000000000000,10.691967639914864
1817,24,167,72,20700000.0,1549497600000000000,10.275085591132715
1818,25,178,69,17100000.0,1404172800000000000,9.90353755128617
1819,24,191,78,17600000.0,1454284800000000000,9.210440366976517
1820,25,175,69,12800000.0,1548028800000000000,9.546884034617925
1821,25,191,87,13300000.0,1625616000000000000,9.99884318585288
1822,22,180,69,27500000.0,1593561600000000000,9.680406499268875
1823,21,180,73,17600000.0,1530403200000000000,9.90353755128617
1824,22,178,65,18900000.0,1625097600000000000,10.596659732783579
1825,23,184,76,18900000.0,1625529600000000000,10.645448706505872
1826,20,175,68,21300000.0,1489968000000000000,8.987321812850125
1827,23,178,69,16600000.0,1451606400000000000,10.043292972227004
1828,21,187,82,22800000.0,1625097600000000000,10.491301994830229
1829,27,196,84,13700000.0,1309478400000000000,6.621405651764134
1830,23,183,76,19600000.0,1609804800000000000,6.68586094706836
1831,22,189,79,25000000.0,1565654400000000000,9.99884318585288
1832,25,192,84,13500000.0,1561939200000000000,9.392745258631441
1833,23,176,69,24200000.0,1498867200000000000,9.546884034617925
1834,21,170,71,20000000.0,1535587200000000000,9.546884034617925
1835,23,191,84,13100000.0,1548633600000000000,9.798182590890704
1836,23,188,80,27600000.0,1625097600000000000,6.7464121285733745
1837,20,176,71,28800000.0,1545350400000000000,9.798182590890704
1838,23,189,86,27600000.0,1498867200000000000,9.90353755128617
1839,24,181,67,14100000.0,1561939200000000000,9.798182590890704
1840,20,192,79,20000000.0,1530403200000000000,9.852246888342531
1841,19,185,80,23800000.0,1625097600000000000,10.203629181337648
1842,20,179,77,18400000.0,1546300800000000000,9.210440366976517
1843,21,178,69,17900000.0,1563494400000000000,9.90353755128617
1844,24,184,78,20700000.0,1629849600000000000,10.275085591132715
1845,22,169,63,27500000.0,1530403200000000000,9.305741456739435
1846,22,175,76,27600000.0,1566172800000000000,6.68586094706836
1847,21,175,61,24200000.0,1567382400000000000,9.952325334619427
1848,23,192,83,24200000.0,1610841600000000000,10.404293143019792
1849,29,179,81,10500000.0,1514764800000000000,6.85751406254539
1850,23,175,71,23800000.0,1629849600000000000,10.12667110305036
1851,22,174,63,25300000.0,1565481600000000000,6.68586094706836
1852,23,172,65,20700000.0,1625097600000000000,6.803505257608338
1853,19,173,63,24200000.0,1561939200000000000,9.852246888342531
1854,18,180,68,29600000.0,1591142400000000000,9.852246888342531
1855,24,184,80,18500000.0,1596412800000000000,6.85751406254539
1856,22,184,77,27000000.0,1498867200000000000,11.23850177707664
1857,26,178,64,13200000.0,1596758400000000000,6.90875477931522
1858,20,199,88,24200000.0,1514764800000000000,9.546884034617925
1859,36,188,78,594000.0,1625097600000000000,8.853808274977197
1860,37,184,75,2500000.0,1436227200000000000,9.472781556562168
1861,34,196,91,1300000.0,1627948800000000000,10.373522431293592
1862,38,184,84,665000.0,1293840000000000000,7.601402334583733
1863,36,181,78,1400000.0,1531094400000000000,9.952325334619427
1864,35,193,88,2100000.0,1629417600000000000,9.90353755128617
1865,34,178,75,3200000.0,1611273600000000000,9.741027444837728
1866,36,178,72,1700000.0,1561939200000000000,9.680406499268875
1867,35,175,73,2000000.0,1233100800000000000,9.680406499268875
1868,31,185,84,6800000.0,1562630400000000000,10.404293143019792
1869,34,198,90,1400000.0,1626739200000000000,9.99884318585288
1870,35,178,78,2500000.0,1625097600000000000,9.105090961257085
1871,33,185,83,4000000.0,1515542400000000000,9.90353755128617
1872,34,183,79,3800000.0,1435968000000000000,9.952325334619427
1873,33,183,75,3700000.0,1625097600000000000,10.434145214930487
1874,32,183,87,5500000.0,1562544000000000000,10.203629181337648
1875,33,184,76,3400000.0,1564790400000000000,9.305741456739435
1876,34,185,82,4200000.0,1598572800000000000,9.61587214452889
1877,32,197,98,3400000.0,1309478400000000000,9.105090961257085
1878,35,173,74,2600000.0,1514937600000000000,8.853808274977197
1879,36,187,95,689000.0,1625097600000000000,8.699681400989514
1880,33,195,81,3400000.0,1275350400000000000,11.002116507732017
1881,34,178,78,2400000.0,1530403200000000000,10.691967639914864
1882,33,183,90,5100000.0,1630281600000000000,9.99884318585288
1883,31,190,86,4600000.0,1580428800000000000,9.392745258631441
1884,34,176,69,3200000.0,1596585600000000000,10.085850775128717
1885,31,173,73,6300000.0,1597795200000000000,9.61587214452889
1886,31,191,77,5500000.0,1407974400000000000,10.571342565808699
1887,33,188,91,4100000.0,1630108800000000000,9.61587214452889
1888,32,190,80,5100000.0,1404172800000000000,10.043292972227004
1889,30,175,69,7600000.0,1546300800000000000,10.165890277802454
1890,33,171,70,4400000.0,1625097600000000000,9.99884318585288
1891,31,188,83,5900000.0,1338163200000000000,10.571342565808699
1892,31,172,76,5900000.0,1467331200000000000,10.308985993422082
1893,31,185,78,6400000.0,1563321600000000000,10.043292972227004
1894,31,192,85,4600000.0,1499385600000000000,9.305741456739435
1895,32,187,80,4900000.0,1548892800000000000,9.546884034617925
1896,31,185,77,4100000.0,1580601600000000000,9.546884034617925
1897,32,171,78,4800000.0,1341100800000000000,9.61587214452889
1898,33,190,88,3600000.0,1595548800000000000,10.571342565808699
1899,30,180,72,6300000.0,1627948800000000000,10.571342565808699
1900,31,177,74,7000000.0,1564185600000000000,10.203629181337648
1901,35,173,73,2300000.0,1599696000000000000,8.294299608857235
1902,30,183,78,7000000.0,1517356800000000000,10.799595985047786
1903,35,186,83,760000.0,1501718400000000000,8.517393171418904
1904,32,188,81,3200000.0,1562630400000000000,8.699681400989514
1905,30,183,86,6700000.0,1548806400000000000,10.463131911491967
1906,31,180,74,7400000.0,1561939200000000000,9.798182590890704
1907,33,175,68,3400000.0,1563926400000000000,8.853808274977197
1908,32,175,68,7300000.0,1611705600000000000,6.90875477931522
1909,30,187,77,6100000.0,1530403200000000000,10.491301994830229
1910,31,175,67,6700000.0,1498867200000000000,10.668978650219241
1911,31,176,70,6200000.0,1214870400000000000,9.852246888342531
1912,32,178,72,7300000.0,1626220800000000000,6.7464121285733745
1913,31,187,77,6600000.0,1626220800000000000,6.90875477931522
1914,31,189,87,2800000.0,1420070400000000000,8.699681400989514
1915,35,191,88,713000.0,1386633600000000000,8.294299608857235
1916,30,171,66,7000000.0,1418860800000000000,10.571342565808699
1917,34,177,73,2600000.0,1346371200000000000,10.373522431293592
1918,30,177,74,9000000.0,1500249600000000000,10.12667110305036
1919,28,176,81,8400000.0,1594252800000000000,10.043292972227004
1920,30,179,72,8000000.0,1609804800000000000,9.546884034617925
1921,30,178,75,5800000.0,1199145600000000000,10.404293143019792
1922,34,176,74,2100000.0,1548028800000000000,9.546884034617925
1923,30,183,78,6800000.0,1498867200000000000,10.043292972227004
1924,29,181,78,6300000.0,1404172800000000000,10.434145214930487
1925,30,183,78,7800000.0,1515110400000000000,11.050905878263567
1926,31,190,82,5200000.0,1501459200000000000,9.546884034617925
1927,30,188,82,4200000.0,1599523200000000000,9.210440366976517
1928,30,182,80,7400000.0,1630454400000000000,9.741027444837728
1929,31,183,77,5200000.0,1630368000000000000,9.90353755128617
1930,29,179,74,7400000.0,1565049600000000000,9.952325334619427
1931,33,171,76,3600000.0,1567036800000000000,10.12667110305036
1932,31,179,75,7000000.0,1625184000000000000,9.741027444837728
1933,33,192,86,2600000.0,1388880000000000000,8.699681400989514
1934,29,192,86,7100000.0,1629676800000000000,10.596659732783579
1935,34,190,80,1300000.0,1564963200000000000,10.87806606028079
1936,29,185,71,6500000.0,1309478400000000000,11.19822841866684
1937,36,180,76,1800000.0,1437004800000000000,8.853808274977197
1938,35,179,78,1600000.0,1606262400000000000,8.006700845440367
1939,33,178,74,4400000.0,1530489600000000000,9.952325334619427
1940,31,187,80,7900000.0,1598313600000000000,6.90875477931522
1941,29,188,87,6200000.0,1602460800000000000,9.546884034617925
1942,31,176,75,6800000.0,1530835200000000000,9.852246888342531
1943,30,179,71,7000000.0,1277942400000000000,10.085850775128717
1944,29,180,71,8000000.0,1533600000000000000,10.434145214930487
1945,29,192,88,6300000.0,1277942400000000000,9.952325334619427
1946,29,183,78,7300000.0,1597276800000000000,9.105090961257085
1947,29,178,77,6300000.0,1533686400000000000,10.691967639914864
1948,33,183,77,4400000.0,1625011200000000000,6.90875477931522
1949,32,186,83,3800000.0,1435708800000000000,9.680406499268875
1950,30,170,64,6200000.0,1593993600000000000,9.305741456739435
1951,30,186,79,6000000.0,1626912000000000000,10.275085591132715
1952,31,182,74,4900000.0,1546300800000000000,10.463131911491967
1953,30,198,103,4200000.0,1625097600000000000,8.987321812850125
1954,33,194,92,2400000.0,1530403200000000000,10.404293143019792
1955,30,174,70,6400000.0,1614297600000000000,9.61587214452889
1956,32,170,70,5600000.0,1597017600000000000,9.546884034617925
1957,29,185,79,7800000.0,1598227200000000000,10.434145214930487
1958,31,178,80,7400000.0,1567382400000000000,6.85751406254539
1959,31,188,80,6100000.0,1625097600000000000,9.546884034617925
1960,34,187,81,3600000.0,1626652800000000000,10.043292972227004
1961,28,190,80,5400000.0,1626739200000000000,9.90353755128617
1962,32,194,93,4200000.0,1609545600000000000,9.392745258631441
1963,31,177,74,4700000.0,1613606400000000000,9.305741456739435
1964,32,186,88,7300000.0,1626566400000000000,6.90875477931522
1965,30,175,77,5300000.0,1573603200000000000,8.987321812850125
1966,27,185,75,8900000.0,1301961600000000000,10.571342565808699
1967,28,170,68,8000000.0,1579824000000000000,10.757924157061597
1968,27,173,75,8700000.0,1533772800000000000,10.62135173563291
1969,29,174,65,8100000.0,1626220800000000000,9.741027444837728
1970,30,185,75,7700000.0,1601856000000000000,6.85751406254539
1971,28,182,77,6000000.0,1517270400000000000,9.61587214452889
1972,34,168,71,3000000.0,1548028800000000000,9.546884034617925
1973,31,174,71,5300000.0,1561939200000000000,9.546884034617925
1974,29,183,82,6700000.0,1277942400000000000,10.373522431293592
1975,30,175,76,7000000.0,1629676800000000000,10.518700218288165
1976,31,179,69,5000000.0,1627948800000000000,9.210440366976517
1977,27,174,60,11100000.0,1548979200000000000,6.90875477931522
1978,26,186,84,10700000.0,1601856000000000000,9.90353755128617
1979,28,178,65,7700000.0,1596499200000000000,10.778977123006351
1980,28,188,83,6100000.0,1629504000000000000,10.571342565808699
1981,31,184,78,5900000.0,1596758400000000000,10.463131911491967
1982,30,190,78,8200000.0,1601769600000000000,10.12667110305036
1983,28,185,74,9500000.0,1596499200000000000,10.239995502805316
1984,32,182,76,6600000.0,1626393600000000000,9.741027444837728
1985,26,185,80,9300000.0,1630368000000000000,10.62135173563291
1986,27,178,70,8600000.0,1498435200000000000,9.680406499268875
1987,26,175,72,10900000.0,1598832000000000000,10.62135173563291
1988,28,184,72,7100000.0,1435708800000000000,10.62135173563291
1989,29,190,80,8000000.0,1625184000000000000,10.668978650219241
1990,27,190,89,8400000.0,1530403200000000000,9.99884318585288
1991,30,180,72,5900000.0,1500854400000000000,9.798182590890704
1992,30,186,83,7400000.0,1277942400000000000,6.7464121285733745
1993,31,170,60,7500000.0,1597363200000000000,6.90875477931522
1994,28,192,84,7900000.0,1562976000000000000,10.62135173563291
1995,29,190,86,7600000.0,1600128000000000000,10.203629181337648
1996,27,184,84,8000000.0,1565654400000000000,9.305741456739435
1997,31,188,87,5400000.0,1593561600000000000,9.90353755128617
1998,29,183,72,6300000.0,1562112000000000000,10.043292972227004
1999,28,191,88,5700000.0,1532131200000000000,10.87806606028079
2000,26,190,77,10900000.0,1596499200000000000,9.952325334619427
2001,27,183,77,8500000.0,1625702400000000000,10.239995502805316
2002,28,178,78,7100000.0,1598918400000000000,10.645448706505872
2003,28,181,76,7800000.0,1629676800000000000,9.741027444837728
2004,29,185,73,9200000.0,1630368000000000000,10.239995502805316
2005,27,175,75,9900000.0,1581033600000000000,6.90875477931522
2006,29,182,78,5800000.0,1625097600000000000,9.61587214452889
2007,26,175,73,7600000.0,1483660800000000000,8.987321812850125
2008,29,187,79,6500000.0,1467331200000000000,9.952325334619427
2009,32,188,82,5600000.0,1599955200000000000,9.680406499268875
2010,29,187,75,6900000.0,1627689600000000000,9.99884318585288
2011,27,178,76,8700000.0,1500595200000000000,10.308985993422082
2012,29,183,83,6000000.0,1562976000000000000,10.34177474101152
2013,30,177,73,8200000.0,1597104000000000000,9.546884034617925
2014,27,173,71,9700000.0,1498867200000000000,10.518700218288165
2015,26,182,76,9200000.0,1467331200000000000,9.852246888342531
2016,29,178,75,7000000.0,1561939200000000000,10.819798284210286
2017,27,175,67,9000000.0,1601856000000000000,9.952325334619427
2018,26,176,73,8900000.0,1598918400000000000,10.463131911491967
2019,28,181,76,7600000.0,1597017600000000000,9.392745258631441
2020,26,192,85,8200000.0,1372636800000000000,10.165890277802454
2021,27,188,84,8100000.0,1625097600000000000,10.085850775128717
2022,25,178,70,10900000.0,1420156800000000000,10.085850775128717
2023,27,192,88,8900000.0,1598400000000000000,8.987321812850125
2024,28,191,89,6400000.0,1581379200000000000,8.987321812850125
2025,26,181,75,7900000.0,1611878400000000000,10.571342565808699
2026,29,179,73,8600000.0,1562025600000000000,10.085850775128717
2027,28,184,74,6500000.0,1609372800000000000,9.852246888342531
2028,26,178,71,10900000.0,1630368000000000000,10.308985993422082
2029,28,185,73,8000000.0,1628380800000000000,9.741027444837728
2030,30,187,80,6800000.0,1612742400000000000,9.546884034617925
2031,26,178,76,7200000.0,1564704000000000000,9.546884034617925
2032,28,174,72,5900000.0,1627603200000000000,9.680406499268875
2033,27,178,78,6800000.0,1627603200000000000,9.546884034617925
2034,30,188,82,6200000.0,1578960000000000000,6.803505257608338
2035,26,172,75,10100000.0,1580428800000000000,6.90875477931522
2036,30,181,76,4200000.0,1533772800000000000,9.210440366976517
2037,31,170,62,4700000.0,1532649600000000000,9.472781556562168
2038,30,176,73,5300000.0,1564012800000000000,9.392745258631441
2039,27,179,72,9600000.0,1630368000000000000,9.952325334619427
2040,25,184,77,7200000.0,1498867200000000000,9.741027444837728
2041,28,177,75,8400000.0,1625184000000000000,10.373522431293592
2042,32,186,78,4900000.0,1518048000000000000,9.105090961257085
2043,35,190,90,713000.0,1613001600000000000,8.987321812850125
2044,31,178,78,4400000.0,1579478400000000000,9.392745258631441
2045,31,183,71,4400000.0,1548028800000000000,9.61587214452889
2046,26,194,86,7400000.0,1530403200000000000,9.90353755128617
2047,31,174,75,6600000.0,1499472000000000000,6.90875477931522
2048,29,170,73,6800000.0,1531353600000000000,10.668978650219241
2049,28,196,83,8200000.0,1597276800000000000,10.434145214930487
2050,31,190,83,5800000.0,1626739200000000000,9.472781556562168
2051,30,179,68,7400000.0,1625097600000000000,10.165890277802454
2052,30,170,60,9000000.0,1529625600000000000,6.90875477931522
2053,28,184,78,7100000.0,1561939200000000000,10.308985993422082
2054,30,176,70,7200000.0,1514851200000000000,9.90353755128617
2055,25,187,83,14400000.0,1561939200000000000,9.852246888342531
2056,26,184,76,5900000.0,1601510400000000000,9.472781556562168
2057,25,181,73,11500000.0,1612051200000000000,10.491301994830229
2058,29,191,86,8400000.0,1548892800000000000,10.819798284210286
2059,26,191,92,7400000.0,1623369600000000000,9.680406499268875
2060,25,197,80,11900000.0,1564358400000000000,10.275085591132715
2061,24,180,80,11700000.0,1561939200000000000,10.62135173563291
2062,27,188,92,10700000.0,1530662400000000000,9.305741456739435
2063,26,174,64,7400000.0,1534204800000000000,9.680406499268875
2064,25,183,75,9500000.0,1562371200000000000,10.203629181337648
2065,28,187,78,5300000.0,1325376000000000000,8.699681400989514
2066,27,174,72,7400000.0,1561939200000000000,9.472781556562168
2067,30,162,65,6200000.0,1610496000000000000,8.987321812850125
2068,28,175,67,6300000.0,1562284800000000000,9.546884034617925
2069,31,187,80,5800000.0,1498867200000000000,9.392745258631441
2070,25,183,79,14100000.0,1625011200000000000,9.852246888342531
2071,23,196,78,17900000.0,1601856000000000000,10.463131911491967
2072,24,190,83,14700000.0,1395705600000000000,9.90353755128617
2073,26,180,73,7100000.0,1579219200000000000,9.472781556562168
2074,32,187,93,4600000.0,1514764800000000000,10.434145214930487
2075,29,182,75,6300000.0,1597363200000000000,9.680406499268875
2076,24,186,81,11900000.0,1563840000000000000,10.373522431293592
2077,26,187,80,8400000.0,1598832000000000000,9.472781556562168
2078,31,181,72,5600000.0,1500854400000000000,9.392745258631441
2079,26,194,96,7900000.0,1494979200000000000,9.680406499268875
2080,24,176,67,9500000.0,1405641600000000000,10.736418414365376
2081,32,183,76,3200000.0,1532304000000000000,9.210440366976517
2082,23,170,66,12500000.0,1472601600000000000,10.34177474101152
2083,24,184,82,9800000.0,1561939200000000000,10.203629181337648
2084,26,190,83,11400000.0,1599609600000000000,9.852246888342531
2085,27,192,84,7300000.0,1601856000000000000,9.392745258631441
2086,29,174,68,6100000.0,1609459200000000000,9.546884034617925
2087,27,191,87,8700000.0,1530489600000000000,10.571342565808699
2088,28,176,75,8400000.0,1531180800000000000,6.90875477931522
2089,28,180,70,8000000.0,1440460800000000000,9.952325334619427
2090,30,174,73,7900000.0,1625184000000000000,6.90875477931522
2091,32,186,70,3500000.0,1600905600000000000,9.392745258631441
2092,26,177,68,10600000.0,1626048000000000000,9.210440366976517
2093,31,191,79,3300000.0,1579219200000000000,8.699681400989514
2094,28,175,62,7600000.0,1565049600000000000,10.165890277802454
2095,25,168,64,10300000.0,1625356800000000000,9.741027444837728
2096,26,179,74,6700000.0,1598227200000000000,8.987321812850125
2097,28,184,72,9000000.0,1561939200000000000,9.90353755128617
2098,26,183,84,6900000.0,1453334400000000000,8.987321812850125
2099,26,188,82,8900000.0,1562976000000000000,9.952325334619427
2100,30,173,74,7700000.0,1579651200000000000,6.90875477931522
2101,26,173,73,6700000.0,1576022400000000000,8.987321812850125
2102,28,191,87,7100000.0,1530403200000000000,9.741027444837728
2103,22,182,72,19000000.0,1594684800000000000,10.62135173563291
2104,25,180,74,12000000.0,1629417600000000000,9.99884318585288
2105,22,195,85,18100000.0,1485820800000000000,10.165890277802454
2106,28,179,74,6400000.0,1625875200000000000,9.61587214452889
2107,34,170,70,3200000.0,1564617600000000000,9.741027444837728
