,climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime3,Sa,Goal
3462,18.0,0.0,-0.03,0.08,-1.5,-7.0,-8.0,0.008,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.018
3463,77.0,1.0,0.21,-0.04,-1.2,-7.0,5.0,0.007,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.019
3464,63.0,6.0,0.36,0.03,-0.3,-6.0,-3.0,0.003,0.0,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,-0.0003,0.02
3465,-71.0,6.0,0.19,0.05,0.8,-5.0,-5.0,-0.007,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.021
3466,-165.0,4.0,0.09,0.13,1.0,-5.0,-15.0,-0.01,-0.6,-0.0005,-0.0005,-0.0005,-0.0005,0.0,-0.0001,-0.0005,0.019
3467,-248.0,-11.0,-0.26,0.01,0.7,-5.0,0.0,-0.009,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.018
3468,-182.0,-17.0,-0.37,-0.04,0.2,-6.0,7.0,-0.007,-0.7,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.017
3469,138.0,-19.0,-0.3,-0.07,-1.4,-7.0,8.0,0.006,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.019
3470,137.0,-14.0,-0.19,0.04,-1.8,-8.0,-4.0,0.006,0.8,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.02
3471,-223.0,-16.0,0.13,0.11,-1.9,-8.0,-11.0,0.007,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.017
3472,-175.0,-25.0,0.27,-0.06,-1.5,-7.0,7.0,0.006,-0.4,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,-0.0003,0.018
3473,99.0,-27.0,0.18,-0.05,-0.5,-6.0,6.0,-0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.02
3474,62.0,-24.0,0.06,0.05,-0.3,-6.0,-8.0,-0.009,1.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.019
3475,20.0,-23.0,-0.06,0.03,-0.3,-6.0,-1.0,-0.008,-0.6,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.018
3476,197.0,-5.0,0.14,-0.01,0.3,-6.0,2.0,0.0,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.019
3477,109.0,4.0,0.12,0.06,0.7,-5.0,-6.0,-0.002,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.021
3478,-177.0,3.0,-0.02,0.13,0.8,-5.0,-14.0,-0.007,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.02
3479,-375.0,-10.0,-0.19,0.06,0.6,-5.0,-8.0,-0.008,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.018
3480,-416.0,-16.0,-0.24,-0.14,0.4,-6.0,4.0,-0.006,3.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.017
3481,-303.0,-25.0,-0.23,-0.08,0.1,-6.0,8.0,0.003,0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.016
3482,340.0,-24.0,-0.03,-0.12,-0.6,-7.0,14.0,0.004,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.017
3483,446.0,-19.0,0.01,-0.02,-0.6,-7.0,10.0,0.004,-1.8,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.018
3484,536.0,-2.0,0.18,-0.03,-0.5,-6.0,4.0,0.008,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.019
3485,548.0,8.0,0.25,0.08,-0.2,-6.0,-5.0,0.007,-1.6,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.022
3486,-118.0,25.0,0.15,0.18,0.8,-5.0,-20.0,-0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.02
3487,-428.0,10.0,-0.08,0.07,0.9,-5.0,-8.0,-0.009,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.018
3488,-467.0,-10.0,-0.2,0.0,0.6,-5.0,0.0,-0.004,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.017
3489,-17.0,-38.0,-0.02,-0.07,-0.5,-6.0,9.0,0.006,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.018
3490,239.0,-7.0,0.11,-0.01,1.6,-4.0,1.0,-0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.021
3491,-293.0,-6.0,-0.19,0.12,1.4,-5.0,-14.0,-0.006,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.017
3492,200.0,-23.0,-0.02,-0.07,0.2,-6.0,8.0,0.003,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.019
3493,-77.0,-11.0,0.07,0.06,0.6,-5.0,-6.0,-0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,-0.0004,0.021
3494,-212.0,-14.0,0.03,0.11,0.7,-5.0,-15.0,-0.004,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.018
3495,-304.0,-17.0,0.01,-0.07,0.7,-5.0,-9.0,-0.004,2.2,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,-0.0004,0.017
3496,238.0,-26.0,0.01,-0.07,0.1,-6.0,8.0,0.004,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.018
3497,339.0,-5.0,0.13,-0.01,0.4,-6.0,1.0,0.002,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.02
3498,299.0,3.0,0.15,0.17,0.6,-5.0,-16.0,0.001,-2.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.022
3499,-107.0,7.0,0.05,0.19,0.8,-5.0,-21.0,-0.007,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.018
3500,-183.0,-17.0,-0.31,-0.04,0.2,-6.0,5.0,-0.007,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.019
3501,-173.0,-18.0,-0.32,-0.04,0.1,-6.0,5.0,-0.007,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.018
3502,-51.0,-25.0,0.04,-0.03,-0.6,-7.0,3.0,0.011,-0.1,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,-0.0002,0.017
3503,73.0,-25.0,0.22,-0.07,-0.4,-6.0,10.0,0.011,-0.7,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,-0.0002,0.019
3504,-11.0,-21.0,0.22,0.06,0.5,-6.0,-7.0,-0.004,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.018
3505,-50.0,-22.0,0.18,-0.01,0.7,-5.0,2.0,-0.004,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.019
3506,-97.0,-25.0,-0.13,0.03,0.8,-5.0,-3.0,-0.011,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.018
3507,-41.0,-28.0,-0.31,-0.04,0.4,-6.0,4.0,-0.008,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.017
3508,230.0,-22.0,-0.18,-0.06,-0.8,-7.0,7.0,0.005,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.019
3509,136.0,-8.0,0.15,0.06,-0.9,-7.0,-5.0,0.008,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.02
3510,-85.0,-6.0,0.22,0.13,-0.5,-6.0,-13.0,0.002,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.017
3511,-133.0,-10.0,0.21,-0.04,-0.1,-6.0,10.0,-0.002,-0.6,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,-0.0004,0.018
3512,237.0,-3.0,-0.2,-0.04,0.0,-6.0,5.0,-0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.02
3513,119.0,8.0,-0.24,0.08,-0.7,-7.0,-8.0,0.0,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.019
3514,-99.0,8.0,0.03,0.06,-1.1,-7.0,-6.0,0.007,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.017
3515,47.0,5.0,0.25,-0.06,-0.7,-7.0,8.0,0.007,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.02
3516,-278.0,1.0,0.32,0.13,0.6,-5.0,-13.0,-0.003,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.017
3517,-321.0,-7.0,0.27,-0.04,1.0,-5.0,11.0,-0.005,-0.4,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,-0.0004,0.018
3518,52.0,-25.0,-0.36,-0.04,0.4,-6.0,5.0,-0.005,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.017
3519,71.0,-24.0,-0.38,-0.04,0.3,-6.0,5.0,-0.004,0.0,-0.0004,-0.0004,-0.0004,-0.0005,0.0,0.0,-0.0005,0.018
3520,226.0,-7.0,0.23,-0.02,-0.7,-7.0,3.0,0.01,-0.1,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,-0.0002,0.02
3521,-255.0,-4.0,0.32,0.12,1.0,-5.0,-14.0,-0.005,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.018
3522,-306.0,-18.0,-0.01,-0.04,1.5,-5.0,3.0,-0.016,0.4,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,-0.0006,0.017
3523,274.0,-19.0,-0.22,-0.05,-0.9,-7.0,7.0,0.006,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.019
3524,-89.0,5.0,0.29,0.07,0.9,-5.0,-8.0,-0.006,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.017
3525,-32.0,0.0,0.09,-0.05,1.5,-5.0,5.0,-0.006,-0.1,-0.0003,-0.0003,-0.0003,-0.0004,0.0,0.0,-0.0004,0.019
3526,-38.0,0.0,0.1,0.03,1.6,-4.0,-8.0,0.001,0.8,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.018
3527,-50.0,0.0,0.11,0.03,1.6,-4.0,-6.0,0.001,0.9,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0.0,-0.0003,0.019
3528,-184.0,-6.0,-0.41,0.06,1.3,-5.0,-6.0,-0.02,-0.1,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,-0.0007,0.015
3529,159.0,-10.0,-0.29,-0.19,0.3,-6.0,20.0,0.01,0.4,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,-0.0002,0.017
3530,330.0,-5.0,-0.19,0.0,0.1,-6.0,7.0,0.011,-2.8,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,-0.0002,0.019
3531,72.0,23.0,0.3,0.06,0.8,-5.0,-6.0,0.003,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,-0.0001,-0.0003,0.02
3532,-198.0,21.0,0.26,0.13,1.5,-4.0,-14.0,-0.004,-0.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.017
3533,-257.0,14.0,0.2,-0.04,1.9,-4.0,10.0,-0.006,-0.6,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,-0.0003,0.018
3534,-130.0,4.0,-0.16,-0.04,2.0,-4.0,4.0,-0.012,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.016
3535,191.0,4.0,-0.37,-0.15,1.3,-5.0,16.0,-0.007,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.019
3536,319.0,8.0,-0.43,0.16,0.9,-5.0,2.0,-0.007,-4.9,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.02
3537,311.0,9.0,-0.44,0.11,0.8,-5.0,-7.0,-0.006,-3.3,-0.0004,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.019
3538,158.0,18.0,-0.39,0.07,-0.2,-6.0,-8.0,0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.02
3539,-161.0,19.0,-0.21,0.13,-1.0,-7.0,-14.0,0.008,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.018
3540,-199.0,-6.0,0.29,0.01,-0.3,-6.0,-1.0,0.001,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.017
3541,-199.0,-8.0,0.29,-0.06,-0.2,-6.0,0.0,-0.002,0.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,-0.0001,-0.0004,0.016
3542,130.0,-11.0,0.16,-0.1,0.7,-5.0,10.0,-0.006,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.018
3543,46.0,8.0,-0.14,0.01,-0.2,-6.0,0.0,0.005,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.019
3544,-414.0,-12.0,0.11,0.08,0.4,-6.0,-8.0,-0.003,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.018
3545,-486.0,-40.0,0.03,0.02,0.6,-5.0,-2.0,-0.003,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.017
3546,-177.0,-63.0,-0.18,-0.09,0.4,-6.0,10.0,-0.006,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.016
3547,-157.0,-64.0,-0.18,-0.09,0.3,-6.0,10.0,-0.005,0.0,-0.0003,-0.0005,-0.0005,-0.0005,0.0001,0.0,-0.0005,0.017
3548,189.0,-62.0,0.1,-0.07,0.1,-6.0,8.0,0.007,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0.0,-0.0003,0.018
3549,237.0,-50.0,0.18,0.01,0.6,-5.0,-1.0,0.001,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.02
3550,120.0,-44.0,0.09,0.08,0.9,-5.0,-9.0,-0.007,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.018
3551,104.0,-41.0,-0.05,0.0,0.9,-5.0,4.0,-0.009,-1.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.016
3552,459.0,-29.0,-0.28,-0.13,0.5,-6.0,15.0,-0.007,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.017
3553,660.0,-6.0,-0.19,-0.05,-0.2,-6.0,6.0,0.007,-0.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.021
3554,479.0,19.0,-0.06,0.17,-0.5,-6.0,-23.0,0.005,1.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.023
3555,-244.0,25.0,0.07,0.26,-0.4,-6.0,-29.0,0.004,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.015
3556,-72.0,8.0,0.15,-0.15,0.0,-6.0,18.0,0.002,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.017
3557,169.0,12.0,0.17,-0.05,0.6,-5.0,5.0,-0.001,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.018
3558,199.0,15.0,0.14,0.08,0.7,-5.0,-4.0,-0.007,-1.9,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.02
3559,-276.0,13.0,-0.18,0.09,0.6,-5.0,-10.0,-0.005,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.018
3560,-345.0,6.0,-0.22,0.02,0.4,-6.0,-1.0,-0.004,0.5,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.017
3561,-90.0,-16.0,-0.06,-0.05,-0.5,-6.0,6.0,0.004,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.019
3562,-141.0,-21.0,-0.18,0.04,-0.8,-7.0,-4.0,-0.005,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.017
3563,84.0,-26.0,0.24,-0.07,-0.9,-7.0,8.0,0.012,-0.1,-0.0003,-0.0002,-0.0002,-0.0002,-0.0002,0.0,-0.0002,0.018
3564,118.0,-21.0,0.32,0.03,-0.2,-6.0,-2.0,0.001,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.02
3565,-24.0,-18.0,0.2,0.09,0.5,-6.0,-10.0,-0.009,0.1,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0.0,-0.0005,0.018
3566,-98.0,-20.0,0.1,-0.11,0.6,-5.0,0.0,-0.011,3.3,-0.0006,-0.0005,-0.0005,-0.0005,-0.0001,0.0,-0.0005,0.019
3567,-150.0,-23.0,-0.21,0.05,0.6,-5.0,-6.0,-0.018,0.6,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,-0.0007,0.017
3568,-174.0,-26.0,-0.44,-0.08,0.2,-6.0,7.0,-0.022,1.6,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0008,0.018
3569,-159.0,-27.0,-0.48,-0.04,0.1,-6.0,8.0,-0.021,0.0,-0.0006,-0.0008,-0.0008,-0.0008,0.0002,0.0,-0.0008,0.015
3570,78.0,-29.0,-0.39,-0.14,-0.9,-7.0,20.0,0.014,-1.2,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,-0.0002,0.018
3571,242.0,-25.0,-0.2,0.06,-1.2,-7.0,2.0,0.016,-2.7,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,-0.0002,0.019
3572,-287.0,-22.0,0.34,0.08,0.9,-5.0,-9.0,-0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.018
3573,-334.0,-25.0,0.32,-0.01,1.1,-5.0,-8.0,-0.004,0.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.017
3574,-263.0,-37.0,0.23,-0.05,1.7,-4.0,5.0,-0.006,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.018
3575,-233.0,-39.0,0.2,0.04,1.8,-4.0,4.0,-0.008,-0.7,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,-0.0004,0.019
3576,-242.0,-42.0,0.14,0.05,1.9,-4.0,-6.0,-0.013,-0.8,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.017
3577,-155.0,-49.0,-0.07,-0.07,2.0,-4.0,8.0,-0.012,-0.8,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.016
3578,149.0,-49.0,-0.14,-0.11,1.7,-4.0,12.0,-0.002,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.021
3579,45.0,-41.0,-0.28,0.13,1.2,-5.0,-18.0,-0.009,0.9,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.018
3580,-17.0,-42.0,-0.41,-0.03,0.4,-6.0,1.0,-0.005,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.017
3581,459.0,-18.0,0.26,-0.06,-0.7,-7.0,8.0,0.011,-0.1,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,-0.0002,0.019
3582,242.0,15.0,0.43,0.08,1.3,-5.0,-9.0,-0.004,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.02
3583,193.0,18.0,0.4,0.17,1.6,-4.0,-10.0,-0.007,-0.8,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.021
3584,-288.0,15.0,0.11,0.15,2.4,-4.0,-18.0,-0.013,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.015
3585,580.0,17.0,-0.3,-0.13,1.5,-5.0,15.0,-0.006,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.017
3586,707.0,33.0,-0.35,-0.03,1.0,-5.0,0.0,-0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.019
3587,585.0,58.0,-0.36,0.1,0.3,-6.0,-9.0,0.0,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.021
3588,302.0,73.0,-0.33,0.16,-0.5,-6.0,-16.0,0.002,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.02
3589,-158.0,76.0,-0.06,0.14,-1.2,-7.0,-14.0,0.011,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.015
3590,17.0,70.0,0.21,-0.17,-1.0,-7.0,16.0,0.01,0.3,-0.0003,-0.0003,-0.0003,-0.0002,0.0,-0.0001,-0.0002,0.019
3591,-7.0,74.0,0.39,0.09,-0.2,-6.0,-9.0,0.004,-0.3,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,-0.0003,0.02
3592,-273.0,69.0,0.36,0.15,0.7,-5.0,-16.0,-0.004,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.021
3593,-303.0,68.0,0.35,0.15,0.8,-5.0,-16.0,-0.004,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,-0.0002,0.0,-0.0004,0.02
3594,-463.0,61.0,0.27,0.08,1.2,-5.0,-9.0,-0.009,0.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.019
3595,-618.0,37.0,-0.05,0.05,1.5,-5.0,-6.0,-0.013,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.017
3596,-363.0,-3.0,-0.44,-0.07,0.3,-6.0,8.0,-0.006,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.016
3597,-292.0,-7.0,-0.47,-0.17,-0.2,-6.0,12.0,-0.004,1.7,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.015
3598,-30.0,-12.0,-0.39,-0.15,-0.9,-7.0,18.0,0.009,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.016
3599,251.0,-8.0,-0.15,-0.11,-1.4,-7.0,13.0,0.013,0.0,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0.0,-0.0003,0.018
3600,272.0,15.0,0.13,0.04,-1.3,-7.0,-3.0,0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.019
3601,-103.0,23.0,0.19,0.1,-0.5,-6.0,-10.0,-0.001,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.018
3602,-163.0,13.0,-0.19,0.01,-0.3,-6.0,-1.0,-0.012,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0.0,-0.0006,0.015
3603,46.0,10.0,-0.19,-0.12,-0.8,-7.0,15.0,0.004,-0.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.018
3604,-236.0,5.0,0.02,0.04,0.0,-6.0,-4.0,-0.004,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.017
3605,-103.0,-9.0,0.08,-0.04,0.2,-6.0,4.0,0.001,0.0,-0.0004,-0.0004,-0.0004,-0.0003,-0.0001,-0.0001,-0.0003,0.018
3606,-14.0,-12.0,-0.12,-0.02,0.1,-6.0,2.0,-0.006,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.016
3607,254.0,-7.0,-0.01,-0.09,-0.2,-6.0,11.0,0.005,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.018
3608,305.0,4.0,0.08,0.02,-0.1,-6.0,-2.0,0.004,0.4,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,-0.0003,0.019
3609,-207.0,11.0,0.01,0.1,0.3,-6.0,-11.0,-0.003,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.017
3610,212.0,1.0,-0.03,-0.03,-0.2,-6.0,3.0,0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.018
3611,-415.0,-28.0,-0.05,0.03,-0.3,-6.0,-3.0,0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.016
3612,-125.0,-48.0,0.08,-0.09,-0.3,-6.0,10.0,0.003,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.015
3613,99.0,-49.0,0.12,-0.13,-0.1,-6.0,16.0,0.002,-0.7,-0.0004,-0.0004,-0.0004,-0.0003,0.0,-0.0001,-0.0003,0.016
3614,328.0,-43.0,0.07,-0.12,0.2,-6.0,14.0,-0.005,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.017
3615,356.0,-42.0,0.06,-0.12,0.2,-6.0,14.0,-0.005,0.0,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0.0,-0.0005,0.016
3616,383.0,-41.0,0.05,-0.12,0.2,-6.0,14.0,-0.005,-0.1,-0.0004,-0.0005,-0.0005,-0.0005,0.0,-0.0001,-0.0005,0.017
3617,508.0,-13.0,-0.06,-0.02,0.2,-6.0,2.0,-0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.02
3618,-126.0,15.0,-0.17,0.11,-0.8,-7.0,-12.0,0.0,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.018
3619,-323.0,-12.0,0.2,0.03,-0.7,-7.0,-3.0,0.005,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0003,0.016
3620,158.0,-22.0,0.3,-0.08,1.0,-5.0,9.0,-0.005,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.017
3621,263.0,-12.0,0.14,-0.03,1.7,-4.0,2.0,-0.007,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0004,0.018
3622,277.0,11.0,-0.38,0.01,1.1,-5.0,0.0,-0.01,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0005,0.019
